[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),label
75.25,22.96,27.14,13.27,16.66,8.04,0.0,47.78,33.27,10.21,14.34,16.25,18.33,925.0,8940.6,1.59,1.8,5.46,11.6,4.71,37.38,9.77,31.45,77.53,0.01,0.0,1.99,2.25,2.79,936.39,728.2,173.3,11.31,61.89,1072.01,34.19,69.29,89.84,22281.94,37.35,195.14,734.63,24.92,45.5,54.5,40.96,7.13,665.52,0
75.57,100.62,79.66,23.51,101.41,-0.13,525.39,123.63,21.03,12.99,21.8,18.77,79.98,3174.0,36483.08,1.79,4.67,6.59,74.15,16.13,24.46,14.92,4.92,22.63,0.07,0.02,2.03,3.74,5.56,195.94,169.33,109.19,40.98,27.86,1768.21,60.75,56.91,70.93,149721.2,82.29,226.81,23525.38,26.23,26.56,73.44,49.52,11.43,241.57,0
20.61,-18.46,8.62,0.37,11.34,-0.24,41.71,0.0,0.0,26.65,10.15,8.18,13.4,965.0,3620.39,0.31,0.5,4.23,0.0,3.28,0.93,81.54,0.0,111.26,0.0,0.43,0.24,0.33,0.33,269.88,269.88,11.37,55.83,58.2,1453.89,11.75,88.77,64.17,21471.53,22.02,2365.36,0.0,69.96,53.53,46.47,37.06,44.87,164.544,0
32.75,-2.71,-0.68,26.56,10.74,44.57,42.25,43.41,10.3,6.8,8.59,8.66,9.97,620.0,9050.57,1.27,1.47,3.64,5.6,4.33,12.61,28.95,65.14,84.39,0.01,0.0,1.65,1.96,3.02,403.62,262.87,55.65,22.46,51.72,1296.3,38.26,68.76,81.66,11489.36,14.48,102.08,918.76,12.69,31.42,68.58,53.53,7.93,1421.75,0
-5.52,12.71,11.86,10.15,-5.84,8.12,-88.8,9.61,26.02,0.92,1.24,0.63,0.92,35.0,3713.75,0.68,0.99,1.25,6.28,13.06,21.17,17.24,58.1,27.95,0.01,0.0,0.94,1.51,1.99,134.07,101.6,48.09,56.61,11.41,719.0,86.3,44.9,63.85,22325.61,24.47,65.99,137.09,37.46,65.08,34.92,2.47,1.52,1.58,0
-15.94,3.12,3.32,4.07,101.41,5.01,-77.92,-17.62,24.25,2.96,5.68,1.74,4.3,124.0,4946.56,0.59,1.45,1.05,81.9,7.59,3.94,81.54,4.46,48.06,0.0,0.01,0.74,1.32,1.34,162.81,160.49,29.1,82.87,17.18,620.03,101.41,44.55,54.68,3722.33,8.9,16.24,177.92,15.5,47.42,52.58,19.12,1.06,4.53,0
-41.37,-72.86,-70.21,-6.94,-15.55,-3.22,0.0,0.0,56.72,-148.38,-6.29,-13.54,-24.59,-1762.0,1072.72,0.09,0.17,5.13,3.64,7.55,2.54,81.54,100.37,48.32,0.07,0.12,0.08,0.09,0.1,571.54,556.94,124.96,81.6,81.04,1294.66,3.23,88.77,55.07,-7920.85,-8.26,-386.5,0.0,-79.7,0.0,0.0,0.0,43.05,-1.96,0
3.35,-33.8,-4.12,-7.22,-7.51,-8.61,-206.32,2.48,11.32,-2.98,2.73,-2.92,-4.73,-260.0,8905.66,0.98,1.75,3.11,217.91,3.27,4.22,81.54,0.63,111.63,0.04,0.0,0.87,1.43,1.43,156.27,155.86,37.0,77.84,24.46,999.47,57.02,67.94,56.23,9000.16,9.6,68.21,4994.74,9.43,123.67,-23.67,-31.6,5.76,9.68,0
-4.86,-58.63,-56.98,6.34,-3.66,100.82,0.0,-7.32,36.13,-4.47,-1.0,-1.11,-1.22,-137.0,3027.1,0.25,0.27,0.58,4.06,7.49,32.78,11.14,90.0,48.76,0.01,0.0,0.38,0.44,0.49,582.17,537.59,78.87,15.03,61.91,2180.9,29.04,74.75,86.93,3800.31,7.41,31.41,59.49,30.7,86.96,13.04,-14.55,0.59,-67.94,0
-23.27,-9.17,-9.79,-15.08,-2.56,-18.91,0.0,-24.38,7.69,-1.03,-0.01,-1.18,-2.04,-93.0,8780.43,1.14,1.98,2.63,3.68,6.24,28.52,12.8,99.31,58.52,0.01,0.0,1.35,2.0,4.4,238.15,113.32,34.43,61.77,32.09,877.35,72.29,55.31,61.82,6981.04,15.36,40.48,134.29,12.41,71.53,28.47,-8.34,3.08,-0.16,0
7.26,-6.62,4.6,-5.49,-11.49,-7.29,90.73,22.34,14.33,-8.73,-4.14,-7.67,-13.79,-331.0,4353.85,0.88,1.7,5.51,3.29,3.24,13.85,26.36,110.85,112.54,0.01,0.0,0.72,1.05,1.53,231.57,147.39,61.54,100.44,47.27,444.91,33.68,83.2,49.89,5297.23,7.55,264.18,498.92,8.35,165.49,-65.49,-104.55,28.83,-6.37,0
-39.86,-3.14,0.15,-27.83,-12.79,-39.82,0.0,0.0,20.95,-3.18,-0.82,-4.32,-4.82,-193.0,6676.56,1.36,1.73,3.26,10.64,4.35,22.58,16.16,34.3,83.94,0.01,0.0,1.74,2.32,2.97,295.77,231.16,61.37,27.74,38.64,750.04,53.18,58.37,78.28,1997.57,2.75,8.89,0.0,2.03,184.4,-84.4,-157.04,4.39,-2.02,0
-8.34,99.43,14.56,13.25,3.24,12.99,0.0,-69.48,14.1,0.54,1.02,0.75,1.93,32.0,5868.03,1.38,3.57,6.59,17.36,3.65,3.86,81.54,21.03,100.1,0.04,0.06,0.97,1.66,1.84,136.36,130.61,33.9,170.06,22.13,333.16,45.97,82.98,37.03,17260.33,24.19,665.43,0.0,18.61,73.22,26.78,2.91,44.87,2.34,0
-8.9,-79.09,30.39,4.15,2.49,-0.89,-27.07,123.63,12.54,5.59,3.1,2.86,3.83,280.0,5006.12,0.51,0.68,2.81,2.83,16.79,5.03,72.56,128.94,21.74,0.01,0.07,0.49,0.63,0.8,343.5,233.35,141.84,34.92,56.59,1479.97,27.22,79.83,74.12,8081.15,9.64,2365.36,72527.6,19.22,73.77,26.23,29.11,44.87,103.54,0
12.34,-4.14,4.28,-17.77,-18.25,-27.76,-1.38,0.0,0.0,-157.46,-21.99,-26.27,-30.64,-812.0,111.49,0.04,0.04,0.1,0.0,2.64,0.0,0.0,0.0,138.18,0.01,0.38,0.05,0.06,0.06,889.1,860.06,181.9,17.02,53.66,472.92,46.27,60.46,85.45,-15435.0,-10.53,-386.5,-2412.95,-79.7,0.0,0.0,0.0,5.06,-94.35,0
-34.61,-5.76,2.29,-9.42,-22.55,-16.45,-117.03,-50.8,15.21,0.83,2.57,0.44,-1.27,0.0,6100.96,0.53,0.73,1.33,29.91,5.68,15.35,23.78,12.2,64.3,0.02,0.05,0.7,0.88,0.9,358.89,351.25,129.73,41.93,41.59,1184.13,60.1,57.65,70.46,144488.8,23.27,113.85,546.77,41.84,87.97,12.03,1.97,2.57,5.06,0
-18.46,-3.78,-10.71,-19.59,-26.93,-25.67,-17.38,87.47,35.37,-44.91,-11.87,-15.11,-28.26,-628.0,1351.98,0.34,0.63,0.79,2.67,4.29,9.56,38.16,136.62,85.02,0.01,0.0,0.39,0.59,0.75,169.81,112.76,7.63,97.36,22.55,362.9,89.08,54.86,50.67,4762.4,14.32,49.13,2218.45,37.93,172.78,-72.78,-118.4,1.24,-5.46,0
14.66,4.95,1.49,10.7,7.17,14.77,12.36,29.14,43.15,14.68,9.55,8.19,8.93,717.0,4782.2,0.56,0.61,1.9,1.47,4.51,86.45,3.32,157.66,80.98,0.0,0.0,0.73,0.79,1.7,923.16,401.62,96.42,10.83,64.1,1638.13,31.16,71.88,90.23,24478.31,24.86,125.79,316.56,46.85,51.69,48.31,31.34,2.55,127.97,0
1.04,-3.43,-0.07,-2.55,3.85,-5.88,76.48,-7.66,50.82,3.48,-0.06,2.38,3.84,147.0,3945.94,0.68,1.1,1.18,6.79,3.18,15.39,23.71,53.75,114.88,0.01,0.0,0.94,1.64,2.15,140.93,107.33,8.59,56.36,11.95,727.77,92.05,41.13,63.95,17399.49,25.48,62.01,497.51,36.75,75.58,24.42,9.46,1.63,-0.72,0
12.56,-2.05,-3.48,11.53,35.29,19.35,20.26,0.0,9.01,2.26,5.04,4.05,12.46,125.0,5008.36,1.79,4.67,6.03,13.06,3.46,4.98,73.29,27.96,105.55,0.02,0.09,1.35,2.54,3.16,112.29,90.41,2.16,207.42,7.7,181.97,91.17,70.34,32.53,11840.89,14.64,71.64,16369.97,8.18,63.18,36.82,27.62,8.75,6.3,0
4.2,-14.23,-21.09,3.6,6.96,13.54,34.04,-19.16,9.55,5.36,9.75,8.26,10.08,900.0,16968.78,1.54,1.9,6.1,16.78,12.02,13.44,27.15,21.75,30.36,0.04,0.07,1.65,2.06,2.35,446.41,400.36,94.21,21.33,60.63,1847.52,26.54,78.13,82.42,49271.44,23.62,139.29,1453.78,15.61,44.3,55.7,34.36,8.0,238.35,0
-0.13,34.99,16.34,6.83,5.19,2.94,-47.65,17.15,35.93,8.96,7.28,6.97,7.59,982.0,10959.48,0.78,0.85,2.56,7.01,4.94,15.64,23.34,52.09,73.82,0.01,0.0,1.01,1.12,1.33,849.33,705.3,125.97,9.66,60.32,2654.56,34.69,68.37,91.19,33674.98,21.59,232.2,11321.03,28.67,47.54,52.46,31.25,8.77,105.97166666666668,0
6.42,-3.83,23.34,1.76,0.24,-10.14,-17.38,28.11,34.89,5.01,4.77,3.92,5.13,440.0,7235.24,0.78,0.9,1.99,16.51,13.61,20.08,18.18,22.11,26.83,0.03,0.1,1.11,1.29,1.4,472.36,428.64,62.52,15.65,44.89,794.03,49.8,56.94,86.47,9543.68,17.07,97.51,1254.28,22.04,74.73,25.27,22.74,4.34,10.84,0
14.37,56.87,97.26,18.85,0.3,-36.52,0.0,0.0,24.88,-3.86,-3.65,-3.28,-5.17,-216.0,5485.58,0.85,1.21,1.28,51.79,8.41,53.74,6.79,7.05,43.38,0.02,0.15,1.62,2.53,2.66,176.96,168.3,105.19,42.21,14.61,834.74,94.43,33.59,70.32,22422.99,32.94,171.12,294.72,38.73,94.31,5.69,-9.96,4.42,-13.24,0
-4.02,-1.77,-10.04,1.51,2.99,7.69,-23.21,-85.89,47.71,1.72,1.82,1.29,1.57,83.0,4687.1,0.75,0.91,2.28,60.04,2.41,10.32,35.35,6.08,151.55,0.01,0.02,0.88,1.12,1.14,401.33,399.55,117.27,20.81,51.9,1038.19,37.31,69.12,82.78,12311.35,40.05,159.33,0.0,53.86,92.04,7.96,3.2,2.93,-0.2980000000000018,0
50.34,14.55,12.79,22.71,18.1,32.84,62.98,-14.11,16.87,6.12,15.08,8.53,21.54,966.0,15263.02,1.39,3.52,2.89,7.7,5.8,17.04,21.42,47.42,62.91,0.01,0.0,1.42,2.7,4.15,113.99,81.64,6.95,156.88,6.57,938.97,119.33,53.55,38.93,51210.4,28.2,71.23,110.22,22.28,46.91,53.09,27.46,3.22,5.85,0
4.94,-4.36,-1.81,4.48,-2.33,9.68,-167.99,46.95,15.04,-1.01,-0.04,-1.03,-1.42,-107.0,12006.93,1.02,1.63,2.32,8.55,3.54,6.12,59.68,42.67,103.05,0.01,0.17,1.12,1.81,2.3,154.82,117.48,36.77,66.18,20.36,1450.45,70.64,57.5,60.17,11423.23,16.75,44.1,135.49,16.8,74.29,25.71,-6.01,2.54,-0.36,0
33.12,-2.47,-2.54,16.52,4.41,25.32,-45.55,57.06,13.64,2.17,5.49,3.46,5.81,252.0,11745.26,1.6,2.78,5.55,13.19,6.52,5.26,69.38,27.67,55.96,0.07,0.07,1.44,2.25,2.71,167.94,136.53,55.63,82.69,29.76,818.04,48.29,73.57,54.74,34749.72,27.33,233.4,7933.06,18.4,74.26,25.74,11.78,12.52,41.77,0
-50.47,-29.68,11.89,-39.69,-56.25,-56.71,-206.32,-78.15,-5.52,-83.78,-21.99,-39.36,-58.89,-1934.0,2210.85,0.57,1.19,1.72,128.45,1.53,4.48,81.54,2.84,162.17,0.01,0.01,0.48,0.84,0.85,99.04,98.65,11.8,167.94,-0.52,242.2,123.35,53.96,37.32,-15435.0,-10.53,-275.98,-1326.94,-57.58,0.0,0.0,0.0,3.38,-8.38,0
-1.79,-48.54,-1.69,1.56,-2.11,1.92,25.59,20.13,20.52,-1.43,0.99,-0.93,-1.98,-32.0,2417.14,0.65,1.48,6.59,1.87,4.38,10.93,33.4,157.66,83.32,0.0,0.0,0.5,0.72,1.18,266.29,155.11,29.2,131.6,56.45,318.88,22.24,88.77,43.18,9583.77,10.95,511.84,798.45,16.92,68.42,31.58,-8.47,20.55,0.22,0
-6.19,6.79,-1.06,-2.04,-1.04,-3.23,-206.32,-74.0,54.05,-8.31,1.49,-3.25,-4.4,-246.0,2710.04,0.39,0.45,0.71,26.46,3.6,15.74,23.2,13.79,101.47,0.01,0.07,0.71,0.87,0.9,441.24,435.12,168.96,13.44,34.39,932.57,62.99,44.47,88.16,26740.05,14.27,177.01,6128.05,36.08,98.26,1.74,-23.03,5.07,29.91,0
75.57,40.62,8.55,27.63,38.39,100.82,116.93,89.55,41.07,26.71,21.8,18.77,28.97,1380.0,4403.87,0.96,1.08,1.27,13.44,16.12,36.26,10.07,27.16,22.64,0.03,0.0,2.03,3.74,5.38,403.91,293.07,182.35,9.6,22.77,2356.53,76.43,30.27,91.24,55706.13,36.69,88.24,246.14,43.04,31.21,68.79,62.05,2.32,132.11,0
-35.67,9.22,19.09,15.03,-14.44,6.62,0.0,-28.72,-5.52,-21.71,-13.09,-9.43,-19.07,-755.0,3478.02,0.43,0.87,0.63,6.27,5.03,21.71,16.82,58.21,72.59,0.01,0.0,0.69,1.39,1.78,80.68,66.27,29.72,130.83,-7.22,730.47,161.23,30.15,43.32,9658.87,6.36,14.21,26.33,15.69,184.4,-84.4,-138.41,0.89,-13.79,0
1.63,119.29,25.71,26.33,12.67,37.92,0.0,15.06,67.89,5.03,1.4,0.28,0.66,85.0,1628.11,0.06,0.13,0.06,217.91,20.49,48.36,7.55,1.4,17.81,0.07,0.0,0.16,1.06,1.06,19.26,19.19,1.16,145.26,-22.07,2636.2,226.43,15.82,40.77,29072.18,2.62,8.31,722.83,52.01,19.39,80.61,9.68,0.16,1.39,0
-52.04,-3.14,-4.91,-7.42,-3.47,-8.2,0.0,-2.06,12.17,-7.58,-0.52,-1.76,-2.35,-433.0,5719.45,0.23,0.31,0.97,0.5,1.75,10.13,36.04,157.66,162.17,0.0,0.0,0.24,0.31,0.78,344.5,127.65,18.09,30.53,53.74,3552.55,31.7,75.71,76.61,14615.75,7.36,88.38,994.91,30.41,120.74,-20.74,-24.92,2.68,-2.78,0
1.77,16.26,70.43,37.46,14.24,36.42,-37.43,-80.35,17.68,3.28,12.69,4.36,6.43,388.0,11431.54,1.33,1.96,6.59,14.35,4.12,86.45,2.5,25.43,88.49,0.01,0.0,1.23,1.38,1.52,729.83,709.92,133.25,60.29,83.04,1238.79,6.06,88.77,62.39,8367.67,14.38,2365.36,21325.42,12.54,34.5,65.5,26.16,44.87,11.46,0
2.24,1.82,9.69,1.56,0.65,-1.47,-36.2,-13.37,6.19,1.62,3.47,2.07,2.53,172.0,9357.98,1.27,1.59,4.51,18.85,6.96,7.91,46.14,19.36,52.43,0.04,0.06,1.41,1.77,1.96,374.97,341.99,82.28,25.18,51.84,1127.9,36.69,70.69,79.88,12140.98,8.75,74.7,530.79,6.93,69.03,30.97,23.44,10.88,98.22,0
10.47,4.16,1.27,13.02,28.3,18.02,120.73,-32.84,16.59,9.65,21.8,16.9,28.01,3174.0,36483.08,1.75,2.9,6.22,81.14,8.7,9.44,38.67,4.5,41.93,0.07,0.01,1.6,2.44,2.52,211.72,207.0,27.14,56.42,38.67,3393.57,41.8,73.28,63.93,175124.17,49.89,273.69,1836.95,30.21,53.91,46.09,31.94,9.2,292.87,0
11.57,119.29,91.5,66.54,94.87,60.23,39.47,29.57,34.04,17.78,21.8,15.99,24.19,539.0,6140.94,0.9,1.35,4.07,1.61,20.71,86.45,2.57,157.66,5.03,0.0,0.0,0.87,1.15,4.05,370.69,127.7,30.15,41.1,56.07,3552.55,32.76,76.78,70.87,33897.63,21.83,223.78,1758.1,30.34,17.71,82.29,58.61,5.33,48.4,0
-10.77,-2.69,4.94,-0.15,8.9,-6.78,-13.73,-13.78,30.9,3.5,3.84,2.39,5.21,105.0,2933.13,0.68,1.49,1.18,3.99,4.35,9.24,39.5,91.37,83.94,0.01,0.0,0.78,1.63,2.74,100.63,61.32,6.06,109.21,0.25,407.58,124.37,40.55,47.8,22485.48,20.31,54.94,963.82,29.72,63.14,36.86,11.76,1.82,1.83,0
-24.61,-11.29,97.26,71.67,101.41,79.11,28.0,-39.85,-5.52,-18.55,-18.59,-12.45,-20.19,-151.0,1072.94,0.67,1.09,1.56,4.44,7.0,6.83,53.46,82.24,52.17,0.01,0.22,0.87,1.18,1.61,635.22,536.43,156.29,47.05,41.91,183.85,73.91,49.74,68.0,465.81,0.46,15.28,24.42,1.01,184.4,-84.4,-181.31,13.74,-7.54,0
-24.57,14.73,97.26,2.56,-4.03,-0.21,-91.08,7.82,7.41,2.13,-1.28,0.51,0.88,106.0,4949.67,0.24,0.42,6.02,0.43,1.7,1.06,81.54,157.66,162.17,0.0,0.67,0.18,0.25,0.6,218.38,85.72,18.79,80.29,51.36,1163.82,9.49,88.77,55.47,53128.47,1.8,2365.36,0.0,7.64,50.29,49.71,27.81,44.87,-56.39,0
-51.42,-11.12,62.42,0.83,1.81,-5.13,-94.83,-54.98,16.05,1.22,0.85,0.73,0.8,69.0,5683.53,0.6,0.65,5.16,9.48,2.39,12.86,28.39,38.48,152.56,0.01,0.0,0.61,0.67,0.72,972.03,860.06,288.17,9.46,77.9,1751.99,15.55,85.79,91.36,5218.93,10.84,347.6,383.88,18.28,92.14,7.86,6.67,17.89,-30.17,0
39.03,0.52,-3.43,-5.25,-24.26,-8.61,-58.67,105.8,0.68,-18.34,-3.82,-8.76,-25.47,-472.0,2573.11,0.48,1.39,0.73,40.4,5.12,18.65,19.57,9.03,71.29,0.02,0.04,0.7,1.38,1.43,159.62,151.92,20.9,228.25,12.65,319.35,217.05,33.88,30.46,13687.43,32.32,59.77,219.95,65.83,105.08,-5.08,-27.86,0.91,-1.47,0
51.65,15.79,-36.93,-50.87,-43.73,-71.89,74.27,-8.97,-5.52,-156.59,-12.81,-29.77,-58.89,-1152.0,687.59,0.19,0.35,0.29,10.58,5.95,7.95,45.89,34.48,61.33,0.02,0.12,0.25,0.56,0.59,52.31,46.35,18.35,85.98,-20.8,247.23,143.56,22.81,53.77,-11906.78,-10.53,-41.75,-700.01,-79.7,0.0,0.0,0.0,0.46,-3.16,0
75.57,-2.06,0.8,-4.29,-3.62,-9.65,-93.09,-44.49,67.89,-3.31,-5.37,-3.15,-4.23,-49.0,1464.48,0.95,1.28,1.81,40.59,20.71,86.45,3.65,8.99,17.19,0.04,0.0,1.33,2.01,2.11,192.5,185.35,90.87,33.71,22.1,225.21,72.22,45.99,74.79,1198.71,4.65,10.25,4935.26,4.78,143.15,-43.15,-69.31,2.12,-20.94,0
10.75,47.55,58.08,35.99,26.96,5.16,-76.51,26.3,24.6,0.54,2.26,0.39,0.92,52.0,10721.39,0.73,2.03,1.14,4.64,4.73,10.02,36.44,78.67,77.1,0.01,0.0,0.97,2.0,3.53,87.01,46.08,6.67,187.43,-4.82,1099.03,194.67,32.27,34.79,20203.61,14.2,34.17,207.19,22.51,51.25,48.75,2.4,1.76,0.89,0
-13.78,-12.81,-19.99,-16.18,101.41,-13.53,0.0,-5.96,22.59,4.71,5.17,4.46,16.98,138.0,2933.35,0.95,3.6,2.36,7.16,2.95,4.18,81.54,50.95,123.71,0.01,0.17,0.75,1.58,2.03,117.16,90.16,6.47,154.49,8.92,216.65,99.48,60.91,39.29,7660.73,29.27,100.67,4780.28,28.21,64.42,35.58,16.69,3.32,2.18,0
-11.41,-9.76,-16.11,-7.85,-19.11,-4.0,-72.12,-7.97,19.51,-11.27,-7.25,-9.47,-17.39,-90.0,772.56,0.84,1.54,2.76,3.96,6.58,81.45,4.48,92.07,55.49,0.01,0.0,0.78,1.21,1.74,159.96,112.25,30.46,96.87,26.63,223.84,57.0,71.05,50.8,4795.75,17.45,77.65,227.59,19.91,113.56,-13.56,-56.6,3.7,-7.34,0
-1.76,-5.28,-6.69,4.62,-2.09,16.27,-24.81,16.44,11.55,4.48,5.44,3.32,3.95,162.0,3612.82,0.74,0.88,1.55,4.92,6.37,22.9,15.94,74.14,57.27,0.01,0.0,1.12,1.42,2.0,331.0,235.2,17.95,22.78,38.21,811.64,55.56,54.75,81.44,10804.95,14.46,37.5,89.16,19.94,45.68,54.32,22.48,1.81,6.69,0
12.59,12.67,16.31,13.79,9.62,11.19,-16.38,30.26,18.6,4.93,5.79,6.06,12.91,506.0,11155.63,1.23,2.7,2.4,8.2,7.09,8.35,43.7,44.49,51.47,0.02,0.14,1.32,2.53,3.65,102.28,68.44,15.38,123.74,1.07,3552.55,115.99,48.16,44.69,65979.27,24.54,70.08,185.34,21.24,51.74,48.26,23.2,2.85,8.53,0
28.85,-6.78,-4.3,5.54,-6.74,17.16,-80.82,0.0,21.07,-13.05,0.43,-8.23,-8.81,-88.0,876.35,0.63,0.91,1.28,7.16,4.23,23.47,15.55,50.98,86.21,0.01,0.0,0.88,1.24,1.5,242.23,200.31,17.24,43.65,29.89,181.75,70.52,50.91,69.61,1989.91,7.51,27.01,167.63,11.91,133.65,-33.65,-109.6,2.27,0.01,0
2.58,11.41,10.94,18.49,0.26,37.56,-18.22,11.64,8.4,0.53,2.15,0.61,1.81,669.0,36483.08,1.15,3.42,1.67,12.19,6.85,11.52,31.69,29.93,53.27,0.02,0.13,1.49,3.74,5.4,66.74,48.08,0.01,220.78,-16.4,738.99,215.22,32.91,31.17,12412.69,21.82,33.63,76.16,20.51,70.69,29.31,2.59,1.71,1.47,0
4.49,-12.52,-0.73,6.31,5.8,10.56,-16.21,57.2,0.0,11.46,8.45,7.58,9.57,2204.0,16676.12,0.66,0.83,1.82,79.82,7.64,28.47,12.82,4.57,47.75,0.03,0.02,0.79,1.04,1.05,330.99,325.98,47.83,26.52,45.24,3552.55,44.5,64.83,79.04,108819.99,41.82,199.38,8350.71,65.16,74.67,25.33,17.59,2.86,1688.99,0
56.21,41.93,37.35,41.65,20.8,46.12,12.02,49.65,16.96,5.7,12.85,9.57,20.64,885.0,14259.58,1.68,3.3,3.35,10.76,7.34,9.25,39.46,33.93,49.72,0.02,0.11,1.77,3.36,4.9,105.36,72.09,4.52,109.07,2.57,931.12,103.38,50.55,47.83,81025.0,27.25,66.89,88.38,19.02,40.86,59.14,29.96,4.08,14.55,0
-0.15,8.99,10.64,5.51,5.34,1.92,-38.29,0.81,16.53,4.66,6.94,4.53,8.75,443.0,9309.19,0.97,1.91,2.31,3.99,4.32,6.52,55.99,91.57,84.42,0.01,0.56,0.99,1.68,2.92,139.84,81.07,14.78,96.41,16.19,951.64,84.84,56.81,50.91,35516.15,25.46,67.28,0.0,26.87,65.85,34.15,17.33,2.61,7.08,0
14.3,-3.86,3.18,2.24,0.81,1.56,462.38,8.45,26.55,2.82,1.94,1.46,1.66,98.0,3423.5,0.52,0.59,1.22,5.75,4.36,14.26,25.6,63.47,83.77,0.01,0.0,0.81,0.9,1.07,840.59,704.84,25.46,14.5,50.55,1167.79,48.8,57.38,87.34,2797.08,4.65,27.34,895.91,9.08,95.07,4.93,31.04,2.94,0.23,0
-33.47,-13.18,35.36,-27.07,-6.85,-34.95,182.59,8.01,7.4,-3.51,-7.09,-5.72,-18.59,-127.0,3610.01,1.63,4.67,6.59,56.91,4.53,4.97,73.38,6.41,80.56,0.07,0.02,1.09,1.92,1.99,133.23,127.29,60.64,184.31,19.76,65.65,59.09,79.22,35.17,33921.26,44.91,1853.92,0.0,23.22,102.42,-2.42,-15.1,44.87,-68.26,0
-9.58,15.15,13.09,-4.03,1.55,-11.47,-32.8,6.7,18.18,7.29,5.87,6.49,8.27,737.0,10006.39,0.89,1.13,2.7,10.04,4.89,9.12,40.0,36.37,74.61,0.01,0.17,1.05,1.33,1.53,424.86,363.13,38.02,23.91,49.18,1778.04,44.22,64.31,80.7,14433.82,24.51,96.34,346.61,26.99,59.04,40.96,27.01,3.48,48.85,0
-26.48,-3.61,4.06,-2.52,5.64,-4.82,0.0,20.74,27.46,-0.64,4.11,-0.61,-0.87,-7.0,1144.02,0.96,1.37,3.58,7.24,7.72,9.4,38.85,50.45,47.31,0.02,0.18,0.97,1.31,1.59,312.99,249.61,134.91,37.92,49.24,849.05,38.12,72.36,72.5,4411.69,10.59,92.79,2022.3,10.92,83.93,16.07,-5.82,8.34,16.06,0
28.29,-1.58,4.7,27.77,2.4,46.32,564.63,12.24,15.69,4.53,1.23,2.89,4.31,433.0,9361.86,0.64,0.95,1.59,2.59,9.02,25.44,14.35,140.75,40.47,0.01,0.0,0.78,1.06,1.81,248.78,157.87,36.11,65.46,37.97,1974.41,60.42,63.48,60.44,29229.9,24.99,89.52,201.91,43.93,76.51,23.49,10.3,1.99,11.03,0
7.06,54.04,51.67,8.69,12.33,-15.27,390.47,-17.16,18.49,6.89,2.24,6.98,12.94,536.0,7579.54,1.01,1.88,2.35,26.28,5.31,16.58,22.01,13.89,68.8,0.02,0.07,1.06,1.78,1.91,131.99,123.15,32.24,82.49,12.13,854.3,91.15,50.05,54.8,6794.34,19.2,53.98,2012.64,19.74,62.93,37.07,34.9,3.32,2.68,0
-3.22,6.72,6.33,-5.03,9.89,-11.99,45.67,37.6,40.4,-2.46,-1.92,-1.9,-2.37,-43.0,2109.75,0.77,1.2,1.92,6.02,2.87,18.42,19.82,60.66,127.39,0.01,0.0,0.91,1.29,1.65,246.89,181.29,21.71,45.17,34.2,376.39,61.73,57.48,68.88,25704.18,31.2,125.22,518.69,39.33,90.29,9.71,-6.25,3.26,-2.92,0
-5.65,14.18,15.43,8.17,11.31,-6.43,-13.36,13.42,49.99,18.47,13.98,10.99,12.4,3174.0,36483.08,0.59,0.67,0.86,9.75,11.31,29.87,12.22,37.42,32.27,0.02,0.0,1.5,1.93,2.4,377.89,295.81,68.72,11.17,21.11,2525.64,79.25,28.71,89.95,63507.89,20.37,46.6,1731.96,35.6,33.63,66.37,51.89,1.38,126.43,0
2.12,18.81,18.92,30.06,80.7,41.38,91.39,47.92,22.1,9.04,14.85,11.04,21.37,708.0,6707.89,1.22,2.36,2.55,12.34,4.37,7.39,49.41,29.57,83.53,0.02,0.11,1.38,2.35,2.9,154.63,124.68,16.17,69.52,19.05,731.96,78.13,53.91,58.99,28544.96,37.99,97.29,289.19,35.17,53.95,46.05,25.71,2.86,13.51,0
75.57,-23.41,0.12,11.61,11.78,23.33,0.0,0.0,11.29,3.86,4.06,4.5,4.82,66.0,1638.85,1.17,1.25,2.58,19.63,4.45,38.09,9.58,18.6,81.99,0.01,0.0,1.93,2.13,2.39,954.5,850.8,288.17,7.05,48.98,253.63,48.48,54.71,93.41,3214.49,16.54,170.46,178.48,14.17,54.53,45.47,27.24,12.03,7.14,0
