[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),label
75.57,50.93,63.17,30.05,7.95,11.05,0.0,123.63,43.87,-9.65,-1.98,-4.82,-7.09,-240.0,2415.78,0.5,0.69,1.2,14.76,6.01,25.62,14.25,24.73,60.76,0.01,0.0,0.75,0.86,0.91,600.46,534.94,179.42,43.72,45.23,686.16,65.73,54.26,69.58,2650.31,11.72,33.56,274.71,26.54,89.89,10.11,-36.36,1.52,-4.46,0
12.11,25.81,17.27,9.16,7.1,-1.5,-26.43,-2.44,67.56,4.96,2.28,0.75,1.6,183.0,3657.93,0.15,0.32,0.26,0.63,1.63,1.61,81.54,157.66,162.17,0.0,0.67,0.25,0.37,0.9,529.24,220.04,43.65,114.56,31.62,2339.81,130.9,38.99,46.61,22892.12,6.34,72.44,308.4,43.47,65.3,34.7,11.41,0.4,5.19,0
5.63,15.19,17.63,12.39,7.84,11.0,14.12,7.4,17.35,4.54,9.69,7.14,11.6,1199.0,20380.09,1.57,2.56,6.59,9.18,5.47,10.48,34.82,39.77,66.68,0.01,0.24,1.4,2.0,2.56,226.92,178.17,44.17,65.69,43.69,1654.29,36.27,78.11,60.35,64871.21,43.39,239.42,855.96,29.18,69.75,30.25,15.55,8.71,71.7,0
5.46,-8.89,-6.14,10.9,36.95,12.39,266.81,-74.08,23.41,12.1,14.65,13.28,18.65,664.0,6190.73,1.1,1.54,6.59,217.91,2.48,6.61,55.23,1.51,147.25,0.01,0.0,0.93,1.19,1.19,428.57,427.75,228.65,27.78,71.44,3323.18,8.72,88.77,78.26,115452.62,19.47,372.75,3046.88,18.65,8.95,91.05,64.86,19.06,25.62,0
6.43,21.47,14.3,7.85,-3.44,4.72,0.0,-4.82,27.84,0.93,4.84,1.03,2.73,72.0,7527.28,1.12,2.95,3.31,4.73,4.36,11.36,32.12,77.22,83.76,0.01,0.0,0.95,1.68,2.61,123.1,81.33,22.4,179.33,12.26,501.57,96.82,65.34,35.8,24287.14,21.44,195.37,1335.76,19.95,83.95,16.05,4.64,5.62,2.37,0
7.46,44.77,42.95,22.25,-1.85,13.69,-86.19,85.16,67.89,1.26,3.5,0.89,1.3,66.0,4853.56,0.7,1.03,2.2,4.13,1.92,8.73,41.79,88.46,162.17,0.0,0.0,0.73,1.03,1.38,192.32,133.59,24.26,62.12,31.58,822.96,55.45,65.8,61.68,23729.67,26.35,724.31,0.0,41.28,72.81,27.19,3.06,20.75,867.1600000000001,0
-64.22,-4.2,-8.52,-12.41,-53.82,-15.27,237.33,6.78,-5.52,-157.46,-8.03,-24.1,-58.89,-1795.0,893.21,0.13,0.42,0.3,0.87,3.81,15.23,23.97,157.66,95.93,0.0,0.0,0.13,0.23,0.31,101.79,71.49,11.16,302.31,0.98,270.17,208.85,55.78,23.99,-15435.0,-10.53,-27.35,-271.61,-78.63,0.0,0.0,0.0,0.33,-2.65,0
-6.5,8.68,7.29,-2.27,0.93,-7.71,-35.82,-18.73,4.59,1.0,3.85,2.12,3.4,119.0,11900.99,1.79,3.4,5.57,9.82,5.95,9.47,38.54,37.17,61.34,0.02,0.16,2.03,3.42,5.25,177.23,119.53,13.63,57.63,26.22,3519.88,62.78,60.17,63.44,13785.78,9.94,31.15,150.08,4.63,50.18,49.82,21.59,7.0,9.44,0
-12.68,-2.34,-6.58,-5.57,-4.47,-4.96,177.62,-48.13,11.63,-8.18,-6.33,-5.98,-11.97,-753.0,8673.04,0.73,1.46,1.96,15.69,4.43,14.31,25.5,23.26,82.48,0.01,0.17,0.71,1.17,1.26,129.28,122.54,9.66,98.99,14.24,1158.33,73.87,62.88,50.26,2300.93,4.4,14.89,244.22,5.84,184.4,-84.4,-139.93,2.52,-3.78,0
36.95,-1.92,35.04,37.71,13.96,38.38,32.05,0.0,13.45,6.69,12.26,9.91,17.76,1458.0,21802.47,1.48,2.66,6.59,0.0,20.71,18.59,19.64,0.0,17.19,0.0,0.38,1.21,1.85,1.85,172.74,172.74,17.75,94.98,33.87,1749.28,38.16,80.43,51.29,44261.95,34.61,2018.69,72527.6,27.07,72.51,27.49,24.71,44.87,1539.88,0
-8.74,-56.19,-13.61,7.0,4.24,11.26,-17.82,4.53,26.41,8.31,11.18,6.34,7.08,620.0,7088.81,0.76,0.85,4.95,11.07,4.7,11.71,31.18,32.98,77.58,0.01,0.25,0.8,0.9,0.98,741.88,683.23,105.0,13.16,74.56,1698.38,15.64,86.17,88.37,21131.49,23.15,486.97,1436.65,31.38,62.41,37.59,26.49,9.23,135.274,0
-12.53,-1.09,7.27,0.53,3.83,-1.95,-51.68,51.28,29.79,6.27,3.97,4.18,5.79,427.0,6818.01,0.67,0.92,2.4,5.31,3.46,11.98,30.46,68.72,105.58,0.01,0.0,0.7,0.92,1.12,323.69,255.3,13.91,36.31,49.3,1504.46,39.07,71.34,73.36,10620.56,16.27,70.07,4945.85,24.47,76.53,23.47,25.6,2.85,18.78,0
-10.75,-71.29,-62.8,-51.45,-91.07,-48.6,0.0,-82.08,-5.52,-31.47,-21.99,-39.36,-58.89,-776.0,1989.69,1.79,4.67,6.59,7.84,11.75,10.54,34.62,46.56,31.06,0.02,0.11,2.03,3.39,5.56,98.64,79.57,26.07,302.31,-1.16,10.65,135.91,84.65,23.99,-5319.11,-10.53,-386.5,-1498.38,-14.38,0.0,0.0,0.0,25.06,-15.81,0
-9.01,-1.99,6.38,0.2,3.85,-2.48,-35.41,-26.23,32.62,2.11,4.37,2.95,3.37,73.0,3462.53,1.4,1.6,4.49,5.35,14.75,73.87,4.94,68.18,24.74,0.01,0.0,1.86,2.04,3.28,972.03,860.06,288.17,12.33,62.72,440.58,36.07,67.89,89.02,5727.99,23.58,201.01,214.21,16.85,71.72,28.28,12.49,11.7,2592.75,0
9.76,-6.61,3.25,17.53,7.14,22.12,9.01,0.0,0.0,19.22,9.64,6.82,15.07,2362.0,13365.04,0.35,0.79,1.56,0.0,3.77,0.83,81.54,0.0,96.69,0.0,0.34,0.28,0.46,0.46,147.79,147.79,15.24,132.63,25.42,3105.08,49.76,78.61,42.99,90204.12,25.32,807.95,0.0,69.96,52.28,47.72,24.93,10.12,35.89,0
-11.4,-1.02,3.12,6.24,2.92,15.4,-97.69,-2.42,8.92,0.09,1.29,0.06,0.12,5.0,5410.73,0.72,1.37,0.98,12.06,4.36,6.07,60.13,30.25,83.78,0.02,0.1,1.1,2.71,3.5,69.01,54.7,2.59,93.06,-12.38,802.69,139.84,27.57,51.8,9327.8,10.94,31.32,149.01,15.67,77.01,22.99,0.56,1.9,1.13,0
15.41,4.23,6.57,25.76,5.82,48.83,-31.65,123.63,9.23,2.38,3.24,2.92,8.31,618.0,23321.13,1.22,3.49,2.45,7.64,5.49,9.38,38.93,47.75,66.53,0.01,0.27,1.33,2.45,3.6,121.25,75.46,11.14,208.6,9.42,1375.84,142.75,53.74,32.4,74333.15,22.4,55.67,132.48,20.39,54.9,45.1,11.69,2.61,2.03,0
3.85,-15.75,5.03,-1.49,7.5,-5.45,3.27,-52.74,4.82,2.27,6.55,6.02,7.12,892.0,36483.08,1.79,4.67,6.59,15.74,11.2,25.94,14.07,23.19,32.6,0.02,0.67,2.03,3.74,5.56,217.33,177.66,30.19,68.78,32.23,2426.85,68.02,59.7,59.25,172670.64,30.86,259.9,14130.02,11.55,69.91,30.09,19.66,20.58,5.71,0
-35.79,-16.18,-15.37,-20.9,-31.78,-27.75,0.0,-39.09,0.39,-15.68,-5.55,-13.35,-39.6,-1934.0,12610.37,0.85,2.53,1.49,4.12,7.03,16.59,22.0,88.6,51.91,0.01,0.0,0.88,1.98,3.82,77.26,43.69,13.59,222.99,-12.0,809.88,191.26,40.78,30.96,20825.46,9.05,17.06,51.31,9.39,139.82,-39.82,-167.06,1.65,-2.26,0
9.37,25.45,83.2,43.0,6.56,26.48,-98.22,12.53,42.93,0.78,0.36,0.34,0.11,0.0,3717.7,0.43,0.63,1.28,2.91,1.19,48.44,7.54,125.36,162.17,0.0,0.0,0.53,0.66,0.85,378.78,297.81,94.64,59.42,46.13,1140.38,59.49,62.68,62.73,8545.66,13.3,90.58,349.61,36.1,89.3,10.7,2.16,2.79,0.08,0
-8.89,-28.21,-4.31,4.7,5.1,28.38,-1.78,75.67,26.52,18.95,5.04,4.66,5.34,236.0,1247.35,0.25,0.28,0.36,3.94,14.88,20.41,17.88,92.73,24.52,0.01,0.0,0.71,0.8,1.0,938.0,721.74,288.17,14.23,30.19,907.61,75.62,33.8,87.55,7922.57,10.02,24.79,1146.25,41.66,45.64,54.36,45.48,0.5,3145.21,0
25.25,16.34,17.78,27.63,8.95,42.62,-6.19,56.23,21.64,5.15,10.94,4.49,5.84,252.0,8892.5,0.87,1.64,1.51,151.44,5.61,27.49,13.28,2.41,65.1,0.02,0.01,1.24,2.06,2.09,143.39,141.37,28.62,100.82,13.41,873.96,111.8,44.33,49.8,55612.27,24.53,132.94,164.61,31.6,41.28,58.72,16.3,4.52,6.36,0
2.58,7.43,57.9,0.61,5.31,-16.62,-60.33,-2.17,37.52,18.02,7.35,5.78,6.29,717.0,4310.56,0.32,0.35,1.08,12.38,3.43,23.98,15.22,29.48,106.56,0.01,0.0,0.43,0.46,0.47,972.03,860.06,149.35,6.5,59.98,2533.4,38.65,63.71,93.89,7236.96,12.77,212.9,1281.98,39.97,50.67,49.33,45.08,2.14,11.8,0
-11.21,0.13,-0.78,5.5,1.31,29.95,0.0,89.06,24.14,0.55,1.91,0.3,0.76,7.0,1325.84,0.55,1.38,0.71,60.43,2.89,6.69,54.54,6.04,126.19,0.01,0.02,0.72,2.4,2.5,45.4,43.31,1.36,156.62,-22.07,193.51,191.98,25.19,38.97,12696.11,14.04,27.38,384.63,26.29,73.82,26.18,2.09,1.04,0.9,0
23.73,-11.76,16.17,49.94,101.41,59.5,421.3,45.41,67.89,22.2,13.53,13.75,26.26,441.0,1742.23,0.62,1.18,3.24,8.21,1.62,86.45,3.73,44.44,162.17,0.0,0.0,0.53,0.77,0.84,972.03,860.06,162.35,18.7,74.52,493.22,20.3,82.9,84.24,4757.51,23.16,1919.76,19445.39,44.87,43.23,56.77,49.47,40.11,22.79,0
-19.94,-0.67,-0.21,-5.86,-1.76,-9.69,-92.4,10.42,9.88,0.64,1.43,0.68,0.62,36.0,8215.71,1.07,1.46,2.57,16.74,4.0,7.97,45.81,21.81,91.32,0.01,0.08,1.34,1.83,2.05,290.79,255.63,24.72,33.42,37.5,1100.53,57.17,57.15,74.95,32414.05,39.1,98.21,1022.62,35.48,95.64,4.36,1.8,2.74,33.97,0
-32.04,-14.73,1.13,-11.51,-13.92,-18.67,99.15,0.0,62.89,-39.55,-0.28,-10.99,-14.94,-1339.0,3323.04,0.28,0.38,0.72,0.0,3.77,7.27,50.2,0.0,96.73,0.02,0.0,0.34,0.45,0.45,227.77,227.77,138.03,37.96,32.89,1627.42,57.06,58.64,72.49,-1516.19,-1.19,-85.9,-104.26,-4.03,0.0,0.0,0.0,19.64,-4.32,0
8.28,-0.16,1.45,11.26,8.81,22.16,5.56,15.7,30.29,9.63,7.61,6.09,8.03,743.0,7523.41,0.63,0.83,1.26,3.12,3.92,8.08,45.2,116.91,93.0,0.01,0.0,0.93,1.27,2.14,279.9,168.89,53.83,33.2,33.45,1880.6,63.88,52.04,75.08,19846.36,20.17,47.18,169.69,33.58,57.21,42.79,28.68,1.39,25.26,0
-8.58,-2.16,25.93,-1.09,9.47,-5.15,-16.48,-14.05,53.65,18.62,7.42,7.89,10.22,79.0,387.51,0.42,0.55,2.86,217.91,1.94,2.5,81.54,0.03,162.17,0.02,0.0,0.39,0.5,0.5,444.44,444.42,225.73,23.26,64.62,737.94,20.49,83.38,81.13,6938.07,21.19,257.04,0.0,49.73,56.16,43.84,37.43,5.11,441.34,0
14.49,-75.3,-24.81,0.72,16.31,8.83,247.3,9.68,8.25,4.67,7.07,8.41,15.3,753.0,23007.84,1.79,3.27,6.59,27.19,7.23,10.2,35.78,13.43,50.46,0.04,0.04,1.52,2.28,2.49,223.71,204.88,1.29,69.48,45.35,1025.33,30.49,82.01,59.01,157402.77,108.67,2365.36,6850.21,60.61,89.53,10.47,7.71,23.93,32.64,0
48.11,27.58,23.59,17.62,-27.93,13.71,0.0,26.05,10.21,0.77,2.64,0.98,1.7,12.0,2802.04,1.27,3.14,3.11,8.86,7.09,21.68,16.83,41.21,51.48,0.01,0.0,1.29,2.14,2.82,152.72,114.11,37.6,167.01,20.16,118.32,111.11,58.39,37.45,27673.99,19.12,64.06,130.11,16.31,67.29,32.71,4.72,4.3,0.98,0
-15.95,8.38,81.64,71.67,64.37,62.21,-7.29,123.63,19.68,5.98,4.85,3.14,4.01,40.0,671.04,0.52,0.76,0.93,10.64,5.01,5.38,67.89,34.29,72.9,0.03,0.1,0.76,1.2,1.35,196.51,171.42,59.88,44.33,20.98,509.99,82.69,42.71,69.28,33745.45,9.88,61.47,432.21,23.87,40.92,59.08,25.07,2.64,5.01,0
5.01,11.22,11.75,5.04,15.86,1.93,52.99,8.56,14.0,6.77,13.52,11.4,16.43,688.0,10160.55,1.68,2.43,5.15,6.34,4.39,19.72,18.51,57.61,83.16,0.01,0.0,1.73,2.5,4.13,246.57,146.24,0.19,37.53,39.44,899.15,46.28,66.35,72.71,12130.8,22.55,72.67,189.32,13.72,31.63,68.37,49.35,5.58,21.4,0
-11.35,14.64,12.43,4.35,8.08,-8.08,564.63,-12.34,12.64,3.76,1.8,3.49,9.62,324.0,8545.12,0.93,2.56,1.47,7.34,6.1,6.64,54.93,49.75,59.86,0.02,0.15,0.97,2.5,3.8,60.37,40.28,7.64,171.3,-22.07,694.38,177.16,34.7,36.86,48819.75,21.32,38.96,90.69,23.51,51.47,48.53,16.0,1.64,0.64,0
-5.95,-4.37,11.99,7.48,0.96,5.73,-64.66,0.0,46.74,10.07,6.01,4.85,6.16,361.0,3539.99,0.48,0.61,1.65,2.83,1.11,27.33,13.35,129.03,162.17,0.0,0.0,0.56,0.68,0.89,451.19,342.77,42.04,26.95,55.16,1157.65,36.98,70.87,78.77,9106.67,20.27,121.09,594.73,42.07,66.1,33.9,23.94,2.88,16.92,0
75.57,-0.82,-4.73,11.55,47.89,27.33,564.63,31.95,21.22,2.85,6.54,4.39,7.72,210.0,7304.86,1.54,2.71,3.4,4.89,9.5,14.79,24.68,74.64,38.41,0.01,0.0,1.76,2.83,5.56,184.93,76.34,2.69,55.39,26.62,575.9,65.33,57.96,64.35,14170.65,25.1,121.06,5135.24,17.16,52.85,47.15,16.59,6.87,3.64,0
0.76,28.61,19.83,53.15,55.0,76.95,-37.17,26.78,60.81,3.89,5.03,1.98,4.12,148.0,3612.8,0.51,1.06,1.41,2.18,2.33,21.19,17.22,157.66,156.41,0.0,0.0,0.52,0.8,1.26,234.14,159.24,23.51,107.18,38.61,798.33,67.54,67.4,48.27,15748.1,16.38,107.04,1787.79,38.89,62.78,37.22,10.0,2.55,4.06,0
18.75,0.45,0.68,2.4,4.15,5.21,0.0,36.54,14.66,6.57,2.45,4.38,4.88,320.0,4764.1,0.67,0.74,1.08,6.8,5.79,14.18,25.74,53.69,63.07,0.01,0.0,1.4,1.73,2.32,490.0,349.49,98.84,10.44,31.05,1309.52,67.35,39.02,90.55,20214.94,20.71,39.44,113.5,31.43,52.26,47.74,20.89,1.24,61.99,0
5.43,-10.98,-9.79,-2.69,-1.68,1.53,0.0,52.52,4.7,0.43,0.45,0.47,1.1,16.0,3613.44,1.08,2.55,3.02,9.38,3.95,3.9,81.54,38.91,92.48,0.03,0.11,0.9,1.69,2.06,115.6,90.6,30.03,133.59,8.84,140.64,80.6,65.5,42.81,19706.75,18.41,63.22,162.76,16.74,64.94,35.06,2.58,3.35,0.3,0
-0.11,3.98,10.68,4.02,16.68,-0.01,55.01,18.37,14.51,6.28,12.72,9.64,17.34,810.0,12896.83,1.54,2.76,3.94,9.83,5.14,11.76,31.05,37.12,70.97,0.01,0.31,1.62,2.52,3.38,194.51,140.53,45.88,70.31,29.07,1005.88,68.43,59.82,58.72,45012.25,33.04,123.49,303.19,21.95,49.79,50.21,28.61,4.82,18.05,0
-5.25,29.94,29.28,6.4,-5.47,-0.9,43.79,8.6,43.07,-13.4,-2.14,-3.46,-7.82,-44.0,326.32,0.26,0.58,0.96,3.25,5.7,12.79,28.54,112.14,64.03,0.01,0.0,0.25,0.35,0.4,166.57,147.65,24.5,139.36,28.23,541.09,70.3,70.63,41.78,2994.23,8.21,40.7,295.66,32.72,100.7,-0.7,-40.95,0.99,-1.1,0
-4.27,-38.1,71.61,-16.01,-17.49,-65.79,0.0,16.44,44.0,-37.53,-5.59,-14.68,-18.99,-514.0,1368.93,0.39,0.51,0.73,81.27,4.58,8.47,43.12,4.49,79.74,0.02,0.01,0.57,0.84,0.85,116.0,113.47,11.17,30.6,3.58,489.18,96.67,25.98,76.57,-8269.36,-10.15,-386.5,-2412.95,-23.68,0.0,0.0,0.0,44.87,-9.41,0
27.94,17.4,14.61,31.96,75.14,38.39,39.66,-11.59,39.13,14.11,21.8,18.77,28.89,1450.0,10687.09,1.49,2.05,5.95,5.94,7.06,18.39,19.84,61.49,51.67,0.01,0.0,1.57,1.99,2.98,668.92,488.01,210.76,22.82,65.08,1180.88,28.84,76.52,81.42,17836.21,41.05,2365.36,72527.6,31.36,44.42,55.58,45.0,44.87,41.32,0
5.27,-12.79,32.96,2.03,7.4,-32.79,-23.93,0.0,23.54,28.03,3.95,7.48,8.42,467.0,1565.58,0.24,0.28,0.4,0.0,2.66,10.67,34.22,0.0,137.26,0.01,0.0,0.48,0.62,0.62,325.81,325.81,29.18,11.78,21.47,1150.22,77.15,30.98,89.47,10484.81,13.78,225.68,1921.72,57.68,46.57,53.43,53.76,3.51,13.83,0
-21.38,-7.2,9.99,-5.75,-13.59,-22.16,-165.29,-12.34,19.09,-7.46,3.71,-5.09,-8.11,-282.0,7222.16,0.68,1.13,1.24,13.09,4.39,8.36,43.65,27.89,83.11,0.01,0.11,0.94,1.52,1.72,122.76,107.52,33.76,81.85,7.5,633.04,108.29,40.45,54.99,22127.39,17.47,41.08,119.76,24.85,99.06,0.94,-30.01,1.53,6.78,0
-4.0,20.14,10.81,8.37,8.37,6.73,83.84,0.0,30.04,14.51,7.76,6.94,7.71,449.0,3096.74,0.48,0.53,1.16,3.73,5.03,25.05,14.57,97.73,72.52,0.01,0.0,0.71,0.81,1.04,706.65,552.95,185.29,11.08,50.55,1165.77,45.67,58.88,90.02,12207.19,22.77,90.42,153.98,47.62,53.89,46.11,30.48,1.56,321.68,0
36.71,-6.85,-6.84,-9.27,10.82,-12.01,-71.42,6.46,13.37,-2.49,1.63,-2.53,-3.88,-22.0,1693.96,1.02,2.47,1.9,5.31,8.33,8.71,41.93,68.73,43.84,0.01,0.2,1.16,2.19,3.73,118.34,64.54,22.26,138.5,7.07,117.01,129.67,45.63,41.93,12003.9,13.21,50.58,145.14,12.37,75.67,24.33,-20.16,3.79,0.8,0
9.43,-0.97,-1.3,19.31,11.27,29.22,27.9,-14.48,32.87,11.34,11.18,9.43,12.85,884.0,7794.92,0.83,1.13,2.83,7.03,4.6,18.41,19.82,51.89,79.27,0.01,0.0,0.9,1.18,1.42,301.75,260.43,38.33,40.78,48.9,1449.03,37.81,73.14,71.03,14500.75,22.33,94.62,6334.69,29.22,53.97,46.03,38.81,3.22,58.24,0
43.24,119.29,68.1,22.38,0.96,7.64,-16.38,22.04,3.7,0.87,4.99,2.11,5.67,221.0,23025.46,1.79,4.67,6.59,12.91,9.35,24.99,14.6,28.28,39.02,0.02,0.0,1.97,3.42,4.65,126.28,90.8,3.69,156.62,13.84,784.19,85.95,66.51,38.97,85717.7,19.62,194.81,556.16,8.94,77.46,22.54,9.76,14.85,2.51,0
46.93,-1.06,13.91,15.61,13.86,16.66,240.33,79.76,32.94,12.68,4.06,8.05,14.23,0.0,8924.56,0.64,1.1,1.68,8.38,3.93,17.4,20.97,43.53,92.99,0.01,0.0,0.81,1.02,1.16,338.46,289.23,31.62,73.41,43.97,1707.51,65.2,62.4,57.67,35134.67,26.16,90.39,131.2,44.18,48.38,51.62,28.7,2.04,4.99,0
-1.18,-17.6,-6.52,-1.36,-2.48,28.71,-206.32,99.41,5.93,-2.53,0.25,-1.17,-1.75,-77.0,3114.31,0.46,0.7,0.55,217.91,4.29,0.0,0.0,1.58,85.02,0.01,0.0,1.84,2.73,2.76,284.85,280.85,53.02,52.18,12.41,436.77,123.08,19.12,65.71,72938.99,25.86,144.63,0.0,55.76,93.0,7.0,-4.54,2.34,1.24,0
74.25,34.82,34.05,71.67,101.41,100.82,129.43,46.08,24.72,10.48,16.1,12.41,22.69,2220.0,22588.43,1.18,2.17,2.26,12.32,6.85,11.49,31.77,29.63,53.29,0.02,0.13,1.37,2.49,3.11,174.24,145.1,34.1,61.63,22.69,2333.66,75.56,53.25,61.87,108563.79,25.22,74.35,104.98,27.3,31.9,68.1,38.38,2.84,13.48,0
-25.65,3.76,34.3,-6.63,5.83,-26.73,-52.16,0.0,29.96,4.26,3.54,3.62,5.54,40.0,919.98,0.85,1.26,2.13,217.91,1.9,5.51,66.26,0.68,162.17,0.01,0.0,0.94,1.41,1.42,203.35,202.08,30.06,39.08,26.75,738.46,65.88,52.63,71.9,16803.15,22.79,438.91,1842.77,25.93,79.57,20.43,16.45,17.24,8.5,0
4.92,-3.66,-1.2,10.69,11.41,40.85,564.63,0.0,17.52,11.76,5.42,5.78,10.08,430.0,3490.34,0.49,0.85,0.73,217.91,7.37,14.68,24.86,0.07,49.54,0.04,0.0,0.74,1.52,1.52,107.51,107.51,33.69,71.85,2.51,860.93,110.02,35.98,58.19,19029.54,30.52,52.34,274.49,65.22,65.32,34.68,18.03,0.79,7.82,0
5.46,-61.91,10.7,10.83,1.04,10.9,0.0,22.72,10.14,0.14,0.87,0.24,0.43,0.0,22079.63,1.7,3.02,4.49,13.23,4.87,9.07,40.25,27.58,74.9,0.02,0.11,1.71,2.74,3.46,147.28,115.27,19.29,87.43,19.93,1451.77,71.06,62.09,53.35,13596.6,12.44,300.6,17665.95,7.68,63.36,36.64,1.82,21.59,0.74,0
-1.19,-6.34,11.16,15.38,14.3,21.88,65.38,-40.11,19.04,15.96,7.08,10.54,13.44,1462.0,8727.69,0.66,0.84,1.11,7.49,4.12,10.16,35.93,48.74,88.69,0.01,0.67,1.18,1.63,2.08,235.58,200.63,104.31,28.07,23.93,2210.74,74.83,41.57,78.08,61897.5,20.24,199.25,600.03,32.82,20.67,79.33,48.61,4.95,23.07,0
38.8,-16.7,9.28,-2.51,18.08,-12.76,124.02,15.72,25.35,-23.74,-12.17,-18.11,-37.67,-296.0,1240.37,0.76,1.62,1.55,207.58,4.42,86.45,1.55,1.76,82.56,0.01,0.0,0.95,1.5,1.52,127.28,126.22,26.94,95.37,10.26,163.79,101.87,47.86,51.18,2973.12,7.48,1049.25,3162.38,9.68,184.4,-84.4,-181.31,44.87,-5.34,0
3.3,29.19,-8.87,2.39,4.14,20.39,5.02,4.94,14.04,10.58,7.78,6.81,8.2,1150.0,10810.6,0.64,0.79,1.11,7.95,13.26,13.14,27.78,45.93,27.52,0.02,0.12,1.19,1.54,1.91,419.33,343.31,34.19,20.97,34.45,2795.28,66.25,45.23,82.66,13363.32,11.24,63.85,263.82,17.66,29.17,70.83,59.92,2.89,30.55,0
29.24,119.29,28.92,5.8,6.88,0.42,21.72,-39.57,67.89,13.31,10.66,9.73,10.89,939.0,6865.13,0.73,0.82,3.48,72.96,8.82,47.56,7.67,5.0,41.39,0.03,0.03,0.85,0.93,0.94,972.03,860.06,66.69,11.07,69.26,1738.7,25.55,77.0,90.04,17679.19,27.64,1104.7,0.0,38.87,64.16,35.84,34.24,42.18,410.67,0
9.69,-1.01,-1.11,14.24,25.94,31.48,85.41,21.82,17.83,7.21,11.47,10.45,26.82,876.0,11225.14,1.45,3.72,2.95,26.31,5.72,8.83,41.35,13.87,63.82,0.03,0.04,1.47,2.85,3.19,113.12,101.29,34.38,145.5,6.29,673.34,112.42,54.21,40.73,55634.37,34.84,88.45,144.99,25.65,53.63,46.37,28.13,3.09,8.3,0
8.53,-1.76,-5.79,-1.79,42.28,3.4,263.15,12.2,49.57,5.4,14.5,4.45,14.72,189.0,3506.87,0.82,2.73,1.49,6.78,3.05,18.7,19.52,53.86,119.64,0.01,0.0,0.76,1.85,2.54,76.5,54.83,5.96,179.23,-14.05,299.98,151.46,45.76,35.81,13790.26,29.32,152.03,562.5,35.28,62.49,37.51,15.31,2.15,4.25,0
41.62,-11.16,37.41,14.3,13.16,7.4,47.26,123.63,0.0,13.87,13.46,13.04,14.56,1385.0,9722.07,0.94,1.05,3.69,64.29,10.34,40.71,8.97,5.68,35.3,0.03,0.03,1.13,1.26,1.29,724.8,703.78,66.73,12.19,62.37,1967.44,31.02,72.35,89.13,20908.71,28.6,1470.62,0.0,32.46,51.79,48.21,42.73,42.62,1436.78,0
-1.17,-2.05,7.85,-2.91,-2.37,-8.3,39.04,2.93,25.43,0.34,0.77,0.26,-0.55,-8.0,1925.27,0.78,1.14,2.21,6.35,4.32,8.94,40.81,57.5,84.54,0.01,0.58,0.93,1.2,1.49,324.97,259.63,80.58,46.09,43.55,274.53,54.18,62.91,68.45,31670.74,24.23,98.23,190.41,30.61,70.08,29.92,1.1,2.94,0.67,0
14.58,-1.67,4.75,71.67,101.41,100.82,-9.79,0.0,64.5,18.61,10.75,10.22,13.84,0.0,4491.42,0.55,0.73,3.62,8.88,1.43,8.33,43.81,41.11,162.17,0.0,0.51,0.55,0.65,0.7,538.13,498.86,228.94,32.1,69.06,1238.95,20.05,84.82,75.7,13600.79,32.36,574.61,62016.3,58.89,63.34,36.66,31.6,9.76,62.05,0
3.16,-4.46,-5.25,0.17,8.61,6.07,-2.39,2.93,13.87,4.94,9.67,6.78,16.49,2613.0,36483.08,1.37,3.17,2.71,11.87,6.46,9.16,39.84,30.75,56.51,0.02,0.11,1.47,2.79,3.64,118.32,90.93,13.78,124.04,7.85,3300.61,110.52,50.67,44.63,175124.17,25.71,67.33,144.37,18.74,37.88,62.12,26.36,3.37,7.61,0
-0.77,1.88,-5.73,-12.66,-0.47,-20.06,-35.92,46.71,33.35,9.58,6.42,6.0,7.6,475.0,4954.56,0.63,0.79,1.17,7.15,7.44,25.17,14.5,51.03,49.07,0.01,0.0,1.03,1.35,1.66,559.62,418.39,120.84,18.41,36.35,1246.4,66.0,44.26,84.45,19279.44,20.02,41.63,1363.07,29.81,54.53,45.47,32.15,1.41,10.9,0
