회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출액증가율(IFRS),매출액증가율(IFRS연결),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유형자산증가율(IFRS),유형자산증가율(IFRS연결),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),재고자산증가율(IFRS),재고자산증가율(IFRS연결),비유동자산(*)(IFRS)(천원),비유동자산(*)(IFRS연결)(천원),비유동자산증가율(IFRS연결),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동자산증가율(IFRS연결),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),자기자본증가율(IFRS연결),총자본증가율(IFRS),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),총자본증가율(IFRS연결),당기순이익(총포괄손익)(IFRS)(천원),당기순이익(총포괄손익)(IFRS연결)(천원),순이익증가율(IFRS),순이익증가율(IFRS연결),비유동자산증가율(IFRS),유동자산증가율(IFRS),자기자본증가율(IFRS)
(주)골프존뉴딘홀딩스,121440,Dec-10,184308070,190299946,38.48,0,11380682,13405302,30.22,0,2140369,2764922,190.06,0,45678117,47197267,0,136048580,140978659,0,159744437,162703512,0,84.63,181726697,188175926,0,65773805,68330563,22.56,0,46.48,102.32,89.21
(주)골프존뉴딘홀딩스,121440,Dec-11,209788389,215793737,13.82,13.4,49239742,52306467,332.66,290.19,5109784,5934952,138.73,114.65,124199380,101777105,115.64,249046740,276277197,95.97,348104397,348968757,114.66,105.39,373246120,378054302,100.9,47591974,46609732,-27.64,-31.79,171.9,83.06,117.91
(주)골프존뉴딘홀딩스,121440,Dec-12,276341690,289629366,31.72,34.22,136357274,198231941,176.93,278.98,16416317,17945664,221.27,202.37,244894996,273610703,168.83,267719852,267312187,-3.24,410999847,411636973,17.98,37.34,512614848,540922890,43.08,72099265,73549488,51.49,57.8,97.18,7.5,18.07
(주)골프존뉴딘홀딩스,121440,Dec-13,340005073,365126358,23.04,26.07,136081977,222285916,-0.2,12.13,31018699,32288277,88.95,79.92,274066160,357612056,30.7,315880696,280228001,4.83,427556455,424543916,3.14,15.09,589946855,637840057,17.92,4493226,2803470,-93.77,-96.19,11.91,17.99,4.03
(주)골프존뉴딘홀딩스,121440,Dec-14,387066126,429589619,13.84,17.66,178117980,454297223,30.89,104.38,29629196,30575929,-4.48,-5.3,411649231,585292642,63.67,174950116,176744598,-36.93,473636026,486385956,14.57,-0.57,586599347,762037240,19.47,63571492,79234486,1314.83,2726.3,50.2,-44.62,10.78
(주)골프존뉴딘홀딩스,121440,Dec-15,29389093,164536448,-92.41,-61.7,98347480,401308099,-44.79,-11.66,0,23999862,0,-21.51,539990489,670172970,14.5,45672526,97152205,-45.03,551703320,551360423,12.7,-0.16,585663015,767325175,0.69,890006593,871077577,1300.01,999.37,31.18,-73.89,16.48
(주)골프존뉴딘홀딩스,121440,Dec-16,27652102,243275475,-5.91,47.86,98552925,398579767,0.21,-0.68,0,33842758,0,41.01,498844638,658458580,-1.75,63048320,102314350,5.31,506841449,528087415,-3.8,-4.06,561892958,760772930,-0.85,-20255655,4025422,0,-99.54,-7.62,38.04,-8.13
(주)골프존뉴딘홀딩스,121440,Dec-17,23499543,213756902,-15.02,-12.13,92900686,394254656,-5.74,-1.09,0,40345794,0,19.22,489283419,639152929,-2.93,46961353,117348020,14.69,480074463,500912642,-5.02,-4.56,536244772,756500949,-0.56,-21778628,-21585123,0,-636.22,-1.92,-25.52,-5.28
(주)골프존뉴딘홀딩스,121440,Dec-18,16100354,223036801,-31.49,4.34,83633825,380012689,-9.98,-3.61,0,51388491,0,27.37,503941305,674774424,5.57,59445798,99968915,-14.81,484480922,485969871,-3.25,5.06,563387103,774743339,2.41,-7653686,-7123611,0,0,3,26.58,0.92
(주)골프존뉴딘홀딩스,121440,Dec-19,26897482,228935651,67.06,2.64,70002997,360513819,-16.3,-5.13,0,48390470,0,-5.83,506829775,650668195,-3.57,30696570,125716505,25.76,450069457,447197508,-7.41,-4.59,537526345,776384700,0.21,-30341791,-32151709,0,0,0.57,-48.36,-7.1
(주)골프존뉴딘홀딩스,121440,Dec-20,57481004,292025578,113.7,27.56,67580453,75949563,-3.46,-78.93,147854,46649904,0,-3.6,519860412,638808242,-1.82,42268511,156960728,24.85,468244376,469481392,4.52,4.58,562128924,795768970,2.5,27193646,28175043,0,0,2.57,37.7,4.04
(주)공구우먼,366030,Dec-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)공구우먼,366030,Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)공구우먼,366030,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)공구우먼,366030,Dec-20,32683411,,0,,11069330,,0,,1548736,,0,,11977348,,,12002919,,,21254528,,,0,23980267,,,4345851,,0,,0,0,0
(주)광림,14200,Dec-10,93434519,,27.73,,23729556,,43.64,,35583554,,37.26,,39104399,,,71241513,,,55002116,,,39.03,110345912,,,2168624,,0,,25.87,47.5,22.97
(주)광림,14200,Dec-11,106495363,,13.98,,23759906,,0.13,,25192191,,-29.2,,36909934,,,49443117,,,56677106,,,-21.74,86353051,,,2583332,,19.12,,-5.61,-30.6,3.05
(주)광림,14200,Dec-12,85322569,,-19.88,,23876350,,0.49,,27920478,,10.83,,36232746,,,53533329,,,63502275,,,3.95,89766075,,,586385,,-77.3,,-1.83,8.27,12.04
(주)광림,14200,Dec-13,103442134,,21.24,,23947251,,0.3,,20425937,,-26.84,,35098328,,,66494275,,,64796802,,,13.17,101592603,,,1630750,,178.1,,-3.13,24.21,2.04
(주)광림,14200,Dec-14,92553612,231446314,-10.53,0,23724344,56739580,-0.93,0,23384110,76887713,14.48,0,66404129,94924671,0,53880127,149961809,0,66259380,128970849,0,18.4,120284256,244886480,0,1137559,712822,-30.24,0,89.19,-18.97,2.26
(주)광림,14200,Dec-15,237222890,,156.31,,24452723,,3.07,,21555582,,-7.82,,88715287,,,57623469,,,80899308,,,21.66,146338755,,,9636805,,710.82,,33.6,6.95,22.09
(주)광림,14200,Dec-16,87302967,87302967,-63.2,0,25674614,70932936,5,0,21419610,26522759,-0.63,0,100570562,141483272,0,51509785,88113464,0,90221084,113505965,0,3.92,152080347,229596737,0,437352,-1896521,-95.26,0,13.36,-10.61,11.52
(주)광림,14200,Dec-17,99421336,135191558,13.88,54.85,26240529,58197036,2.2,-17.95,16099250,21761125,-24.84,-17.95,113830343,129882514,-8.2,255751980,78175789,-11.28,176556237,107690687,-5.23,143.02,369582323,208058303,-9.38,86196134,-14882279,19608.62,0,13.18,396.51,95.69
(주)광림,14200,Dec-18,75493055,136595300,-24.07,1.04,24128152,59154003,-8.05,1.64,19113946,25240021,18.73,15.99,90949286,112487224,-13.39,145430179,75325405,-3.65,120931215,90075229,-17.97,-36.04,236379465,187812629,-9.73,-58294056,-22652775,0,0,-20.1,-43.14,-31.51
(주)광림,14200,Dec-19,93241157,145864184,23.51,6.79,23627901,60314708,-2.07,1.96,19396901,27735699,1.48,9.89,111000509,137941785,22.63,82568345,114526470,52.04,60749234,90772137,1.97,-18.11,193568854,252468254,34.43,-68290742,-6080316,0,0,22.05,-43.22,-49.77
(주)광림,14200,Dec-20,104253227,161220310,11.81,10.53,26644818,63699119,12.77,5.61,13458602,22327420,-30.61,-19.5,180235589,117243479,-15.01,54597742,94879910,-17.15,148097628,81613304,-13.58,21.32,234833331,212123388,-15.98,-10061099,-22832647,0,0,62.37,-33.88,143.79
(주)광무,29480,Dec-10,80284671,81747132,-3.6,0,3814185,4328975,10.91,0,14719433,14719433,32.42,0,57067012,43905740,0,61043103,62139409,0,61613923,48998701,0,14.76,118110114,106045148,0,-1612170,-15007128,0,0,210.13,-27.78,20.61
(주)광무,29480,Dec-11,50359203,51755052,-37.27,0,17456144,18150942,357.66,0,11126987,11126987,-24.41,0,49926982,38368387,0,35909129,37578091,0,49296267,37831616,0,-27.33,85836111,75946478,0,-51537196,-49749684,0,0,-12.51,-41.17,-19.99
(주)광무,29480,Dec-12,40406860,41178683,-19.76,0,12347204,12485607,-29.27,0,5521700,7606817,-50.38,0,43896724,32009671,0,16266767,23778931,0,36518143,29507217,0,-29.91,60163490,55788602,0,-15113066,-10689029,0,0,-12.08,-54.7,-25.92
(주)광무,29480,Dec-13,10105219,20534276,-74.99,-50.13,10935118,11030800,-11.44,-11.65,249281,5105102,-95.49,-32.89,21864842,21070560,-34.17,7025489,14314055,-39.8,11346800,8786699,-70.22,-51.98,28890332,35384615,-36.57,-33154332,-28721377,0,0,-50.19,-56.81,-68.93
(주)광무,29480,Dec-14,38409667,,280.1,,8657715,,-20.83,,230597,,-7.5,,18386902,,,9475626,,,8505450,,,-3.56,27862528,,,-859721,,0,,-15.91,34.87,-25.04
(주)광무,29480,Dec-15,17648493,,-54.05,,8108941,,-6.34,,476695,,106.72,,15846707,,,5286509,,,7744452,,,-24.15,21133216,,,-2727754,,0,,-13.82,-44.21,-8.95
(주)광무,29480,Dec-16,26429957,,49.76,,8053509,,-0.68,,714172,,49.82,,17195809,,,11893960,,,8053231,,,37.65,29089768,,,95615,,0,,8.51,124.99,3.99
(주)광무,29480,Dec-17,21540953,,-18.5,,7752645,,-3.74,,188668,,-73.58,,14000561,,,14949942,,,13552175,,,-0.48,28950503,,,-3352682,,0,,-18.58,25.69,68.28
(주)광무,29480,Dec-18,20707286,23074941,-3.87,0,7903725,8423811,1.95,0,286303,571473,51.75,0,13434790,11130278,0,12582516,17301470,0,9695091,10729216,0,-10.13,26017306,28431748,0,-4875184,-4963400,0,0,-4.04,-15.84,-28.46
(주)광무,29480,Dec-19,25244176,36483979,21.91,58.11,2004796,3934491,-74.63,-53.29,482591,505706,68.56,-11.51,23923134,23832076,114.12,33233586,39307761,127.19,22202195,22844122,131.12,119.69,57156720,63139837,122.08,-6275093,-6151118,0,0,78.07,164.13,129
(주)광무,29480,Dec-20,25006895,25175823,-0.94,-30.99,1437194,2075329,-28.31,-47.25,174603,177237,-63.82,-64.95,17415376,23273443,-2.34,19658112,15351708,-60.94,24203641,24221981,9.01,-35.14,37073488,38625151,-38.83,-19141822,-19194429,0,0,-27.2,-40.85,9.01
(주)구영테크,53270,Dec-10,60777103,150546089,20.66,37.74,29474962,83289761,19.37,24.19,4525894,14859680,29.3,37.68,52647440,89311566,22.62,34873110,53391710,13.38,26722489,36479261,74.51,10.45,87520550,142703275,18.99,3918238,2364919,582.18,311.74,12.5,7.49,31.13
(주)구영테크,53270,Dec-11,62527619,147832315,2.88,-1.8,26073978,79063199,-11.54,-5.07,5432585,15288601,20.03,2.89,54119262,90628961,1.48,40821654,58842369,10.21,27962532,36633264,0.85,8.48,94940916,149471330,4.74,985788,-500099,-74.84,0,2.8,17.06,4.64
(주)구영테크,53270,Dec-12,65451015,155788988,4.68,5.38,31959958,83304389,22.57,5.36,7326274,18805001,34.86,23,60475654,94816651,4.62,48964877,66346373,12.75,29302171,36686891,0.09,15.27,109440531,161163024,7.82,1250176,1611951,26.82,0,11.75,19.95,4.79
(주)구영테크,53270,Dec-13,76282590,172747316,16.55,10.89,32040532,82458455,0.25,-1.02,7502946,17835115,2.41,-5.16,61157445,95535959,0.76,36391962,53694228,-19.07,30762180,39023837,6.36,-10.87,97549406,149230187,-7.4,1137402,2126039,-9.02,31.89,1.13,-25.68,4.98
(주)구영테크,53270,Dec-14,77799749,170528694,1.99,-1.28,31369668,85581135,-2.09,3.79,7997698,21780928,6.59,22.12,60917573,98741647,3.36,40628726,57115595,6.37,42200180,52212920,34.25,4.1,101546298,155857242,4.44,1326679,2123259,16.64,-0.13,-0.39,11.64,37.18
(주)구영테크,53270,Dec-15,87109177,172083049,11.97,0.91,33224421,90370617,5.91,5.6,6701810,19812030,-16.2,-9.04,61705544,102494047,3.8,41055597,58836903,3.01,44066560,56401223,8.11,1.2,102761141,161330950,3.51,3196300,4126091,140.92,94.33,1.29,1.05,4.42
(주)구영테크,53270,Dec-16,75320433,148301597,-13.53,-13.82,37856179,97159369,13.94,7.51,7727200,19802569,15.3,-0.05,69460961,112608599,9.87,39434041,54139890,-7.98,46429602,57780291,2.6,5.97,108895002,166748490,3.36,3920237,2602696,22.65,-36.92,12.57,-3.95,5.36
(주)구영테크,53270,Dec-17,74298129,149833357,-1.36,1.03,56419110,108247080,49.04,11.41,8041927,20106730,4.07,1.54,87506933,122869363,9.11,52077454,64140319,18.47,47102417,55811041,-3.28,28.18,139584386,187009683,12.15,1239184,1462116,-68.39,-43.82,25.98,32.06,1.45
(주)구영테크,53270,Dec-18,81928926,195238339,10.27,30.3,71615647,131119419,26.94,21.13,10320023,31595113,28.33,57.14,103334345,141828672,15.43,43158029,60744298,-5.29,57861349,68827896,23.7,4.95,146492374,202572970,8.32,3912117,5934229,215.7,305.87,18.09,-17.13,22.84
(주)구영테크,53270,Dec-19,93132845,230853336,13.68,18.24,71525354,123266501,-0.13,-5.99,9542656,34405094,-7.53,8.89,103515092,136404800,-3.82,37519675,70165074,15.51,58668784,71704257,5.42,-3.73,141034767,206569873,1.97,1558141,3353401,-60.17,-43.49,0.17,-13.06,1.4
(주)구영테크,53270,Dec-20,84841189,196660508,-8.9,-14.81,74317147,131927430,3.9,7.03,10340767,25480168,8.36,-25.94,103781745,139684566,2.4,47351046,72082754,2.73,58729775,69507562,-3.06,7.16,151132791,211767320,2.52,901721,727487,-42.13,-78.31,0.26,26.2,0.1
(주)국보디자인,66620,Dec-10,103169415,117346477,5.62,4.89,1383144,1401017,7.6,7.39,252608,252608,1039.31,1039.31,23959876,23828339,12.13,50440119,54786321,32.96,42593318,43011116,10.67,28.69,74399995,78614659,25.87,3986309,5511506,-21.42,8.65,14.81,36.53,9.61
(주)국보디자인,66620,Dec-11,123203000,130689686,19.42,11.37,1453461,1463106,5.08,4.43,0,0,0,0,22002380,20745697,-12.94,57200948,59455203,8.52,48472432,48143562,11.93,6.46,79203327,80200900,2.02,6607794,6055732,65.76,9.87,-8.17,13.4,13.8
(주)국보디자인,66620,Dec-12,118458574,119402993,-3.85,-8.64,2230621,2235492,53.47,52.79,0,0,0,0,20085141,18536067,-10.65,72788158,74341481,25.04,58283419,57564527,19.57,17.26,92873298,92877548,15.81,8631842,8281324,30.63,36.75,-8.71,27.25,20.24
(주)국보디자인,66620,Dec-13,153216189,163518536,29.34,36.95,2190348,2192604,-1.81,-1.92,0,0,0,0,26730700,25030478,35.04,95233392,102871707,38.38,64945696,65598063,13.96,31.32,121964092,127902185,37.71,9417821,10935895,9.11,32.05,33.09,30.84,11.43
(주)국보디자인,66620,Dec-14,158268803,176373907,3.3,7.86,2596263,2596797,18.53,18.43,0,0,0,0,26467146,25048629,0.07,99218627,106963249,3.98,70452085,74350888,13.34,3.05,125685773,132011877,3.21,7901285,10942079,-16.1,0.06,-0.99,4.18,8.48
(주)국보디자인,66620,Dec-15,157657615,192608497,-0.39,9.2,6908270,6944107,166.09,167.41,0,0,0,0,32334353,33996540,35.72,96703601,107093318,0.12,75467148,83307386,12.05,2.67,129037954,141089858,6.88,6947669,10768050,-12.07,-1.59,22.17,-2.53,7.12
(주)국보디자인,66620,Dec-16,191620729,201410031,21.54,4.57,7420242,7447948,7.41,7.26,0,0,0,0,32244108,29467391,-13.32,118586463,128985094,20.44,80282408,86928845,4.35,16.89,150830570,158452485,12.31,11905078,10738135,71.35,-0.28,-0.28,22.63,6.38
(주)국보디자인,66620,Dec-17,262522024,270658405,37,34.38,7245407,7534909,-2.36,1.17,0,0,0,0,30768469,28753213,-2.42,127549210,135628503,5.15,94380512,99283826,14.21,4.96,158317679,164381715,3.74,14149734,13340935,18.85,24.24,-4.58,7.56,17.56
(주)국보디자인,66620,Dec-18,231093439,254259835,-11.97,-6.06,7072221,7133198,-2.39,-5.33,0,0,0,0,33879777,32690663,13.69,127871195,142346121,4.95,103598968,108600438,9.38,2.17,161750972,175036784,6.48,14098992,13872876,-0.36,3.99,10.11,0.25,9.77
(주)국보디자인,66620,Dec-19,237054909,269005976,2.58,5.8,8367291,8402801,18.31,17.8,0,0,0,0,27805919,27696389,-15.28,169956490,194818591,36.86,112076012,123363884,13.59,22.26,197762410,222514980,27.12,9509021,15942956,-32.56,14.92,-17.93,32.91,8.18
(주)국보디자인,66620,Dec-20,253810694,288138989,7.07,7.11,8049402,8335229,-3.8,-0.8,0,0,0,0,161839809,164481665,493.87,86859622,104746555,-46.23,152420922,166024203,34.58,25.76,248699431,269228220,20.99,16487759,20099538,73.39,26.07,482.03,-48.89,36
(주)국순당,43650,Dec-10,103748078,116933694,89.21,56.37,76723253,86062054,86.21,79.41,14503238,16428520,102.01,25.04,103331285,105849006,44.81,91351724,95013980,13.48,172746140,177068826,20.01,26.52,194683009,200862986,28.08,16007518,15276541,102.23,93,22.57,31.3,20.09
(주)국순당,43650,Dec-11,124279594,127686247,19.79,0,77006392,84687109,0.37,0,15071855,16285781,3.92,0,116269242,116729398,0,77580053,82405755,0,174045265,178114387,0,-0.43,193849294,199135153,0,5640710,5188600,-64.76,0,12.52,-15.08,0.75
(주)국순당,43650,Dec-12,115146725,118697826,-7.35,0,74415222,82475314,-3.36,0,14906288,16139074,-1.1,0,122201827,122329029,0,81287902,87400525,0,186305726,191625826,0,4.97,203489729,209729554,0,5122888,6469536,-9.18,0,5.1,4.78,7.04
(주)국순당,43650,Dec-13,96140591,99173525,-16.51,-16.45,71314218,79653462,-4.17,-3.42,13577007,16182543,-8.92,0.27,118794745,117569597,-3.89,84404848,100545624,15.04,185985822,194567775,1.42,-0.14,203199593,218115221,4,2346882,5435266,-54.19,-15.99,-2.79,3.83,-0.17
(주)국순당,43650,Dec-14,89173752,91863604,-7.25,-7.37,63633133,72019399,-10.77,-9.58,11886783,15332903,-12.45,-5.25,119514589,118188258,0.53,86268346,99291581,-1.25,186838479,196810690,1.25,1.27,205782935,217479839,-0.29,1997559,3298522,-14.88,-39.31,0.61,2.21,0.46
(주)국순당,43650,Dec-15,74955341,77443124,-15.94,-15.7,60756894,69161477,-4.52,-3.97,11788376,14869710,-0.83,-3.02,120622957,119366781,1,82905503,97221146,-2.09,186118215,198167277,0.58,-1.1,203528460,216587928,-0.41,-4854598,-3711327,0,0,0.93,-3.9,-0.39
(주)국순당,43650,Dec-16,68425801,69701266,-8.71,-10,56088957,64894851,-7.68,-6.17,10940127,14890028,-7.2,0.14,128171323,127743830,7.02,71906088,85261001,-12.3,183188543,194018641,-1.92,-1.7,200077411,213004831,-1.65,-2212642,-2650042,0,0,6.26,-13.27,-1.57
(주)국순당,43650,Dec-17,60087461,62761236,-12.19,-9.96,49398687,58039640,-11.93,-10.56,10134104,14274110,-7.37,-4.14,133287777,155547847,21.77,75544356,86651908,1.63,191745752,221539252,14.67,4.38,208832133,242199755,13.71,9847390,9931130,0,0,3.99,5.06,4.67
(주)국순당,43650,Dec-18,52679104,61496072,-12.33,-2.02,58144452,66740222,17.7,14.99,10860632,14888891,7.17,4.31,158288193,165712775,6.53,62941465,72906719,-15.86,203499644,215679919,-2.41,5.94,221229658,238619493,-1.48,15171022,-2705736,54.06,-127.24,18.76,-16.68,6.13
(주)국순당,43650,Dec-19,48045002,102095769,-8.8,66.02,45386881,78685882,-21.94,17.9,10459069,16017909,-3.7,7.58,149075528,173649732,4.79,60930981,78834555,8.13,196923842,204958649,-5.54,-5.07,210006510,252484287,5.81,571892,-5093416,-96.23,0,-5.82,-3.19,-3.23
(주)국순당,43650,Dec-20,50345658,52947425,4.79,-48.14,43432905,51422138,-4.31,-34.65,9526760,12081108,-8.91,-24.58,167942639,171600932,-1.18,58069595,73281925,-7.04,210249290,222502376,10.17,7.62,226012235,244882856,-3.01,15417535,18700663,2595.88,0,12.66,-4.7,6.77
(주)국영지앤엠,6050,Dec-10,41942761,,-8.08,,16083830,,2.58,,1941538,,-8.25,,23743966,,,22944450,,,34971030,,,25.14,46688416,,,7933714,,3725.26,,31.81,18.92,31.09
(주)국영지앤엠,6050,Dec-11,42569848,,1.5,,31308145,,94.66,,1498155,,-22.84,,35770451,,,25252313,,,32733005,,,30.7,61022765,,,-1752706,,0,,50.65,10.06,-6.4
(주)국영지앤엠,6050,Dec-12,43781593,,2.85,,32061920,,2.41,,1588558,,6.03,,39048186,,,21149484,,,45960267,,,-1.35,60197670,,,4832440,,0,,9.16,-16.25,40.41
(주)국영지앤엠,6050,Dec-13,55789778,,27.43,,31747733,,-0.98,,1582228,,-0.4,,38048794,,,25059260,,,46345349,,,4.83,63108054,,,953338,,-80.27,,-2.56,18.49,0.84
(주)국영지앤엠,6050,Dec-14,51491847,,-7.7,,32414094,,2.1,,1796351,,13.53,,36379927,,,22615829,,,47240880,,,-6.52,58995756,,,395531,,-58.51,,-4.39,-9.75,1.93
(주)국영지앤엠,6050,Dec-15,40107647,,-22.11,,31600586,,-2.51,,1330780,,-25.92,,35794988,,,27918404,,,48972537,,,8,63713392,,,-533926,,0,,-1.61,23.45,3.67
(주)국영지앤엠,6050,Dec-16,51456556,,28.3,,31778265,,0.56,,4059203,,205.02,,36095383,,,29575531,,,50558041,,,3.07,65670915,,,385503,,0,,0.84,5.94,3.24
(주)국영지앤엠,6050,Dec-17,62861661,,22.16,,31770240,,-0.03,,3195981,,-21.27,,36105608,,,29995395,,,52611544,,,0.65,66101002,,,1431624,,271.36,,0.03,1.42,4.06
(주)국영지앤엠,6050,Dec-18,56301480,,-10.44,,30512052,,-3.96,,2641685,,-17.34,,35196503,,,25138635,,,51748308,,,-8.72,60335138,,,-354808,,0,,-2.52,-16.19,-1.64
(주)국영지앤엠,6050,Dec-19,73013468,,29.68,,31059486,,1.79,,2586636,,-2.08,,36588978,,,32068324,,,52826451,,,13.79,68657302,,,1089819,,0,,3.96,27.57,2.08
(주)국영지앤엠,6050,Dec-20,64386056,,-11.82,,31106212,,0.15,,1726373,,-33.26,,37670771,,,32356989,,,51012563,,,2,70027760,,,-1305459,,0,,2.96,0.9,-3.43
(주)국전약품,307750,Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)국전약품,307750,Dec-20,80623076,,0,,14137283,,0,,12042868,,0,,18798142,,,39004298,,,32230044,,,0,57802440,,,-3316511,,0,,0,0,0
(주)그래디언트,35080,Dec-10,8652903,448995193,-13.45,38.14,919362,33761270,-95.23,29.96,0,33275734,0,60.47,129608541,109359097,4.67,239849405,429633574,3.64,364537559,364058861,-6.75,-5.61,369457946,538992671,3.85,4161906,-6249758,-98.49,0,13.94,-13.62,-4.11
(주)그래디언트,35080,Dec-11,9501248,428571939,9.8,-4.55,1053189,43073285,14.56,27.58,0,40547172,0,21.85,497715992,499319421,356.59,24034151,278334197,-35.22,334573662,328872047,-9.82,41.22,521750143,777653618,44.28,-4906079,-9515773,0,0,284.01,-89.98,-8.22
(주)그래디언트,35080,Dec-12,11150621,454225001,17.36,5.99,544723,51883877,-48.28,20.45,0,34742521,0,-14.32,467872218,499499448,0.04,14309378,240486033,-13.6,411656935,396658401,20.92,-7.58,482181596,739985481,-4.84,15794035,12496562,0,0,-6,-40.46,23.04
(주)그래디언트,35080,Dec-13,7939840,2930521926,-28.79,545.17,331316,59554095,-39.18,14.78,0,68307862,0,96.61,471549618,619416334,24.01,1714561,979087606,307.13,402332194,751939530,2.11,-1.85,473264178,1598503940,116.02,-9664900,7621759,0,-39.01,0.79,-88.02,-2.27
(주)그래디언트,35080,Dec-14,7753595,3135027346,-2.35,6.98,452405,58029509,36.55,-2.56,0,80245551,0,17.48,452118299,777479596,25.52,3742011,1142871354,16.73,420045194,900343355,11.42,-3.68,455860309,1920350951,20.13,625806,8367998,0,9.79,-4.12,118.25,4.4
(주)그래디언트,35080,Dec-15,12870821,3536848758,66,12.82,381565,56944366,-15.66,-1.87,0,138382962,0,72.45,474843377,768863353,-1.11,949479,1337838696,17.06,431479123,903808796,1.91,4.37,475792856,2106702049,9.7,13112622,12781247,1995.32,52.74,5.03,-74.63,2.72
(주)그래디언트,35080,Dec-16,16516754,3845761388,28.33,8.73,340527,57343683,-10.76,0.7,0,117903146,0,-14.8,404188195,657936103,-14.43,395047,1415600914,5.81,389295611,840330799,-14.03,-14.97,404583242,2073537018,-1.57,-40598919,-61064058,0,-577.76,-14.88,-58.39,-9.78
(주)그래디언트,35080,Dec-17,12485184,3541486629,-24.41,-7.91,396437,58978788,16.42,2.85,0,137969792,0,17.02,340821440,574654791,-12.66,3201309,1229878565,-13.12,328719925,742316982,-18.31,-14.97,344022749,1804533355,-12.97,-54754214,-71594447,0,0,-15.68,710.36,-15.56
