회사명,거래소코드,회계년도,감사의견코드(IFRS),감사의견(IFRS),기수(IFRS),소속코드,업종코드,회계년월,산업명,산업코드,산업명.1,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),year,month
(주)트레이스,52290,2012/12,UQ,,18.0,4,1,2017/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/05/31,20181011.0,88.46,53.69,0.95,-6.46,138.17,339.5,44.68,0.29,-1.78,7.46,120.25,49.51,26.11,2.19,-18.11,1.48,0.97,-8.06,-18.3,2.21,0.45,1.01,0.94,2.79,5.02,7.64,47.77,130.89,72.65,0.01,5.79,44.26,28.4,15.5,0.0,-320.0,8.1,51.54,11.09,117.94,10.41,1609.55,,35.21,41.99,0.42,1.6,0.84,1.21,,,,,,3363.48,,,,4.34,17.07,46.39,10.96,145.37,-45.37,2012,12
(주)트레이스,52290,2013/12,UQ,,19.0,4,1,2017/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/05/31,20181011.0,89.54,41.96,4.18,-5.79,191.91,249.61,57.52,-1.51,-3.45,8.19,147.36,49.52,7.59,-8.77,-23.02,-5.85,-6.3,-16.55,-43.35,-16.51,0.72,1.88,1.42,3.15,8.32,10.07,36.23,115.91,43.88,0.01,0.72,78.86,-3.08,-20.92,0.0,-644.0,1.2,-3.09,-3.06,31.07,0.0,2693.99,,-236.16,34.26,0.68,2.74,1.45,2.69,,,,,,-902.59,,,,-1.2,-4.7,-12.95,-1.65,0.0,0.0,2013,12
(주)트레이스,52290,2014/12,UQ,,20.0,4,1,2017/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/05/31,20181011.0,79.67,48.15,5.4,-10.35,197.79,181.52,49.72,-4.05,-4.19,9.49,177.0,40.56,-25.41,-49.65,-60.83,-20.36,-20.58,-25.22,-74.35,-60.69,0.41,1.22,0.75,1.96,6.12,4.86,75.16,185.9,59.69,0.01,0.31,-42.51,2.57,0.54,0.0,-673.0,-2.81,20.76,-15.98,-37.45,0.0,1163.35,,-577.57,33.58,0.42,1.59,0.92,1.74,,,,,,-5578.64,,,,-7.24,-28.48,-72.07,-17.69,0.0,0.0,2014,12
(주)트레이스,52290,2015/12,UQ,,21.0,4,1,2017/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/05/31,20181011.0,83.08,48.07,5.48,-7.67,114.38,165.01,37.86,-4.88,-6.43,5.6,133.63,37.67,-8.5,-24.68,-38.74,-12.06,-12.08,-18.97,-47.83,-30.47,0.49,1.23,0.81,3.07,7.54,4.42,82.62,119.02,48.41,0.01,0.16,11.82,-13.0,20.85,0.0,-399.0,-15.57,-8.76,-19.21,-13.96,0.0,912.08,,-225.1,46.65,0.56,1.95,1.25,2.11,,,,,,-3947.19,,,,-5.89,-23.92,-74.32,-11.19,0.0,0.0,2015,12
(주)트레이스,52290,2016/12,UQ,,22.0,4,1,2017/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/05/31,20181011.0,109.38,92.13,2.93,3.86,72.18,170.37,37.3,-0.72,-3.96,5.39,94.75,44.97,25.24,-6.54,-44.77,-1.43,-1.45,-9.94,-19.0,-2.77,0.22,0.42,0.38,1.92,2.15,3.82,95.66,189.78,170.14,0.0,3.95,-58.37,-2.61,21.25,0.0,-160.0,-20.91,-14.02,16.26,-56.48,0.0,339.15,,-22.16,58.08,0.26,0.99,0.54,0.75,,,,,,650.25,,,,1.0,5.03,18.19,4.43,374.18,-274.18,2016,12
(주)트레이스,52290,2017/12,DS,,23.0,4,1,2017/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/05/31,20181011.0,55.82,47.94,20.23,-23.43,115.2,62.76,47.99,-9.14,-22.53,7.48,151.5,29.6,-97.92,-409.45,-1045.59,-28.08,-28.11,-71.78,-133.08,-52.11,0.07,0.13,0.11,1.13,0.54,6.97,52.38,321.76,680.43,0.0,0.0,-76.28,-44.56,-55.64,0.0,-764.0,-39.07,-29.08,-63.51,-67.35,0.0,75.46,,-308.97,46.47,0.08,0.33,0.17,0.21,,,,,,-24777.41,,,,-68.47,-316.54,-1764.08,-711.43,0.0,0.0,2017,12
(주)티브로드도봉강북방송,35210,2011/12,UQ,,18.0,4,1,2011/12,    텔레비전 방송업,106002,    텔레비전 방송업,    텔레비전 방송업,1999/08/27,20121101.0,85.5,85.5,17.49,-1.92,83.86,660.16,32.42,6.22,8.36,6.93,163.01,11.34,0.0,17.67,13.37,16.03,15.43,11.67,23.08,30.13,0.87,1.71,1.04,0.0,12.05,73.36,4.98,0.0,30.3,0.04,0.0,-0.89,-10.45,10.67,-1.42,737.0,-4.74,-1.05,-48.63,0.0,-9.59,5607.1,,990.79,54.39,1.81,1.9,5.53,5.53,,,,,,21579.78,,,,16.63,38.86,0.0,18.0,0.0,0.0,2011,12
(주)티브로드한빛방송,43890,2011/12,UQ,,15.0,4,1,2011/12,    텔레비전 방송업,106002,    텔레비전 방송업,    텔레비전 방송업,2000/08/10,20121101.0,310.94,310.94,26.66,29.72,26.04,394.53,6.59,85.76,999999999.0,4.9,70.82,43.81,0.0,25.04,19.58,27.77,26.09,20.4,26.44,33.27,1.04,1.33,1.73,0.0,12.93,59.48,6.14,0.0,28.24,0.05,0.0,5.98,23.8,28.16,34.84,0.0,-0.11,6.06,57.59,0.0,39.24,25115.18,,6287.8,79.34,1.83,2.62,2.63,2.63,,,,,,138569.29,,,,37.02,109.59,0.0,39.31,2.98,97.02,2011,12
(주)티씨엠생명과학,228180,2015/12,,,,4,1,2019/12,    자연과학 및 공학 연구개발업,137001,    자연과학 및 공학 연구개발업,    자연과학 및 공학 연구개발업,2015/10/22,20200807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)티씨엠생명과학,228180,2016/12,,,,4,1,2019/12,    자연과학 및 공학 연구개발업,137001,    자연과학 및 공학 연구개발업,    자연과학 및 공학 연구개발업,2015/10/22,20200807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
(주)티씨엠생명과학,228180,2017/12,,,,4,1,2019/12,    자연과학 및 공학 연구개발업,137001,    자연과학 및 공학 연구개발업,    자연과학 및 공학 연구개발업,2015/10/22,20200807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
(주)티씨엠생명과학,228180,2018/12,,,,4,1,2019/12,    자연과학 및 공학 연구개발업,137001,    자연과학 및 공학 연구개발업,    자연과학 및 공학 연구개발업,2015/10/22,20200807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,12
(주)티씨엠생명과학,228180,2019/12,,,,4,1,2019/12,    자연과학 및 공학 연구개발업,137001,    자연과학 및 공학 연구개발업,    자연과학 및 공학 연구개발업,2015/10/22,20200807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,12
(주)티에스엠텍,66350,2011/12,,,,4,1,2014/12,    특수 목적용 기계 제조업,32902,    특수 목적용 기계 제조업,    특수 목적용 기계 제조업,2003/01/21,20150520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)티에스엠텍,66350,2012/12,,,,4,1,2014/12,    특수 목적용 기계 제조업,32902,    특수 목적용 기계 제조업,    특수 목적용 기계 제조업,2003/01/21,20150520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)티에스엠텍,66350,2013/12,,,,4,1,2014/12,    특수 목적용 기계 제조업,32902,    특수 목적용 기계 제조업,    특수 목적용 기계 제조업,2003/01/21,20150520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)티에스엠텍,66350,2014/12,,,,4,1,2014/12,    특수 목적용 기계 제조업,32902,    특수 목적용 기계 제조업,    특수 목적용 기계 제조업,2003/01/21,20150520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
(주)티에스트릴리온,284610,2017/12,,,,4,1,2019/12,    기타 화학제품 제조업,32004,    기타 화학제품 제조업,    기타 화학제품 제조업,2017/12/22,20201230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
(주)티에스트릴리온,284610,2018/12,UQ,,12.0,4,1,2019/12,    기타 화학제품 제조업,32004,    기타 화학제품 제조업,    기타 화학제품 제조업,2017/12/22,20201230.0,133.48,104.57,7.32,9.82,187.04,264.64,52.61,32.24,46.86,0.71,174.67,39.15,64.35,4.62,3.49,12.08,11.96,9.05,25.98,34.33,2.59,7.44,4.26,30.56,20.21,42.22,8.64,11.95,18.06,0.05,0.12,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,1968.28,,90.85,34.84,3.78,4.39,6.62,8.45,,,,,,4952.64,,,,17.31,30.36,0.0,6.68,30.13,69.87,2018,12
(주)티에스트릴리온,284610,2019/12,UQ,,13.0,4,1,2019/12,    기타 화학제품 제조업,32004,    기타 화학제품 제조업,    기타 화학제품 제조업,2017/12/22,20201230.0,114.21,80.44,19.71,4.82,163.25,324.8,43.2,10.32,10.44,3.22,161.31,38.73,62.04,6.82,4.57,15.92,15.81,10.59,29.02,43.31,2.32,6.35,3.79,23.05,19.75,39.82,9.17,15.83,18.48,0.04,0.33,-4.94,12.56,22.73,24.39,86.0,9.4,13.34,11.34,51.98,40.48,1871.08,,127.63,37.99,3.28,3.99,5.95,8.03,,,,,,9706.24,,,,30.15,52.55,792.86,13.78,30.76,69.24,2019,12
(주)파인넥스,123260,2011/12,UQ,,12.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,234.08,150.58,131.53,28.77,32.41,4248.27,19.16,13.2,14.92,7.91,65.91,50.22,52.37,41.77,36.74,24.71,24.48,21.54,32.41,35.34,0.59,0.85,1.11,3.79,60.42,37.75,9.67,96.19,6.04,0.01,0.04,2.23,97.38,158.43,-27.58,5731.0,55.38,66.08,142.71,234.08,-27.96,12571.59,,5250.54,75.52,0.84,1.17,1.25,1.85,,,,,,51706.77,,,,29.56,83.04,159.2,66.93,21.99,78.01,2011,12
(주)파인넥스,123260,2012/12,UQ,,13.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,138.12,85.53,43.68,11.4,59.87,2731.63,30.65,-8.51,-19.96,6.76,93.83,41.31,-61.95,-80.02,-85.63,-13.57,-14.34,-15.35,-21.42,-20.79,0.18,0.26,0.33,1.07,6.81,22.64,16.12,342.37,53.62,0.0,0.0,-59.18,1.13,-15.54,0.0,-3461.0,8.49,19.24,-16.82,-11.22,0.0,3942.22,,-3154.67,62.55,0.25,0.38,0.39,0.62,,,,,,-9584.38,,,,-5.42,-12.74,-25.27,-30.39,0.0,0.0,2012,12
(주)파인넥스,123260,2013/12,UQ,,14.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,116.58,81.6,15.49,5.47,93.35,2260.52,42.44,-7.88,-10.25,5.42,119.04,38.43,-38.72,-51.38,-47.67,-15.2,-15.62,-14.49,-23.36,-27.33,0.3,0.53,0.51,2.23,4.67,20.45,17.85,163.74,78.21,0.0,0.0,69.96,-0.69,-16.24,0.0,-2966.0,-3.78,4.18,-7.6,-27.16,0.0,6571.46,,-3376.49,51.72,0.43,0.63,0.76,1.16,,,,,,-1056.35,,,,-0.6,-1.37,-2.73,-1.97,0.0,0.0,2013,12
(주)파인넥스,123260,2014/12,UQ,,15.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,62.0,40.54,15.83,-19.18,113.67,1772.62,47.09,-5.89,-7.35,6.27,146.8,31.3,-37.75,-51.37,-56.15,-16.17,-16.45,-17.98,-32.5,-33.24,0.32,0.65,0.49,2.86,3.63,13.4,27.25,127.83,100.66,0.0,0.0,-3.6,-16.34,-21.5,0.0,-3288.0,-17.59,-6.65,-31.87,-21.42,0.0,6319.81,,-3246.36,46.8,0.42,0.68,0.91,1.34,,,,,,1463.87,,,,1.0,2.23,5.04,2.83,1208.09,-1108.09,2014,12
(주)파인넥스,123260,2015/12,UQ,,16.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,77.89,25.42,8.42,-9.65,99.9,1598.78,45.83,-1.53,-6.88,6.15,131.93,34.0,-4.69,-18.34,-95.93,-3.92,-4.39,-22.95,-39.79,-9.09,0.24,0.5,0.35,1.47,3.63,13.14,27.77,248.03,100.6,0.0,0.0,-38.24,-18.5,-8.16,0.0,-3340.0,-15.96,-21.71,-11.45,72.32,0.0,3852.71,,-706.66,50.02,0.3,0.5,0.74,1.47,,,,,,-931.75,,,,-0.78,-1.7,-4.91,-2.92,0.0,0.0,2015,12
(주)파인넥스,123260,2016/12,UQ,,17.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,43.06,28.11,1.59,-45.39,469.41,511.57,73.03,-10.94,-15.02,5.3,373.94,34.33,-190.75,-206.71,-346.77,-31.9,-31.95,-53.6,-102.1,-81.97,0.15,0.4,0.23,0.81,2.94,6.59,55.38,452.63,124.2,0.0,0.0,-56.02,-48.42,-68.0,0.0,-5387.0,-43.36,-48.68,-47.93,-73.15,0.0,1685.15,,-3483.33,17.56,0.17,0.31,0.45,1.03,,,,,,-25143.83,,,,-40.69,-76.69,-236.32,-179.17,0.0,0.0,2016,12
(주)파인넥스,123260,2017/12,UQ,,18.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,114.6,94.13,7.89,7.29,172.16,352.69,53.01,-2.99,-3.34,6.81,116.42,57.23,-27.76,-40.68,-73.13,-12.39,-12.83,-23.07,-38.44,-47.42,0.32,1.17,0.58,2.85,3.54,8.9,41.01,128.23,103.07,0.01,0.0,37.55,-1.93,68.29,0.0,-769.0,-24.6,-36.12,63.48,-15.89,0.0,2317.89,,-942.93,36.74,0.29,0.67,0.69,0.91,,,,,,4306.18,,,,7.11,17.42,131.94,22.31,171.36,-71.36,2017,12
(주)파인넥스,123260,2018/12,DU,,19.0,4,1,2019/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2011/12/05,20200410.0,37.84,37.17,0.17,-57.82,2630.01,171.46,67.78,-1.43,-4.62,6.19,1769.13,35.2,-1.57,-24.09,-246.87,-5.17,-5.26,-53.9,-82.45,-23.53,0.22,0.98,0.42,3.61,3.23,12.92,28.26,101.13,113.15,0.01,0.0,-39.35,-23.04,-42.57,0.0,-1002.0,-31.58,16.59,-52.67,-95.3,0.0,507.41,,-122.25,3.66,0.19,0.56,0.46,0.52,,,,,,-4532.64,,,,-9.72,-26.8,-358.67,-38.72,0.0,0.0,2018,12
(주)파티게임즈,194510,2014/12,UQ,,4.0,4,1,2019/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2014/11/21,20200909.0,868.74,868.74,463.68,66.74,41.59,1375.25,20.65,0.46,2.05,6.49,34.81,75.42,0.0,1.1,3.74,1.45,0.62,2.09,2.96,0.87,0.56,0.79,2.27,0.0,13.19,0.0,0.0,0.0,27.67,0.04,0.08,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,5227.34,,57.67,70.63,0.66,38.34,0.74,0.74,,,,,,6753.71,,,,15.11,1038.55,3912.74,27.09,77.61,22.39,2014,12
(주)파티게임즈,194510,2015/12,UQ,,5.0,4,1,2019/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2014/11/21,20200909.0,1689.35,1689.35,907.98,56.07,22.09,1152.24,11.81,-7.12,-29.81,9.18,49.33,59.6,0.0,-26.74,-61.0,-9.01,-9.71,-22.16,-28.4,-12.45,0.36,0.47,1.04,0.0,11.55,0.0,0.0,0.0,31.59,0.03,0.09,-5.57,89.94,120.27,0.0,-1434.0,16.28,212.18,50.1,0.0,0.0,2103.55,,-562.47,81.91,0.52,33.48,0.56,0.56,,,,,,-2898.11,,,,-3.41,-383.26,-1144.58,-12.31,0.0,0.0,2015,12
(주)파티게임즈,194510,2016/12,UQ,,6.0,4,1,2019/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2014/11/21,20200909.0,219.08,219.08,61.75,28.65,36.61,809.92,16.09,-11.45,-376.95,7.19,64.61,52.71,0.0,-27.44,-69.01,-10.38,-11.29,-28.39,-36.09,-14.46,0.41,0.53,0.95,0.0,8.8,0.0,0.0,0.0,41.49,0.02,0.11,33.57,-19.96,-29.31,0.0,-1768.0,-12.38,-6.31,-29.21,0.0,0.0,2521.59,,-691.91,73.2,0.59,44.33,0.73,0.73,,,,,,-9754.11,,,,-14.35,-1472.24,-3607.17,-31.02,0.0,0.0,2016,12
(주)파티게임즈,194510,2017/12,DS,회사가 사채발행 및 유상증자와 직접적인 관련이 없는 경영자문수수료를 특수관계자인 ㈜대신피이아이 1호와 ㈜더에스피씨에게 지급 등과 관련한 충분하고 적합한 감사증거를 확보하지 못하였음.,7.0,4,1,2019/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2014/11/21,20200909.0,80.39,80.39,18.93,-12.16,168.12,698.53,30.85,-0.62,-19.56,11.35,134.45,49.86,0.0,-9.27,-203.08,-0.85,-1.92,-42.0,-91.87,-4.21,0.21,0.45,0.42,0.0,8.41,0.0,0.0,0.0,43.39,0.02,0.12,-2.9,234.41,72.11,0.0,-3085.0,-62.99,254.57,216.32,0.0,0.0,1510.84,,-140.13,37.3,0.2,67.28,0.41,0.41,,,,,,-49370.69,,,,-21.72,-20136.21,-1993969.53,-161.68,0.0,0.0,2017,12
(주)파티게임즈,194510,2018/12,DS,,8.0,4,1,2019/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2014/11/21,20200909.0,78.63,78.46,12.08,-13.51,182.21,253.24,23.31,0.03,2.04,31.0,142.01,49.68,0.0,1.08,35.51,1.2,0.22,7.41,25.38,0.62,0.21,0.57,0.42,447.61,15.69,0.0,0.0,0.82,23.26,0.04,0.0,38.39,-21.73,-63.36,0.0,604.0,3228.25,-21.46,-22.0,0.0,0.0,1696.58,,18.29,35.43,0.19,10.05,0.42,0.42,,,,,,45694.81,,,,25.68,559.96,0.0,108.13,26.17,73.83,2018,12
(주)파티게임즈,194510,2019/12,DS,,9.0,4,1,2019/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2014/11/21,20200909.0,99.7,99.53,29.2,-0.17,194.47,364.42,26.8,1.65,0.13,7.53,132.95,54.85,0.0,7.46,-0.29,3.28,3.08,-0.12,3.21,8.86,0.41,1.19,0.86,415.09,19.31,0.0,0.0,0.88,18.9,0.05,0.0,57.74,-18.6,43.9,-91.72,50.0,17.03,-26.97,-10.13,-29.9,991.9,2722.03,,203.09,33.96,0.37,7.53,0.79,0.8,,,,,,26135.85,,,,18.05,273.66,0.0,39.21,71.61,28.39,2019,12
(주)판타지오,187770,2013/12,,,,4,1,2013/12,"    그 외 기타 전문, 과학 및 기술 서비스업",137309,"    그 외 기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업",2013/12/12,20141110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)평산,89480,2011/12,DU,"당기말 당기순손실 96,838백만원 발생, 유동자산을 초과한 유동부채 291,136백만원에 달하며, 지배기업은 주채권은행으로 부실징후기업 판정받는 등 이런 사항은 계속기업으로서의 존속능력에 중대한 의문을 제기함.",18.0,4,1,2011/12,    기타 금속 가공제품 제조업,32509,    기타 금속 가공제품 제조업,    기타 금속 가공제품 제조업,2006/08/22,20120413.0,26.02,18.69,2.78,-81.71,0.0,-461.24,105.14,-1.54,-1.56,9.55,0.0,28.74,-6.9,-25.55,-41.64,-13.63,-13.84,-22.56,0.0,0.0,0.54,0.0,0.86,4.4,3.92,19.73,18.5,82.89,93.09,0.01,0.0,-5.73,-29.04,-217.14,0.0,-4521.0,-12.17,-12.18,-51.94,-62.41,0.0,10745.09,,-2745.13,0.0,0.44,0.9,1.47,2.22,,,,,,-42149.36,,,,-11.83,-17.99,-31.74,-18.13,0.0,0.0,2011,12
(주)포스코케미칼,3670,2011/12,UQ,,41.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,264.1,209.83,40.63,46.69,49.72,1107.01,2.2,204.14,999999999.0,6.97,37.23,75.13,14.44,9.78,7.69,27.65,26.65,20.96,32.21,40.46,2.73,4.14,11.51,14.94,8.97,13.96,26.15,24.43,40.69,0.03,0.1,57.21,29.8,34.56,60.99,15540.0,45.15,45.54,25.32,-8.44,67.01,201215.55,,19669.0,66.79,2.59,14.04,3.57,4.7,,,,,,264867.77,,,,53.78,271.56,670.13,22.28,45.34,54.66,2011,12
(주)포스코케미칼,3670,2012/12,UQ,,42.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,302.72,238.57,57.52,45.82,35.69,1333.06,1.21,161.13,999999999.0,6.57,42.84,68.43,11.77,7.1,5.82,18.84,17.82,14.59,20.96,25.32,2.51,3.56,8.84,16.78,8.84,14.61,24.98,21.75,41.29,0.03,0.09,9.01,9.72,20.42,-17.73,12785.0,16.33,39.32,-0.07,3.04,-20.77,219341.66,,15583.25,73.7,2.59,11.95,3.5,4.43,,,,,,246780.31,,,,45.67,250.98,556.98,19.05,49.85,50.15,2012,12
(주)포스코케미칼,3670,2013/12,UQ,,43.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,257.05,201.97,66.14,32.3,39.34,1502.02,6.2,700.57,999999999.0,0.46,65.67,52.87,9.89,5.58,4.36,13.21,12.69,9.91,14.03,17.46,2.27,3.13,5.69,17.76,10.15,16.03,22.77,20.55,35.98,0.03,0.08,2.65,16.66,12.67,-22.25,9941.0,-1.88,74.15,-9.87,-8.86,-19.32,225144.83,,12572.44,71.76,2.79,11.51,3.78,4.81,,,,,,230223.49,,,,36.52,221.58,482.75,17.31,54.63,45.37,2013,12
(주)포스코케미칼,3670,2014/12,UQ,,44.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,253.31,209.91,37.83,32.69,40.17,1709.75,8.65,44.87,999999999.0,4.17,64.45,54.02,11.14,6.93,5.35,14.51,14.05,10.84,15.31,19.63,2.03,2.84,4.36,19.84,9.77,16.81,21.71,18.4,37.36,0.03,0.08,3.09,14.47,13.83,23.7,12296.0,18.88,11.67,16.96,-6.48,27.86,232108.76,,16075.32,71.34,2.72,10.95,3.79,4.69,,,,,,258609.33,,,,35.84,195.29,343.22,18.86,50.73,49.27,2014,12
(주)포스코케미칼,3670,2015/12,UQ,,45.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,291.51,237.75,121.26,35.48,33.31,1795.23,8.29,23.95,999999999.0,3.84,61.32,54.0,9.2,4.59,2.63,8.23,7.78,4.47,6.68,10.64,1.7,2.32,3.69,17.67,8.06,16.21,22.51,20.66,45.31,0.02,0.11,-10.93,-0.57,5.0,-52.39,585.0,6.55,-0.52,-0.61,6.98,-41.01,206742.51,,9482.4,75.01,2.3,8.69,3.14,3.82,,,,,,204878.11,,,,28.55,145.46,245.13,16.78,61.01,38.99,2015,12
(주)포스코케미칼,3670,2016/12,UQ,,46.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,347.93,301.41,97.46,41.41,27.13,1904.68,5.11,43.63,999999999.0,4.05,53.25,58.11,12.6,7.64,3.98,12.25,11.84,6.18,8.0,15.41,1.55,2.02,3.53,17.51,7.9,17.11,21.34,20.85,46.2,0.02,0.12,-8.48,0.89,6.1,26.36,740.0,-5.7,-8.13,8.57,-21.29,52.36,18921.7,,1444.76,78.66,2.11,7.94,2.77,3.29,,,,,,226028.09,,,,31.23,166.04,281.19,20.22,57.4,42.6,2016,12
