회사명,거래소코드,회계년도,감사의견코드(IFRS),감사의견(IFRS),기수(IFRS),소속코드,업종코드,회계년월,산업명,산업코드,산업명.1,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),year,month
(주)포스코케미칼,3670,2017/12,UQ,,47.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,294.73,232.68,65.5,37.02,28.16,2182.01,3.32,68.5,999999999.0,4.68,56.36,56.02,12.99,8.68,8.68,13.73,13.33,13.33,17.16,17.02,1.54,1.96,3.57,15.46,7.47,14.14,25.82,23.6,48.88,0.02,0.11,7.11,15.47,14.56,137.03,1753.0,33.67,21.22,11.32,75.29,21.82,20266.78,,1759.96,78.03,2.05,7.5,2.69,3.26,,,,,,282415.66,,,,33.79,178.54,285.43,23.59,44.35,55.65,2017,12
(주)포스코케미칼,3670,2018/12,UQ,,48.0,4,1,2018/12,"    시멘트, 석회, 플라스터 및 그 제품 제조업",32303,"    시멘트, 석회, 플라스터 및 그 제품 제조업","    시멘트, 석회, 플라스터 및 그 제품 제조업",2001/11/01,20190529.0,288.12,216.81,78.9,30.31,25.0,2538.06,2.13,68.61,999999999.0,6.46,66.97,46.43,12.0,7.68,9.59,12.24,11.92,14.89,18.96,15.07,1.55,1.96,3.16,13.34,7.75,14.04,25.99,27.37,47.1,0.02,0.14,15.57,13.37,16.32,27.6,2237.0,44.25,38.12,-6.05,10.45,2.25,23422.95,,1799.55,80.0,2.27,6.2,3.05,3.95,,,,,,354194.9,,,,37.38,153.27,238.36,25.6,40.37,59.63,2018,12
(주)포인트엔지니어링,176560,2017/12,UQ,,20.0,4,1,2018/12,    기타 금속 가공제품 제조업,32509,    기타 금속 가공제품 제조업,    기타 금속 가공제품 제조업,2017/08/14,20190716.0,110.33,100.53,52.59,3.64,71.82,3047.94,29.59,19.21,17.87,2.63,105.04,38.86,32.4,19.64,14.01,15.01,14.97,10.68,18.3,25.73,0.76,1.31,1.25,22.08,5.19,13.05,27.96,16.53,70.38,0.02,0.07,0.0,0.0,0.0,0.0,2835.0,0.0,0.0,0.0,0.0,0.0,19963.1,,3920.53,58.2,1.03,1.44,1.96,2.15,,,,,,20879.38,,,,32.15,66.25,169.24,42.17,42.81,57.19,2017,12
(주)포인트엔지니어링,176560,2018/12,UQ,,21.0,4,1,2018/12,    기타 금속 가공제품 제조업,32509,    기타 금속 가공제품 제조업,    기타 금속 가공제품 제조업,2017/08/14,20190716.0,143.43,131.3,64.83,12.47,52.83,1585.94,24.27,28.61,32.63,2.57,89.88,41.19,37.03,22.61,17.87,19.77,19.67,15.55,25.04,31.69,0.87,1.4,1.45,25.08,6.32,18.64,19.58,14.55,57.76,0.02,0.08,23.09,15.73,30.08,57.42,1758.0,13.51,11.33,22.65,16.71,41.72,9828.92,,2222.39,65.43,1.21,1.67,2.17,2.37,,,,,,30924.47,,,,41.15,80.81,188.32,50.75,41.49,58.51,2018,12
(주)폴리플러스,65610,2011/12,DU,종속기업을 감사한 타감사인은 종속기업이 경영자가 서명한 경영자확인서 및 재무제표를 제출하지 아니하여 감사의견을 표명하지 아니함. 이로 인하여 연결재무제표에 대한 적합한 감사업무를 수행할 수 없었음.,26.0,4,1,2011/12,    기초 화학물질 제조업,32001,    기초 화학물질 제조업,    기초 화학물질 제조업,2002/12/06,20120501.0,67.85,48.62,8.39,-15.16,186.48,33.79,41.97,-19.76,-83.71,10.22,194.83,31.99,-4.05,-72.98,-167.94,-82.74,-84.73,-194.96,-488.36,-242.73,1.16,3.33,1.71,12.8,14.18,16.44,22.21,28.51,25.74,0.03,0.09,0.0,0.0,0.0,0.0,-877.0,0.0,0.0,0.0,0.0,0.0,533.94,,-389.67,34.91,1.47,2.31,3.63,5.06,,,,,,-28233.72,,,,-160.53,-319.58,-1358.82,-138.27,0.0,0.0,2011,12
(주)퓨얼셀파워,139170,2013/12,,,,4,1,2013/12,    기타 전기장비 제조업,32809,    기타 전기장비 제조업,    기타 전기장비 제조업,2013/07/01,20141030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)프렉코,82220,2014/12,,,,4,1,2014/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2014/04/11,20150925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
(주)프리젠,60910,2011/12,,,,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/12/13,20170224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
(주)프리젠,60910,2012/12,,,,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/12/13,20170224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
(주)프리젠,60910,2013/12,,,,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/12/13,20170224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)프리젠,60910,2014/12,,,,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/12/13,20170224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
(주)프리젠,60910,2015/12,,,,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/12/13,20170224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)플렉스컴,65270,2011/12,UQ,,15.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/10/23,20160412.0,127.09,68.42,27.2,14.21,140.9,1048.16,36.4,6.41,5.12,5.74,80.35,66.65,14.44,9.34,4.24,13.22,13.0,5.9,13.63,30.2,1.39,3.23,3.79,5.09,9.0,8.84,41.31,71.69,40.56,0.01,0.19,16.38,23.72,14.13,-36.52,670.0,5.37,1.05,39.37,64.86,13.11,15934.14,,1488.47,41.51,1.28,4.35,2.2,3.87,,,,,,44034.14,,,,31.08,105.48,270.64,24.7,59.5,40.5,2011,12
(주)플렉스컴,65270,2012/12,UQ,,16.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/10/23,20160412.0,138.55,78.27,33.74,20.14,131.07,1417.32,24.98,13.05,16.22,3.78,63.83,72.38,10.57,7.27,5.59,14.79,14.64,11.25,26.47,34.41,2.01,4.73,6.72,6.45,12.69,9.43,38.69,56.56,28.76,0.02,0.1,94.85,43.63,49.8,158.64,1928.0,21.58,18.96,55.97,46.97,51.72,28025.37,,2038.5,43.28,1.65,7.45,2.87,5.18,,,,,,69779.52,,,,34.29,152.39,382.8,20.08,51.4,48.6,2012,12
(주)플렉스컴,65270,2013/12,UQ,,17.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/10/23,20160412.0,96.17,62.32,31.73,-2.29,190.92,1738.09,49.78,5.07,6.52,4.61,123.55,57.53,7.96,4.62,3.66,9.57,9.36,7.4,19.59,24.7,2.02,5.34,5.53,8.21,17.79,12.04,30.32,44.48,20.51,0.03,0.07,50.77,54.31,22.63,-1.2,1652.0,153.08,137.24,22.66,-0.76,-4.2,42252.64,,1952.85,34.37,1.68,5.8,3.19,5.23,,,,,,99641.66,,,,31.73,128.61,274.2,19.02,53.7,46.3,2013,12
(주)플렉스컴,65270,2014/12,UQ,,18.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/10/23,20160412.0,67.67,28.4,5.18,-24.33,384.92,998.56,63.85,-11.58,-12.52,2.35,237.95,50.93,-9.82,-17.15,-16.94,-15.26,-15.41,-15.22,-55.02,-55.72,0.9,3.25,1.97,3.62,12.18,8.36,43.64,100.76,29.96,0.01,0.13,-47.29,-4.27,-42.55,0.0,-4026.0,6.41,10.61,-15.25,39.74,0.0,22273.23,,-3819.45,20.62,0.74,2.07,1.65,3.05,,,,,,44197.05,,,,14.7,33.01,55.32,16.01,120.9,-20.9,2014,12
(주)플렉스컴,65270,2015/12,DU,"영업손실이 54,722백만원, 당기순손실이 82,955백만원, 당기말 현재 총부채가 총자산을 8,422백만원 초과함. 이런 상황 등은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",19.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/10/23,20160412.0,48.46,15.0,3.62,-50.8,0.0,-124.11,71.12,-6.55,-9.9,4.45,0.0,47.76,-11.2,-17.18,-26.04,-19.24,-19.61,-29.73,-310.04,-204.29,1.14,11.89,2.26,3.67,23.79,6.66,54.78,99.55,15.34,0.02,0.05,15.38,-14.35,-113.64,0.0,-6231.0,-7.32,-8.82,-19.67,-4.44,0.0,23418.6,,-4022.59,-3.27,0.84,2.4,2.31,6.23,,,,,,15593.56,,,,6.06,12.89,22.31,4.89,308.96,-208.96,2015,12
(주)피앤텔,54340,2011/12,UQ,,15.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,366.68,341.33,40.3,38.77,21.08,1936.28,3.42,-37.56,999999999.0,13.06,56.53,53.31,-1.3,-21.08,-17.51,-13.89,-15.33,-12.73,-13.12,-18.69,0.73,0.89,1.63,17.95,9.64,9.21,39.63,20.34,37.86,0.05,0.05,-46.08,-12.65,-9.97,0.0,-1379.0,-2.2,-5.03,-18.38,-26.41,0.0,8949.72,,-1886.83,82.59,1.04,2.02,1.32,1.42,,,,,,20457.05,,,,10.61,27.87,50.63,13.61,191.99,-91.99,2011,12
(주)피앤텔,54340,2012/12,UQ,,16.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,213.91,196.68,16.78,27.71,37.04,1464.14,8.44,-30.13,999999999.0,10.68,65.72,52.04,-12.44,-32.14,-36.15,-17.18,-18.42,-20.71,-25.5,-23.56,0.57,0.73,1.21,14.63,6.15,5.74,63.57,24.95,59.35,0.05,0.07,-32.17,-15.36,-24.38,0.0,-2221.0,-13.54,-13.05,-17.37,-3.74,0.0,6070.27,,-1951.18,72.97,0.8,1.49,1.09,1.17,,,,,,1929.25,,,,1.18,3.07,5.83,1.89,1549.72,-1449.72,2012,12
(주)피앤텔,54340,2013/12,UQ,,17.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,109.94,91.36,30.26,3.5,62.39,951.76,9.73,-14.41,-35.44,12.77,99.54,38.7,-3.59,-16.47,-31.03,-16.27,-16.56,-31.19,-43.92,-24.32,1.01,1.48,1.87,19.32,6.92,7.4,49.33,18.89,52.72,0.04,0.05,41.15,-24.46,-35.0,0.0,-2717.0,-7.93,-3.44,-43.82,17.89,0.0,8568.48,,-1411.18,61.58,1.33,2.36,2.17,2.45,,,,,,-1524.79,,,,-1.24,-2.61,-4.53,-1.06,0.0,0.0,2013,12
(주)피앤텔,54340,2014/12,UQ,,18.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,150.32,130.63,58.31,12.81,34.9,581.29,0.0,-15.86,-23.66,25.4,83.27,38.27,-19.36,-37.09,-49.22,-25.51,-25.77,-34.2,-48.85,-39.12,0.69,1.05,1.13,11.55,4.45,5.78,63.15,31.61,81.93,0.02,0.1,-54.77,-47.98,-38.92,0.0,-1918.0,-45.97,-47.62,-48.56,-60.13,0.0,3875.18,,-1437.2,74.13,0.99,1.44,1.8,2.14,,,,,,-2735.79,,,,-4.27,-8.67,-14.57,-4.2,0.0,0.0,2014,12
(주)피앤텔,54340,2015/12,UQ,,19.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,113.12,103.99,31.6,3.34,35.96,434.53,5.37,-117.36,-117.49,7.29,96.78,28.82,-21.21,-49.34,-46.27,-19.99,-20.01,-18.76,-24.88,-27.08,0.41,0.55,0.62,10.55,5.27,6.18,59.02,34.6,69.32,0.02,0.1,-64.64,-22.92,-25.25,0.0,-647.0,-12.79,-11.11,-41.97,-64.23,0.0,1370.14,,-676.04,73.55,0.68,0.78,1.19,1.34,,,,,,2301.73,,,,4.66,8.38,15.25,10.0,368.05,-268.05,2015,12
(주)피앤텔,54340,2016/12,UQ,,20.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,293.89,275.59,123.37,17.6,12.34,312.03,0.0,-17.67,-226.57,27.72,82.37,26.68,7.94,-22.42,-30.96,-13.37,-14.08,-19.44,-23.95,-17.44,0.63,0.78,0.87,31.13,7.58,15.87,23.0,11.73,48.17,0.03,0.04,25.95,-13.17,5.08,0.0,-507.0,0.61,-10.56,-19.61,-37.98,0.0,1431.65,,-320.99,89.02,1.37,1.05,2.26,2.43,,,,,,3300.46,,,,7.69,11.89,26.93,11.38,235.12,-135.12,2016,12
(주)피앤텔,54340,2017/12,UQ,,21.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,112.34,102.19,64.29,2.69,32.39,153.02,7.57,-33.89,-124.32,24.67,99.94,24.52,-5.31,-43.36,-122.36,-22.93,-23.09,-65.16,-76.84,-27.46,0.53,0.63,0.72,28.58,5.85,33.32,10.95,12.77,62.37,0.02,0.9,-37.94,-42.55,-50.96,0.0,-908.0,-39.28,-40.86,-47.2,-23.4,0.0,731.8,,-317.31,75.53,1.34,0.81,2.06,2.22,,,,,,-11974.66,,,,-48.57,-72.07,-262.14,-66.56,0.0,0.0,2017,12
(주)피앤텔,54340,2018/12,DU,,22.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,16.26,14.45,2.7,-76.05,1197.79,14.79,0.0,-2.64,-8.32,238.78,1106.18,14.76,-0.66,-34.56,-120.93,-22.68,-22.74,-79.59,-195.61,-56.89,0.66,1.65,0.82,34.4,10.71,19.34,18.88,10.61,34.08,0.04,0.04,-5.23,10.16,-87.9,0.0,-701.0,6.46,24.39,-33.66,-18.48,0.0,563.47,,-194.72,7.71,0.85,0.98,3.39,3.76,,,,,,-10527.27,,,,-38.76,-58.66,-241.86,-61.74,0.0,0.0,2018,12
(주)피앤텔,54340,2019/12,DU,,23.0,4,1,2019/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2002/01/10,20200521.0,46.67,41.3,9.14,-36.66,253.24,312.32,31.54,-2.41,4.04,45.61,239.91,32.08,7.79,-23.74,29.69,-15.32,-15.37,19.23,109.32,-91.32,0.65,3.85,0.83,25.42,7.02,9.38,38.9,14.36,52.01,0.04,0.04,-7.43,-20.48,176.51,0.0,1357.0,-47.87,-36.64,72.81,78.99,0.0,1530.93,,-363.44,28.31,0.63,1.16,2.89,3.26,,,,,,9894.72,,,,45.82,106.4,465.66,62.69,30.17,69.83,2019,12
(주)피엘에이,82390,2011/12,UQ,,12.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/26,20160726.0,68.24,66.04,27.94,-11.52,73.07,93.55,29.3,3.51,2.56,6.45,130.25,24.74,23.82,25.84,11.04,22.71,22.54,9.63,0.0,0.0,0.87,0.0,1.15,71.77,12.98,46.54,7.84,5.09,28.12,0.04,0.03,26.54,-1.14,0.0,0.0,92.0,-1.67,-2.02,1.61,-51.49,0.0,694.75,,179.55,57.78,0.55,1.19,3.57,3.76,,,,,,10679.24,,,,64.01,87.77,1020.01,72.99,68.76,31.24,2011,12
(주)피엘에이,82390,2012/12,UQ,,13.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/26,20160726.0,26.91,26.14,4.97,-18.05,35.36,159.72,21.37,-7.17,55.93,5.57,126.36,6.65,-5.65,-25.22,158.77,-9.35,-9.58,60.34,87.77,-13.98,0.38,0.55,0.44,97.15,8.21,43.76,8.34,3.76,44.44,0.03,0.02,-34.73,101.27,155.36,751.78,597.0,-3.49,149.66,-45.93,-52.37,0.0,453.45,,-114.34,73.88,0.92,0.8,3.0,3.1,,,,,,22732.95,,,,67.7,193.6,2904.67,238.04,29.92,70.08,2012,12
(주)피엘에이,82390,2013/12,UQ,,14.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/26,20160726.0,14.25,11.54,0.05,-25.91,48.98,124.91,25.11,-6.54,-8.55,4.73,142.56,4.3,-3.07,-21.52,-28.98,-7.09,-7.18,-9.67,-13.58,-10.17,0.33,0.47,0.35,67.11,11.33,31.85,11.46,5.44,32.21,0.04,0.02,14.65,-4.45,-14.38,0.0,-94.0,-3.2,-2.05,-38.12,314.43,0.0,347.59,,-74.8,67.12,1.01,0.95,6.06,6.66,,,,,,5445.86,,,,16.97,47.91,971.82,49.74,143.7,-43.7,2013,12
(주)피엘에이,82390,2014/12,UQ,,15.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/26,20160726.0,16.13,15.37,9.94,-30.69,66.3,60.7,34.33,-12.89,-37.19,4.93,156.48,5.9,-92.62,-137.97,-414.84,-18.41,-18.46,-55.49,-86.5,-28.77,0.13,0.21,0.14,22.68,7.04,13.06,27.95,16.1,51.83,0.03,0.06,-65.9,-26.02,-33.73,0.0,-367.0,7.84,-27.26,1.44,-74.74,0.0,98.35,,-135.69,60.13,0.35,0.32,2.68,3.04,,,,,,-9032.23,,,,-38.05,-73.69,-5735.3,-241.94,0.0,0.0,2014,12
(주)피엘에이,82390,2015/12,UQ,,16.0,4,1,2015/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2005/07/26,20160726.0,19.2,19.12,0.65,-76.09,0.0,-1.0,76.58,-7.52,-23.86,6.62,0.0,18.08,-207.54,-302.37,-971.68,-25.08,-25.18,-80.9,-222.2,-69.15,0.08,0.23,0.09,40.99,9.74,6.2,58.82,8.91,37.48,0.0,0.02,-57.04,-37.67,-101.72,0.0,-304.0,-2.13,-45.74,90.95,-82.12,0.0,31.82,,-96.23,-1.66,0.12,0.13,0.79,0.8,,,,,,-11141.7,,,,-75.31,-92.88,-18400.22,-694.62,0.0,0.0,2015,12
(주)피엠디아카데미,144740,2013/12,,,,4,1,2017/12,    일반 교습 학원,168505,    일반 교습 학원,    일반 교습 학원,2013/07/01,20180807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
(주)피엠디아카데미,144740,2014/12,,,,4,1,2017/12,    일반 교습 학원,168505,    일반 교습 학원,    일반 교습 학원,2013/07/01,20180807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
(주)피엠디아카데미,144740,2015/12,,,,4,1,2017/12,    일반 교습 학원,168505,    일반 교습 학원,    일반 교습 학원,2013/07/01,20180807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)피엠디아카데미,144740,2016/12,,,,4,1,2017/12,    일반 교습 학원,168505,    일반 교습 학원,    일반 교습 학원,2013/07/01,20180807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
(주)피엠디아카데미,144740,2017/12,,,,4,1,2017/12,    일반 교습 학원,168505,    일반 교습 학원,    일반 교습 학원,2013/07/01,20180807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
(주)피엠에스,179440,2014/12,,,,4,1,2015/12,    1차 철강 제조업,32401,    1차 철강 제조업,    1차 철강 제조업,2014/02/28,20160707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
(주)피엠에스,179440,2015/12,,,,4,1,2015/12,    1차 철강 제조업,32401,    1차 철강 제조업,    1차 철강 제조업,2014/02/28,20160707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
(주)하림홀딩스,24660,2011/12,UQ,,22.0,4,1,2017/12,"    도축, 육류 가공 및 저장 처리업",31001,"    도축, 육류 가공 및 저장 처리업","    도축, 육류 가공 및 저장 처리업",1997/08/06,20180716.0,70.79,58.83,7.74,-7.74,59.14,822.82,21.21,8.18,36.64,4.36,129.27,18.77,18.71,8.8,15.54,3.97,3.74,6.61,11.38,6.6,0.43,0.75,0.91,26.64,28.69,58.24,6.27,13.7,12.72,0.05,0.0,25.89,-53.38,-47.76,-67.89,682.0,30.31,24.83,-87.44,71.43,-12.51,4872.43,,428.85,62.84,0.47,2.22,0.79,0.82,,,,,,57315.15,,,,19.33,65.61,544.9,28.9,26.66,73.34,2011,12
(주)하림홀딩스,24660,2012/12,UQ,,23.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,1997/08/06,20180716.0,109.81,96.97,57.55,4.28,102.14,553.63,31.2,-0.76,-14.66,2.54,105.29,47.91,11.1,-1.47,-20.44,-0.36,-0.55,-7.66,-19.39,-1.04,0.37,0.71,0.62,7.59,8.44,15.78,23.13,48.11,43.23,0.01,4.01,2.26,164.97,47.41,0.0,-975.0,158.9,69.9,576.48,368.6,0.0,4924.26,,-72.58,49.47,0.48,1.12,0.94,1.07,,,,,,-22525.03,,,,-2.87,-8.88,-51.97,-11.11,0.0,0.0,2012,12
(주)하림홀딩스,24660,2013/12,UQ,,24.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,1997/08/06,20180716.0,105.15,93.86,40.63,2.17,90.01,615.74,27.4,11.52,124.75,2.95,105.82,44.31,49.23,9.72,7.95,10.71,9.93,8.13,11.27,19.44,1.02,2.0,1.89,19.77,21.47,37.62,9.7,18.46,17.0,0.04,0.28,308.85,6.43,11.22,0.0,342.0,5.99,13.79,-1.56,-9.66,0.0,9298.36,,903.77,52.63,1.15,3.07,2.22,2.5,,,,,,164553.91,,,,19.67,67.36,382.2,19.85,33.64,66.36,2013,12
(주)하림홀딩스,24660,2014/12,UQ,,25.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,1997/08/06,20180716.0,110.95,101.79,53.71,4.66,92.67,663.5,25.59,17.75,999999999.0,2.51,101.69,47.22,52.89,12.45,7.79,12.51,11.8,7.39,7.23,22.6,0.95,1.81,1.75,22.04,22.68,34.04,10.72,16.56,16.09,0.05,0.09,1.79,12.83,7.76,-29.83,240.0,11.97,6.94,20.24,-7.55,30.4,9464.94,,1178.53,51.9,1.07,2.87,2.07,2.28,,,,,,175110.57,,,,18.55,68.96,387.93,20.75,34.82,65.18,2014,12
(주)하림홀딩스,24660,2015/12,UQ,,26.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,1997/08/06,20180716.0,156.66,140.92,100.44,18.4,62.46,754.11,16.97,24.69,999999999.0,2.5,79.8,50.88,53.73,13.47,10.06,13.88,13.24,9.89,15.45,23.41,0.98,1.74,1.93,21.92,23.01,34.91,10.46,16.65,15.86,0.05,0.1,6.22,-6.78,13.66,136.8,568.0,1.76,-13.25,0.45,22.27,14.92,10053.24,,1354.33,61.55,1.13,2.86,2.01,2.21,,,,,,208952.0,,,,23.75,69.4,443.22,23.31,31.32,68.68,2015,12
(주)하림홀딩스,24660,2016/12,UQ,,27.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,1997/08/06,20180716.0,87.19,71.46,36.36,-3.8,108.93,818.81,35.94,11.95,19.0,3.13,154.86,25.88,49.59,11.25,6.21,10.88,10.52,5.8,9.3,19.66,0.94,1.75,1.47,19.27,22.44,36.51,10.0,18.94,16.26,0.04,0.19,11.37,42.62,8.58,-33.21,379.0,156.32,115.21,-27.46,30.26,-7.0,11195.91,,1259.48,47.86,1.4,1.77,2.58,2.98,,,,,,223017.41,,,,17.77,28.17,502.68,22.34,40.82,59.18,2016,12
