회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율(IFRS),[제조]총자본증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]유형자산증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]재고자산증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본사업이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]1주당순이익(IFRS),[제조]1주당매출액(IFRS),[제조]총자본회전률(IFRS),[제조]자기자본회전률(IFRS),[제조]비유동자산회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]매출채권회전률(IFRS),[제조]매입채무회전률(IFRS),[제조]매입채무회전기간(IFRS),[제조]재고자산회전기간(IFRS),[제조]매출채권회전기간(IFRS),[제조]1회전기간(IFRS),[제조]운전자본회전률(IFRS),[제조]순운전자본회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]유동자산회전률(IFRS),[제조]당좌자산회전률(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]순운전자본비율(IFRS),[제조]부채비율(IFRS),[제조]자기자본배율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]비유동비율(IFRS),[제조]유동자산구성비율(IFRS),[제조]자기자본구성비율(IFRS),[제조]부가가치(IFRS),[제조]총자본투자효율(IFRS),[제조]설비투자효율(IFRS),[제조]기계투자효율(IFRS),[제조]부가가치율(IFRS),[제조]노동소득분배율(IFRS),[제조]자본분배율(IFRS),[제조]이윤분배율(IFRS)
(주)상상인인더스트리,101000,2020/12,2009/11/06,,    특수 목적용 기계 제조업,5,-15.18,-12.19,7.51,0,-23.3,-11.28,-12.44,149.37,12.02,5.18,1.6,3.21,5.64,23,440.68,0.62,1.09,2.84,2.32,5.2,4.79,76.15,157.41,70.14,0.01,0.37,0.57,4,0.79,1.21,332.02,158.3,23.11,54.55,58.27,83.9,1.17,34.73,78.06,63.18,6604.65,15.71,109.44,826.97,23.68,57.69,42.31,21.88
(주)상아프론테크,089980,2011/12,2011/07/21,,    전자부품 제조업,5,8.36,28.02,36.1,9.45,28.2,25.91,31.41,25.35,16.81,5.23,7.27,5.49,8.8,497,8569.51,1.05,1.68,1.72,9.55,5.84,13.61,26.82,38.2,62.5,0.01,0.56,1.72,1.86,2.69,3.75,172.42,124.8,13.18,16.56,56.1,1173.8,6.77,94.55,39.43,64.06,26867.48,23.86,46.39,160.92,25.51,55.39,44.61,20.49
(주)상아프론테크,089980,2012/12,2011/07/21,,    전자부품 제조업,5,-10.58,6.8,3.53,-11.54,7.16,5.79,8.36,-0.52,18.64,5.17,5.43,4.18,6.64,399,7663.16,0.81,1.28,1.34,7.7,4.54,13.75,26.55,47.4,80.45,0.01,0,1.28,1.43,2.04,2.77,163.9,122.34,20.52,15.6,61.03,1215.28,5.32,96.61,40.01,62.1,28391.73,23.61,44.58,147.33,30.15,60.46,39.54,17.16
(주)상아프론테크,089980,2013/12,2011/07/21,,    전자부품 제조업,5,12.24,18.41,10.06,68.58,7.4,11.13,29.31,17.78,21.3,7.77,6.83,6.25,10.47,668,8601.42,0.8,1.35,1.39,7.96,4.17,13.02,28.03,45.87,87.43,0.01,0,1.16,1.5,1.92,2.52,143.95,110.71,11.64,13.34,73.23,1337.58,6.02,97.54,43.69,57.73,35063.75,24.63,49.89,181.25,33.17,54.2,45.8,23.42
(주)상아프론테크,089980,2014/12,2011/07/21,,    전자부품 제조업,5,6.95,4.81,4.35,-52.52,5.67,16.16,-9.81,14.46,20.08,3.45,4.21,2.67,4.64,315,9132.09,0.78,1.35,1.3,7.34,4.08,11.48,31.8,49.74,89.45,0.01,0,1.06,1.51,1.91,2.58,106.88,75.55,6.37,2.42,74,1368.38,2.9,108.58,37.6,57.47,34099.5,22.85,44.91,182.12,30.16,65.25,34.75,11.43
(주)상아프론테크,089980,2015/12,2011/07/21,,    전자부품 제조업,5,7.69,12.98,12.6,156.83,9.22,13.06,12.85,-8.36,24.2,8.22,7.74,6.3,10.98,794,9417.8,0.77,1.34,1.23,7.73,3.96,12.84,28.43,47.24,92.12,0.01,0,1.07,1.51,2.04,2.77,114.08,86.92,11.92,4.63,74.59,1494.05,10.28,109.03,37.55,57.28,42583.7,25.26,56.69,222.85,34.98,53.91,46.09,23.51
(주)상아프론테크,089980,2016/12,2011/07/21,,    전자부품 제조업,5,9,8.45,11.01,-2.1,-8.97,-3.85,28.9,-1.63,25.17,7.39,7.71,5.58,9.62,750,9976.27,0.76,1.3,1.29,8.88,3.45,13.77,26.51,41.12,105.89,0.01,0,1.02,1.65,1.83,2.31,136.26,111.51,6.71,11.88,70.56,1611.96,12.13,94.43,44.63,58.63,49335.99,26.98,65.43,232.58,37.18,58.4,41.6,19.87
(주)상아프론테크,089980,2017/12,2011/07/21,,    플라스틱제품 제조업,5,-0.46,5.31,7.43,-60.03,2.3,-3.78,16.57,-6.76,24.62,2.97,7.45,2.09,3.52,288,9924.15,0.7,1.19,1.33,9.22,3.4,10.89,33.51,39.58,107.39,0.01,0.58,0.91,1.7,1.49,1.78,173.5,148.29,30.33,20.93,67.18,1614.95,13.25,84.58,49.41,59.81,41887.83,21.75,55,202.5,31.71,69.13,30.87,9.35
(주)상아프론테크,089980,2018/12,2011/07/21,,    플라스틱제품 제조업,5,4.71,2.34,3.47,207.93,-0.07,4.54,0.08,30.62,22.79,8.72,5.77,6.19,10.3,854,9697.56,0.71,1.18,1.39,8.68,3.86,11.97,30.51,42.06,94.64,0.01,1.76,0.87,1.76,1.45,1.75,128.65,104.25,11.75,10.76,65.35,1671.01,11.68,85.46,48.32,60.48,53507.72,27.15,69.71,258.78,38.68,58.83,41.17,22.55
(주)상아프론테크,089980,2019/12,2011/07/21,,    플라스틱제품 제조업,5,-8.71,4.3,20.61,3.09,-0.61,10.71,-2.56,-8.52,20.83,9.85,3.81,6.18,9.46,841,8284.58,0.63,0.96,1.18,7.3,3.61,16.18,22.56,49.97,101.03,0.01,0,0.81,1.61,1.34,1.65,182.99,150.41,9.21,20.47,42.98,1877.47,5.82,78.44,45.14,69.94,52575.75,25.58,69.22,259.39,41.63,60.28,39.72,23.65
(주)상아프론테크,089980,2020/12,2011/07/21,,    플라스틱제품 제조업,5,-13.09,12.31,4.32,-81.47,1.49,8.15,17.38,10.52,21.43,2.1,2.75,1.06,1.57,152,6978.96,0.5,0.75,0.94,6.31,3.51,15.55,23.47,57.83,103.91,0.01,0,0.74,1.4,1.09,1.32,257.5,214.33,12.24,28.85,53.94,1907.12,3.47,81.32,47.17,64.96,42140.78,18.26,56.89,216.15,38.4,68.51,31.49,5.47
(주)상지카일룸,042940,2011/12,2000/10/19,,    전기 및 통신 공사업,5,-61.06,-36.58,-39.35,0,-39.46,-25.76,-53.02,-52.7,4.08,-63.64,-9.47,-35.71,-89.29,-700,778.89,0.56,1.4,0.87,164.71,2.79,4.68,78.03,2.22,130.87,0.02,0.01,0.68,14.97,1.57,1.59,58.64,58.08,0.98,-20.74,157,83.84,-3.08,181.43,29.41,38.91,-11177.35,-25.38,-696.84,-558867519,-35.11,0,0,0
(주)상지카일룸,042940,2012/12,2000/10/19,,    전기 및 통신 공사업,5,-33.38,-31.04,-46.8,0,-5.99,-31.87,-29.07,-21.21,-12.14,-101.43,-23.72,-57.83,-163.9,-2150,526.22,0.57,1.62,0.81,191.11,3.48,4.74,77.05,1.91,105.02,0.03,0.01,0.66,13.63,1.92,1.94,45.75,45.26,4.07,-35.87,233.12,120.69,-5.95,232.36,30.25,30.02,-15532.5,-51.15,-1030.09,-776625000,-73.24,0,0,0
(주)상지카일룸,042940,2013/12,2000/10/19,,    전기 및 통신 공사업,5,-21.29,-8.11,37.91,0,-14.74,-82.09,162.5,-42.64,-16.45,3.99,-23.29,2.28,6.14,37,986.42,0.57,1.54,1.34,216.92,2.64,4.18,87.42,1.68,138.47,0.02,0,0.5,11.95,1,1.01,177.1,176.69,7.96,37.62,121.97,137.63,-4.34,30.17,86.41,45.05,8249.51,29.57,641.65,412475434.5,49.42,72.82,27.18,8.07
(주)상지카일룸,042940,2014/12,2000/10/19,,    전기 및 통신 공사업,5,33.44,-20.9,-44.91,0,-7.67,42.55,-30.88,-56.74,1.98,-29.81,-16.93,-26.58,-68.13,-361,1208.22,0.89,2.29,4.84,554.3,2.31,4.65,78.44,0.66,157.83,0.01,0,0.65,18.02,1.09,1.09,120.44,120.26,7.52,12.81,218.69,68.89,-10.95,78.06,75.5,31.38,-976.78,-4.43,-82.29,0,-4.38,0,0,0
(주)상지카일룸,042940,2015/12,2000/10/19,,    전기 및 통신 공사업,5,14.35,-33.99,2.69,0,1.13,-34.07,-33.97,16.92,10.18,-11.47,1.37,-15.95,-41.63,-248,1304.57,1.39,3.63,5.68,967.65,2.47,7.33,49.83,0.38,147.92,0.01,0,1.06,21.34,1.84,1.84,171.11,170.67,3.83,31.39,104.85,110.22,0.3,50.12,75.53,48.82,2515.72,17.27,209.55,0,9.88,203.78,-103.78,-116.15
(주)상지카일룸,042940,2016/12,2000/10/19,,    전기 및 통신 공사업,5,-76.81,41.28,-64.05,0,5.57,77.73,29.47,-6.26,-12.25,-128.95,-30.67,-43.35,-157.6,-590,457.84,0.34,1.22,1.19,214.93,1.13,6.99,52.22,1.7,323.16,0,0,0.25,4.79,0.47,0.47,89.09,88.92,46.35,-8.48,704.95,34.9,-4.78,247.76,69.22,12.42,-3432.68,-16.68,-270.84,0,-58.1,0,0,0
(주)상지카일룸,042940,2017/12,2000/10/19,,    전기 및 통신 공사업,5,40.23,97.07,953.51,0,-76.12,218.05,43.28,-11.36,3.53,-94.68,-11.53,-25.66,-53.19,-357,468.92,0.27,0.56,0.63,330.22,2.13,5.2,70.24,1.11,171.02,0.01,0,0.28,10.55,0.48,0.48,214.13,213.88,17.93,26.82,50.58,166.84,-6.03,74.8,50.33,66.41,-5430.73,-13.39,-1794.08,0,-65.55,0,0,0
(주)상지카일룸,042940,2018/12,2000/10/19,,    전기 및 통신 공사업,5,274.43,207.13,67.2,0,-23.02,42.66,369.48,154763.61,24.07,32.39,5.21,12.17,27.92,282,874.57,0.38,0.86,1.27,1.7,3.25,8.16,44.74,214.95,112.32,0,0,0.31,115.81,0.53,0.78,125.73,77.82,9.83,15.74,176.6,244.51,0.68,63.82,76.93,36.15,14876.21,11.94,6384.31,0,47.95,24.19,75.81,67.54
(주)상지카일룸,042940,2019/12,2000/10/19,,    건물 건설업,5,93.6,2.2,2.71,0,66.61,149.35,-41.94,-99.94,10.75,-7.17,0.09,-3.42,-9.43,-107,1448.05,0.48,1.32,1.2,3.29,6.78,18.56,19.66,111.03,53.87,0.01,0,0.39,193.34,0.79,1.04,69.5,69.47,2.62,-19.18,175.23,219.21,-0.41,154.94,43.7,36.33,3583.59,2.81,923.06,0,5.97,99.2,0.8,-120.13
(주)상지카일룸,042940,2020/12,2000/10/19,,    건물 건설업,5,-71.43,-6.2,46.12,0,-46.91,-26.94,20.51,-14.16,12.34,-5.47,-0.21,-0.76,-1.65,-19,372.71,0.14,0.3,0.28,795.71,5.83,15.71,23.23,0.46,62.58,0.03,0,0.14,57.74,0.28,0.28,133.49,133.45,17.6,14.09,76.68,234.66,-0.32,77.47,56.15,56.6,9057.7,7.58,4394.28,0,52.78,44.02,55.98,-10.35
(주)새로닉스,042600,2011/12,2002/10/01,,    전자부품 제조업,5,-6.8,2.81,-4.33,0,33.42,12.29,-28.13,-22.45,8.54,-3.27,-1.73,-2.35,-3.15,-125,3566.77,0.72,0.96,0.9,19.45,9.13,19.68,18.54,18.77,39.99,0.02,0.11,2.27,2.81,3.62,4.45,128.2,103.27,31.51,3.61,38.64,724.12,-2.55,115.89,16.41,72.13,11288.26,18.1,62.6,362.43,25.47,94.05,5.95,-12.82
(주)새로닉스,042600,2012/12,2002/10/01,,    전자부품 제조업,5,0.36,-2.56,-9.18,0,5.52,3.07,-31.27,-23.8,9.13,-8.75,-4.04,-6.32,-9.06,-335,3579.56,0.72,1.04,0.84,25.36,11.39,21.63,16.87,14.39,32.06,0.03,0.07,2.7,2.4,5.15,6.46,91.46,71.74,21.04,-1.08,48.75,657.64,-5.62,131.53,11.58,67.23,5329.8,8.77,28.55,136.84,11.98,112.52,-12.52,-72.98
(주)새로닉스,042600,2013/12,2002/10/01,,    전자부품 제조업,5,-12.43,0.63,-2.89,0,-3.02,2.27,-11.96,-13.88,6.34,-6.29,-2.94,-4.02,-6.08,-205,3134.6,0.64,0.97,0.72,27.59,12.89,24.83,14.7,13.23,28.32,0.04,0.06,2.43,2.08,5.89,7.49,55.91,44.12,4.2,-7.99,54.13,638.65,-3.8,138.52,10.13,64.88,5646.32,9.23,30.6,158.47,14.5,99.56,0.44,-43.38
(주)새로닉스,042600,2014/12,2002/10/01,,    전자부품 제조업,5,64.97,9.53,14.69,0,-9.41,1.06,84.66,122.05,11.58,9.31,7.66,9.34,14.05,489,5171.03,1,1.51,1.16,30.54,14.19,21.31,17.13,11.95,25.71,0.05,0.04,2.99,3.65,7.29,9.57,80.31,59.94,14.67,-4.19,47.2,732.47,5.08,122.06,17.08,67.94,9974.47,14.89,59.67,422.34,15.53,52.79,47.21,59.98
(주)새로닉스,042600,2015/12,2002/10/01,,    전자부품 제조업,5,-4.86,4.65,2.33,-73.76,-30.66,-6.29,57.75,-18.41,11.35,2.57,2.04,2.29,3.41,128,4919.65,0.89,1.33,1.14,23.21,11.13,15.27,23.9,15.73,32.79,0.04,0.05,2.33,4.32,4.15,5.05,205.03,178.14,49.34,13.19,50.53,749.53,3.74,111.79,25.74,66.43,8714.47,12.43,75.19,527.38,14.26,58.45,41.55,18.02
(주)새로닉스,042600,2016/12,2002/10/01,,    전자부품 제조업,5,-11,10.97,13.28,330.52,-10.73,17.57,-8.06,9.51,10.47,12.42,-0.66,9.14,13.61,553,4378.73,0.74,1.1,0.96,21.94,9.71,13.38,27.28,16.63,37.59,0.04,0.05,2,4.96,3.14,3.67,152.25,128.46,51.81,7.32,47.47,849.08,-2.1,116.02,21.32,67.81,15455.97,19.87,149.38,1857.9,28.41,35.02,64.98,43.73
(주)새로닉스,042600,2017/12,2002/10/01,,    전자부품 제조업,5,11.92,2.88,4.22,-59.41,-6.7,-0.33,14.72,17.28,15.8,4.51,4.18,3.48,5.09,224,4900.81,0.77,1.13,1,21.63,9.02,14.24,25.64,16.88,40.46,0.03,0.06,1.9,6.09,3.42,4.06,107.45,90.29,28.35,1.65,45.57,884.94,9.7,110.96,23.78,68.7,9868.26,12.33,102.22,2176.79,16.21,54.99,45.01,27.8
(주)새로닉스,042600,2018/12,2002/10/01,,    전자부품 제조업,5,6,7.56,2.65,-25.23,-6.5,-1.24,35.79,-9.73,13.67,3.18,2.16,2.47,3.68,168,5194.7,0.78,1.16,1.06,22.32,5.78,13.27,27.5,16.35,63.2,0.02,0.07,1.52,6.91,2.88,3.3,116.98,104.55,13.36,4.36,52.53,908.41,3.57,106.74,30.02,65.56,7954.66,9.24,88.13,5978.52,12.33,65.91,34.09,25.78
(주)새로닉스,042600,2019/12,2002/10/01,,    전자부품 제조업,5,-2.66,-4.53,-1.06,-82.8,8.23,-2.19,-9.97,38.34,12.02,0.56,1.26,0.42,0.63,29,5056.49,0.75,1.12,1.05,19.21,5.95,12.13,30.09,19,61.35,0.02,0.08,1.44,6.68,2.56,2.95,143.43,120.02,39.3,8.57,47.19,898.76,1.34,105.53,28.3,67.94,5947.45,7.24,60.88,1093.28,9.47,89.06,10.94,5.93
(주)새로닉스,042600,2020/12,2002/10/01,,    전자부품 제조업,5,-0.14,9.15,-6.09,0,-0.77,21.77,-22.82,5.65,9.89,-4.75,-1.35,-3.47,-5.51,-244,5049.37,0.73,1.16,0.96,16.07,7.31,11.27,32.4,22.71,49.96,0.02,0.08,1.52,6.45,3.04,3.76,71.64,55.64,6.42,-7.92,71.07,844.04,-3.83,136.84,20.01,58.45,2250.29,2.51,23.21,340.93,3.59,200.68,-100.68,-132.45
(주)서남,294630,2020/12,2020/02/20,,    기타 전기장비 제조업,5,-0.63,52.36,102.21,0,14.68,52.77,51.82,5.65,-72.79,-323.37,-33.9,-34.19,-50.26,-228,70.68,0.11,0.16,0.19,0.61,13.36,7.13,51.16,601.56,27.32,0,0.15,0.18,0.24,0.24,0.41,450.17,296.04,59.06,33.69,32.63,118.76,-90.43,75.18,43.31,75.4,-493.82,-3.08,-7.88,-17.51,-35.16,0,0,0
(주)서린바이오사이언스,038070,2011/12,2005/10/25,,    기타 전문 도매업,5,29.51,10.2,10.4,42.78,18.32,18.34,5.15,32.62,31.88,8.34,9.95,7.88,11.22,818,9177.79,0.94,1.34,2.38,12.69,4.74,16.27,22.44,28.76,77.06,0.01,0.86,1.27,3.79,1.57,1.79,474.97,409.68,47.63,46.5,42.18,1432.62,19.98,58.44,58.9,70.33,8675.47,19.81,76.78,1832.84,21.98,40.61,59.39,37.96
(주)서린바이오사이언스,038070,2012/12,2005/10/25,,    기타 전문 도매업,5,35.3,29.31,21.11,46.05,-0.8,5.71,45.78,15.96,33.61,9.01,12.18,9.58,14.12,1093,11607.31,1.06,1.57,2.88,13.95,4.46,18.6,19.63,26.17,81.81,0.01,0,1.32,4.74,1.68,1.92,307.26,273.67,16.03,44.79,51.81,1621.87,18.81,51.01,66.4,65.87,12142.58,21.44,108.32,2978.81,22.74,36.12,63.88,39.61
(주)서린바이오사이언스,038070,2013/12,2005/10/25,,    기타 전문 도매업,5,-20.97,4.63,10.03,-13.57,12.29,4.58,4.65,21.08,28.18,9.85,8.35,7.17,10.61,831,8439.27,0.73,1.08,2.17,9.28,3.27,11.25,32.45,39.31,111.75,0.01,0.77,0.87,3.55,1.1,1.24,472.92,413.09,39.26,52.37,44.35,1641.84,16.06,48.48,66.41,69.28,10868.29,18.34,86.34,3149.13,25.76,49.24,50.76,38.25
(주)서린바이오사이언스,038070,2014/12,2005/10/25,,    기타 전문 도매업,5,-13.13,0.51,3.78,-36.08,-1.86,2.36,-0.43,-20.14,33.44,7.25,5.54,4.47,6.35,511,7049.24,0.62,0.88,1.82,8.19,3.15,11.29,32.32,44.58,115.76,0.01,20.73,0.74,2.94,0.93,1.05,308.72,277.39,18.75,44.48,39.79,1638.43,9.37,47.82,65.79,71.54,9250.59,15.53,77.01,2984.02,25.24,59.25,40.75,28.72
(주)서린바이오사이언스,038070,2015/12,2005/10/25,,    기타 전문 도매업,5,10.36,8.41,6.36,-28.29,20.76,20.7,2.02,50.03,27.59,4.71,3.94,3.07,4.34,340,7132.51,0.65,0.92,1.8,8.14,3.52,11.5,31.75,44.84,103.55,0.01,5.98,0.76,2.97,1.02,1.17,277.67,236.24,21.38,39.62,42.49,1597.57,7.59,54.27,61.92,70.18,8487.51,13.15,57.81,3286.84,20.98,64.41,35.59,22.45
(주)서린바이오사이언스,038070,2016/12,2005/10/25,,    기타 전문 도매업,5,4.84,0.49,7.18,108.91,27.18,22.93,-13.32,48.59,27.3,9.38,3.68,6.15,8.48,667,7102.39,0.66,0.9,1.55,5.72,4.43,10.55,34.59,63.8,82.44,0.01,0,0.85,2.5,1.14,1.42,324.03,241.14,42.97,36.93,33.59,1626.22,74.48,62.24,53.41,74.85,11016.23,16.98,82.38,5761.81,25.97,49.86,50.14,36.13
(주)서린바이오사이언스,038070,2017/12,2005/10/25,,    기타 전문 도매업,5,-7.4,6.22,5.51,-53.62,41.21,28.59,-13.29,42.43,27.86,4.7,1.72,2.76,3.7,290,6089.37,0.59,0.79,1.14,3.66,5.05,9.16,39.87,99.84,72.21,0.01,0,0.89,1.72,1.21,1.82,240.51,139.44,20.7,25.47,34.49,1588.62,12.65,75.86,43.6,74.35,8722.87,12.66,32.56,4322.92,22.21,63.98,36.02,21.17
(주)서린바이오사이언스,038070,2018/12,2005/10/25,,    기타 전문 도매업,5,16.69,-0.16,3.83,28.71,-2.45,-1.08,1.03,12.23,26.9,5.18,2.74,3.45,4.55,346,6642.01,0.67,0.88,1.19,3.42,6.99,9.17,39.82,106.68,52.24,0.01,0.8,1.08,1.73,1.52,2.73,247.86,132.15,21.67,26.32,29.33,1541.75,27.38,72.27,44.12,77.32,9568,13.91,36.61,6149.69,20.88,57.44,42.56,24.84
(주)서린바이오사이언스,038070,2019/12,2005/10/25,,    기타 전문 도매업,5,10.22,13.33,10.83,249.86,-2.57,-5.74,37.5,-20.45,23.49,16.46,3.4,11.33,14.83,1144,6734.77,0.69,0.9,1.35,3.97,7.19,7.42,49.17,91.9,50.77,0.01,0.27,1.02,1.96,1.4,2.17,277.32,202.42,27.26,34.22,32.25,1572.02,160.21,61.47,53.52,75.61,16048.9,20.58,63.03,9079.28,31.77,34.14,65.86,51.8
(주)서린바이오사이언스,038070,2020/12,2005/10/25,,    기타 전문 도매업,5,20.52,-4.42,0.02,-43.55,-44.29,-0.05,-8.22,-4.12,24.34,7.71,6.55,6.16,7.96,610,7609.39,0.8,1.03,1.68,5.52,7.68,8.45,43.18,66.18,47.53,0.01,0.21,1.13,3.07,1.52,2.1,312.53,224.35,56.5,34.95,26.38,1474.08,517.39,61.43,51.4,79.13,12216.75,16.39,86.12,7794.77,20.07,47.23,52.77,38.42
(주)서부티엔디,006730,2011/12,1995/10/06,,    연료 소매업,5,6.7,10.45,1.81,0,210.19,7.97,42.78,-4.95,50.37,1.33,0.6,0.06,0.11,19,1276.89,0.05,0.08,0.05,89.23,29.9,15.64,23.34,4.09,12.21,0,0.01,0.28,0.68,0.59,0.59,87.68,87.2,21.14,-1.29,73.68,3186.06,0.88,157.7,9.2,57.58,10144.05,1.4,610.59,8491.8,30.4,40.05,59.95,4.38
(주)서부티엔디,006730,2012/12,1995/10/06,,    연료 소매업,5,22.72,16.7,3.91,-32.43,-79.02,18.83,-4.35,4.43,58.33,0.73,0.67,0.04,0.07,13,1566.98,0.05,0.1,0.06,109.92,16.71,19.58,18.64,3.32,21.85,0.15,0.01,0.18,0.91,0.63,0.63,25.41,25.26,7.16,-22.14,95.06,3310.69,0.7,180.35,7.54,51.27,12029,1.43,114.35,179.09,29.37,34.76,65.24,2.5
(주)서부티엔디,006730,2013/12,1995/10/06,,    연료 소매업,5,24.14,-3.24,-4.65,0,40.94,-0.94,-31.5,49.87,71.05,-40.28,1.32,-2.47,-4.85,-751,1777.07,0.06,0.12,0.07,106.91,15.84,23.39,15.6,3.41,23.05,0.09,0.01,0.22,2.69,0.95,0.96,39.47,38.96,11.55,-8.19,97.94,2883.66,0.9,187.37,5.34,50.52,21906,2.68,242.01,365.69,43.09,23.63,76.37,-93.47
(주)서부티엔디,006730,2014/12,1995/10/06,,    연료 소매업,5,7.32,5.09,0.05,0,94.64,2.11,58.05,-57.68,73.31,0.44,1.42,0.03,0.06,8,1741.23,0.07,0.13,0.07,134.4,19.19,28.47,12.82,2.72,19.02,0.11,0.01,0.3,1.68,0.97,0.98,50.51,50.33,4.45,-7.87,107.93,2633.98,1.05,191.23,8.03,48.09,22265.47,2.59,269.69,418.67,40.81,23.5,76.5,1.08
(주)서부티엔디,006730,2015/12,1995/10/06,,    상품 종합 도매업,5,0.81,2.4,-2.67,0,130.59,5.69,-35.39,-17.7,76.81,-24.02,1.53,-1.52,-3.25,-401,1602.01,0.06,0.14,0.07,249.93,18.85,42.17,8.66,1.46,19.36,0.08,0,0.21,0.77,0.97,0.97,16.8,16.73,2.17,-25.09,118.75,2339.76,1.31,207.67,5.07,45.71,8200.91,0.93,100.51,177.01,14.91,60.17,39.83,-161.12
(주)서부티엔디,006730,2016/12,1995/10/06,,    상품 종합 도매업,5,1.63,26.33,12.67,0,484.08,25.71,37.92,15.06,79.59,5.03,1.4,0.28,0.66,85,1628.11,0.06,0.13,0.06,261.61,20.49,48.36,7.55,1.4,17.81,0.09,0,0.16,0.16,1.06,1.06,19.26,19.19,1.16,-23.2,145.26,2636.2,1.39,231.7,5.53,40.77,29072.18,2.62,8.31,722.83,52.01,19.39,80.61,9.68
(주)서부티엔디,006730,2017/12,1995/10/06,,    상품 종합 도매업,5,2.94,35.38,6.86,0,52.22,29.05,143.51,111.06,15.35,-46.15,-1.01,-2.03,-5.67,-610,1676.05,0.04,0.12,0.05,161.83,14.9,26.96,13.54,2.26,24.5,0.08,0.01,0.14,0.08,0.55,0.55,56.64,56.46,12.9,-7.62,210.72,2050.42,-1.03,279.8,9.95,32.18,6267.35,0.42,0.71,90.8,10.89,178.57,-78.57,-423.75
(주)서부티엔디,006730,2018/12,1995/10/06,,    상품 종합 도매업,5,87.87,14.78,34.09,0,-2.85,17.04,-5.68,15.88,20.22,-9.6,0.13,-0.64,-1.83,-202,2084.1,0.07,0.19,0.07,207.56,18.53,35.45,10.3,1.76,19.7,0.09,0.01,0.23,0.12,0.74,0.75,38.23,38.08,3.7,-13.21,165.97,2500.16,0,244.23,8.18,37.6,61361.03,3.56,7.16,785.56,56.76,35.36,64.64,-16.91
(주)서부티엔디,006730,2019/12,1995/10/06,,    상품 종합 도매업,5,18.35,5.02,3.7,0,2.76,7.3,-20.59,17.47,30.11,0.04,0.94,0,0.01,1,2307.71,0.07,0.19,0.08,210.43,19.24,42.02,8.69,1.73,18.97,0.08,0.01,0.2,0.15,1.01,1.02,17.42,17.32,1.75,-29.31,169.36,2425.75,0.48,252.71,6.18,37.12,92639.55,5.11,10.52,1342.98,72.41,25.74,74.26,0.05
(주)서부티엔디,006730,2020/12,1995/10/06,,    일반 및 생활 숙박시설 운영업,5,-34.26,0.38,-3.68,0,-2.98,-2.24,40.25,-29.47,15.78,-20,-0.29,-0.93,-2.55,-300,1446.58,0.05,0.13,0.05,150.18,15.46,37.4,9.76,2.43,23.61,0.06,0.01,0.13,0.1,0.63,0.63,46.9,46.76,2.84,-9.78,180.73,2227.92,-0.21,256.48,8.64,35.62,49546.45,2.73,5.81,1516.65,58.91,36.95,63.05,-33.95
(주)서산,079650,2011/12,2005/01/21,,"    시멘트, 석회, 플라스터 및 그 제품 제조업",5,14.14,4.18,1.17,0,-4.08,-19.8,55.41,-0.79,16.05,1.73,2.2,1.57,1.76,1211,69970.99,0.91,1.02,1.51,13.46,7.02,35.99,10.14,27.12,52,0.01,0,1.84,5.11,2.27,2.73,466.83,402.31,93.38,37.37,13.76,1384.62,999999999,59.65,47.56,87.9,7221.06,22.92,134.75,272.33,25.8,82.33,17.67,6.71
(주)서산,079650,2012/12,2005/01/21,,"    시멘트, 석회, 플라스터 및 그 제품 제조업",5,61.41,18.67,14.36,728.73,21.58,6.17,32.45,26.92,20.54,8.88,14.78,11.65,13.52,10032,112942.12,1.31,1.52,2.65,19.23,7.71,33.51,10.89,18.98,47.35,0.02,0,2.09,7.61,2.59,3,375.53,325.8,135.9,38.95,18.05,1583.52,999999999,55.38,53.09,84.71,13420.95,35.9,205.99,418.62,29.71,57.59,42.41,29.9
(주)서산,079650,2013/12,2005/01/21,,"    시멘트, 석회, 플라스터 및 그 제품 제조업",5,-9.25,-0.34,4.91,-54.1,-6.55,0.09,-0.71,0.74,17.07,4.49,8.13,4.93,5.68,4604,102491.41,1.1,1.26,2.34,15.54,5.36,33.26,10.97,23.49,68.13,0.01,0,1.7,6.51,2.07,2.39,582.37,504.11,168.65,43.81,12.14,1661.29,402.95,52.83,52.89,89.17,11635.85,31.23,191.11,324.21,28.38,70.36,29.64,15.83
