회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율(IFRS),[제조]총자본증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]유형자산증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]재고자산증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본사업이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]1주당순이익(IFRS),[제조]1주당매출액(IFRS),[제조]총자본회전률(IFRS),[제조]자기자본회전률(IFRS),[제조]비유동자산회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]매출채권회전률(IFRS),[제조]매입채무회전률(IFRS),[제조]매입채무회전기간(IFRS),[제조]재고자산회전기간(IFRS),[제조]매출채권회전기간(IFRS),[제조]1회전기간(IFRS),[제조]운전자본회전률(IFRS),[제조]순운전자본회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]유동자산회전률(IFRS),[제조]당좌자산회전률(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]순운전자본비율(IFRS),[제조]부채비율(IFRS),[제조]자기자본배율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]비유동비율(IFRS),[제조]유동자산구성비율(IFRS),[제조]자기자본구성비율(IFRS),[제조]부가가치(IFRS),[제조]총자본투자효율(IFRS),[제조]설비투자효율(IFRS),[제조]기계투자효율(IFRS),[제조]부가가치율(IFRS),[제조]노동소득분배율(IFRS),[제조]자본분배율(IFRS),[제조]이윤분배율(IFRS)
(주)코아시아,045970,2016/12,2000/08/03,,    회사 본부 및 경영 컨설팅 서비스업,5,433.18,-14.79,-18.32,0,2564.08,-14.09,-29.35,0,-15.89,-66.14,-3.5,-4.31,-5.6,-434,588.49,0.07,0.08,0.07,0,11.8,0,0,0,30.94,0.03,0.08,0.41,73.55,1.53,1.53,15.89,15.89,3.2,-20.28,32.97,1250.87,-1.63,127.88,3.83,75.2,-1036.83,-0.78,-419.54,-2835.73,-11,0,0,0
(주)코아시아,045970,2017/12,2000/08/03,,"    그 외 기타 전문, 과학 및 기술 서비스업",5,-49.53,-0.03,12.98,0,-21.04,0.76,-19.8,0,86.85,83.04,-0.58,2.97,3.7,237,280.68,0.04,0.04,0.04,0,5.36,0,0,0,68.16,0.01,0.19,0.18,21.52,1.04,1.04,32,32,21.63,-6.53,17.66,1201.83,-0.33,114.04,3.07,84.99,9861.22,7.4,5053.47,0,207.2,31.37,68.63,40.07
(주)코아시아,045970,2018/12,2000/08/03,,"    그 외 기타 전문, 과학 및 기술 서비스업",5,15.27,-12.31,-10.99,0,-38.18,-12.7,0,0,93.78,-328.62,0.21,-14.42,-16.85,-944,291.17,0.04,0.05,0.05,0,4.91,0,0,0,74.31,0.01,0.2,0.36,34.75,1.34,1.34,44.85,44.85,29.03,-4.31,15.9,1027.54,0.22,111.84,3.5,86.28,-13348.89,-11.43,-11066.12,-78232.94,-243.32,0,0,0
(주)코아시아,045970,2019/12,2000/08/03,,"    그 외 기타 전문, 과학 및 기술 서비스업",5,1581.13,58.37,19.16,0,19576.01,26.67,931.68,0,11.38,16.84,5.35,10.29,14.06,771,4604.87,0.61,0.84,0.72,28.07,9.51,15.39,23.71,13,38.39,0.04,0.05,1.83,7.73,3.98,4.64,93.5,78.95,13.12,-1.59,54.04,949.41,0.06,118.89,22.82,64.92,19990.66,10.81,84.38,397.04,21.68,40.34,59.66,77.69
(주)코아시아,045970,2020/12,2000/08/03,,    반도체 제조업,5,205.67,3.1,-5.07,0,-5.85,-9.37,45.25,-5.17,6.72,-2.51,0.96,-3.76,-6.04,-328,10713.01,1.5,2.41,2.07,44.04,13.74,19.06,19.15,8.29,26.56,0.06,0.03,2.83,12.24,5.45,6.21,121.47,109.13,10.1,5.68,67.3,866.41,0.65,113.51,32.15,59.77,13261.11,6.95,59.57,314.67,4.7,109.65,-9.65,-53.32
(주)코아시아옵틱스,196450,2014/12,2014/06/02,,    사진장비 및 광학기기 제조업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)코아시아옵틱스,196450,2015/12,2014/06/02,,    사진장비 및 광학기기 제조업,5,0,0,0,0,0,0,0,0,3.36,-12.8,-5.28,-7.35,-9.5,-367,2865.44,0.57,0.74,1,15.1,4.41,6.75,54.09,24.17,82.75,0.02,0.08,0.95,2.78,1.35,1.48,239.68,218.26,35.96,24.78,29.26,772.49,-214.47,74.3,42.51,77.36,8216.68,8.72,45.5,71.36,15.19,85.09,14.91,-84.26
(주)코아시아옵틱스,196450,2016/12,2014/06/02,,    사진장비 및 광학기기 제조업,5,-49.53,-29.77,-51.46,0,-62.25,-28.76,-31.14,-70.69,-29.93,-181.94,-17.19,-61.92,-91.72,-2397,1321.53,0.34,0.5,0.59,11.79,3.48,6.02,60.65,30.96,104.93,0.01,0.11,0.49,2.04,0.81,0.87,100.97,97.13,0.01,0.4,87.02,319.45,-8.35,109.06,41.69,53.47,-40147.61,-60.67,-588.71,-1155.36,-147.11,0,0,0
(주)코아시아옵틱스,196450,2017/12,2014/06/02,,    사진장비 및 광학기기 제조업,5,-58.6,-1.25,26.69,0,-39.45,18.02,-28.21,-27.88,34.22,-146.94,4.32,-25.25,-41.4,-240,439.27,0.17,0.28,0.27,12.51,2.61,13.48,27.07,29.17,139.65,0.01,0.61,0.24,1.92,0.48,0.5,108.65,104.49,23.71,2.41,45.77,264.14,0.3,101.59,30.31,68.6,-14049.36,-21.5,-356.29,-2365.17,-124.34,0,0,0
(주)코아시아옵틱스,196450,2018/12,2014/06/02,,    사진장비 및 광학기기 제조업,5,-26.26,-12.46,-13.08,0,-1,-8.01,-22.68,16.82,-9.51,-110.03,-0.64,-14.96,-21.88,-106,96.74,0.14,0.2,0.19,10.16,1.74,22.12,16.5,35.94,209.48,0,0,0.24,1.88,0.47,0.5,88.74,83.62,23.22,-3.4,46.81,221.2,-2.24,107.51,26.77,68.12,-9434.27,-16.49,-214.47,-975.04,-113.22,0,0,0
(주)코아시아옵틱스,196450,2019/12,2014/06/02,,    사진장비 및 광학기기 제조업,5,724.47,71.5,89.83,0,132.09,44.61,145.06,511.85,17.44,-1.9,5.08,-1.68,-2.31,-10,563.46,0.88,1.22,1.34,21.83,10.13,13.99,26.09,16.72,36.05,0.04,0.06,1.5,9.41,2.6,2.95,172.88,147.96,21.2,16.13,32.63,271.99,0.36,81.9,38.25,75.4,6612.98,6.74,68.6,131.4,9.63,103.38,-3.38,-19.72
(주)코아시아옵틱스,196450,2020/12,2014/06/02,,    사진장비 및 광학기기 제조업,5,17.38,-13.42,-11.71,0,-12.5,-11.36,-16.76,-8.06,3.2,-15.08,-8.16,-13.29,-17.46,-86,564.42,0.88,1.16,1.41,15.53,8.17,8,45.64,23.5,44.68,0.04,0.06,1.48,8.43,2.35,2.76,170.77,143.58,13.75,15.24,30.05,226.75,-30.03,82.22,36.78,76.89,-4429.53,-5.22,-49.65,-96.79,-5.49,0,0,0
(주)코아에스앤아이,052350,2011/12,2001/07/20,2012/04/17,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,-22.55,-69.3,-75.8,0,-95.53,-60.7,-82.19,0,2.79,-374.39,-75.75,-95.79,-114.31,0,874.42,0.26,0.31,0.4,0,17.22,20.61,17.71,0,21.19,0.29,0,0.59,1.78,0.71,0.71,166.09,166.09,0.05,9.25,43.84,223.22,999999999,110.41,23.24,69.52,-18870.74,-169.09,-6450.18,0,-310.43,0,0,0
(주)코엔텍,029960,2011/12,2004/06/18,,    폐기물 처리업,5,17,6.82,7.88,133.07,-2.08,-1.45,112.85,0.15,29.15,16.81,8.99,6.71,7.73,90,531.52,0.4,0.46,0.45,696.45,6.78,54.52,6.69,0.52,53.86,0.02,0,2.14,0.59,3.64,3.66,181.31,180.62,95.62,6.47,14.71,239.87,105.67,98.17,14.42,87.17,14794.23,21.51,33.83,141.74,55.67,28.89,71.11,30.2
(주)코엔텍,029960,2012/12,2004/06/18,,    폐기물 처리업,5,19.75,13.47,13.17,81.03,-1.56,-0.92,98.82,-13.89,38.63,25.41,13.45,11.02,12.65,162,636.48,0.43,0.5,0.54,895.53,7.86,65.38,5.58,0.41,46.45,0.02,0,1.53,0.72,2.15,2.15,302.68,302.18,229.85,16.92,15.01,271.47,5436.04,85.94,25.28,86.95,19447.85,24.92,46.1,191.94,61.11,23.55,76.45,41.59
(주)코엔텍,029960,2013/12,2004/06/18,,    폐기물 처리업,5,-0.33,10,11.31,-6.74,3.81,10.69,7.95,23.16,35.14,23.78,10.36,9.2,10.52,152,634.37,0.39,0.44,0.52,864.43,7.38,66.74,5.47,0.42,49.43,0.02,0,1.16,0.71,1.55,1.55,307.27,306.69,231.13,16.73,13.65,302.18,999999999,85.46,24.81,87.99,19101.57,22.25,43.32,166.46,60.22,26.27,73.73,39.49
(주)코엔텍,029960,2014/12,2004/06/18,,    폐기물 처리업,5,8.78,12.08,9.22,14.78,28,22.37,-19.13,27.93,37.62,25.09,11.42,9.51,10.96,174,690.05,0.38,0.44,0.48,747.51,7.25,72.8,5.01,0.49,50.33,0.02,0,1.25,0.67,1.79,1.8,179.89,179.35,114.64,7.95,16.62,330.04,999999999,95.75,17.9,85.75,20964.84,21.79,46,148.51,60.76,28.29,71.71,41.3
(주)코엔텍,029960,2015/12,2004/06/18,,    폐기물 처리업,5,-1.71,25.08,6.54,-23.3,54.78,35.75,-23.88,26.28,34.32,19.58,7.58,6.13,7.79,133,678.28,0.31,0.4,0.36,578.55,6.68,79.39,4.6,0.63,54.64,0.02,0,1.32,0.46,2.24,2.24,114.16,113.59,20.05,1.35,36.92,351.61,719.23,122,10.89,73.04,17519.16,14.56,19.63,45.84,51.66,37.86,62.14,37.9
(주)코엔텍,029960,2016/12,2004/06/18,,    폐기물 처리업,5,43.26,18.73,14.46,111.38,-1.45,-0.58,176.69,-23.33,39.59,28.89,11.73,10.66,14.89,282,971.68,0.37,0.52,0.45,840.64,7.68,89.29,4.09,0.43,47.54,0.02,0,1.38,0.54,1.97,1.97,370.97,370.46,274.75,18.54,42.03,402.46,41.39,105.98,25.38,70.41,29568.86,20.69,33.81,76.14,60.86,25.96,74.04,47.47
(주)코엔텍,029960,2017/12,2004/06/18,,    폐기물 처리업,5,10.34,12.18,13.15,2.43,-6.25,-4.53,61.29,-23.78,39.95,26.82,11.57,9.48,13.41,289,1072.14,0.35,0.5,0.51,1212.85,7.18,69.24,5.27,0.3,50.87,0.02,0,0.91,0.62,1.13,1.13,431.68,431.4,338.65,28.04,40.81,455.38,39.59,89.41,36.5,71.02,37117.52,23.16,45.18,109.98,69.24,22.48,77.52,38.73
(주)코엔텍,029960,2018/12,2004/06/18,,    폐기물 처리업,5,19.86,21.85,30.66,152.09,-8.63,-19.62,93.99,20.55,48.69,56.4,23.95,20.38,27.6,728,1285.05,0.36,0.49,0.7,1523.87,8.13,77.66,4.7,0.24,44.88,0.02,0,0.63,0.81,0.75,0.75,671.22,670.94,547.71,49.45,31.31,594.97,68.95,55.01,58.11,76.15,45576.42,23.33,61.14,151.79,70.93,16.53,83.47,79.52
(주)코엔텍,029960,2019/12,2004/06/18,,    폐기물 처리업,5,10.68,1.49,2.73,-33.43,-6.44,-2.2,4.15,-17.2,45.82,33.93,15.43,12.26,16,485,1422.28,0.36,0.47,0.88,1688.08,8.54,96.49,3.78,0.22,42.75,0.03,0,0.54,0.97,0.61,0.61,694.42,694.2,203.17,51.05,29.73,611.22,75.88,52.37,59.63,77.09,51865.54,26.16,75.43,190.72,72.93,16.02,83.98,46.52
(주)코엔텍,029960,2020/12,2004/06/18,,    폐기물 처리업,5,-0.4,-3.43,-0.93,5.85,15.92,14.97,-15.88,12.61,51.82,36.06,16.62,13.11,16.79,513,1416.6,0.36,0.47,0.82,1745.94,8.83,112.28,3.25,0.21,41.34,0.03,0,0.57,0.92,0.65,0.65,631.27,631,31.51,43.72,26.45,605.56,97.69,60.77,51.94,79.08,50661.5,26.46,68.86,213.21,71.53,18.73,81.27,50.41
(주)코원플레이,056000,2011/12,2003/07/11,,    영상 및 음향기기 제조업,6,-55.46,-7.89,-23.39,0,-0.6,-3.2,-9.96,-34.89,3.99,-21.61,-16.19,-16.71,-22.14,-1152,5005.14,0.77,1.02,2.47,2.21,4.46,38.41,9.5,164.9,81.85,0,0,0.93,5.25,1.13,2.29,478.29,275.72,53.48,53.65,46.46,847.72,-20.49,47.12,67.83,68.28,-3961.48,-5.92,-38.66,-438.05,-7.34,0,0,0
(주)코원플레이,056000,2012/12,2003/07/11,,    영상 및 음향기기 제조업,6,-44.21,-14.38,-26.83,0,-5.39,-8.46,-17.18,-36.88,-6.93,-41.06,-19.26,-19.9,-31.24,-1226,2792.46,0.48,0.76,1.46,1.92,4.14,51.49,7.09,190.11,88.19,0,0,0.57,3.02,0.73,1.17,288.68,195.5,42.63,42.88,71.37,620.32,-14.58,58.94,65.6,58.35,-7189.67,-12.55,-74.96,-718.69,-23.88,0,0,0
(주)코원플레이,056000,2013/12,2003/07/11,,    영상 및 음향기기 제조업,6,-27.44,-1.02,-1.53,0,47.59,55.15,-30.46,-20.72,5.41,-25.69,-13.8,-9.84,-16.91,-556,2026.15,0.38,0.66,0.87,2.01,4.73,54.18,6.74,181.76,77.17,0,0,0.44,1.82,0.69,1.04,111.98,70.77,14.72,4.93,72.27,610.82,-7.39,92.87,46.09,58.05,-394.05,-0.69,-2.78,-58.35,-1.8,0,0,0
(주)코원플레이,056000,2014/12,2003/07/11,,    영상 및 음향기기 제조업,6,8.74,-0.53,-2.33,0,-2.2,-3.58,3.04,-30.13,22.26,-3.58,2.36,-1.5,-2.61,-84,2203.22,0.42,0.73,0.79,2.91,5.22,53.36,6.84,125.57,69.91,0.01,0,0.47,1.68,0.89,1.29,113.13,84.9,17.15,5.54,75.44,596.59,0.55,91.68,47.74,57,3670.93,6.51,26.57,741.37,15.45,49.72,50.28,-23.16
(주)코원플레이,056000,2015/12,2003/07/11,,    영상 및 음향기기 제조업,6,-39.74,-37.64,-52.34,0,-2.63,-19.89,-57.07,-36.99,-11.27,-130.76,-13.12,-40.86,-78.83,-1843,1327.75,0.31,0.6,0.54,2.61,3.86,28.42,12.84,139.7,94.63,0,0,0.35,1.04,0.74,1.04,59.29,37.57,13.53,-22.57,129.54,284.36,-7.01,154.09,32.87,43.56,-15163.5,-43.09,-112.42,-5132.18,-105.92,0,0,0
(주)코원플레이,056000,2016/12,2003/07/11,,    영상 및 음향기기 제조업,6,109.45,22.86,26.88,0,-96.52,-92.59,258.64,3.97,34.81,-26.67,-14.33,-20.4,-45.99,-635,2378.32,0.76,1.72,2.36,6.94,9.45,95.07,3.84,52.59,38.61,0.01,0,0.62,4.25,1.13,1.35,174.43,155.91,18.02,40.94,122.26,277.54,-8.25,9,95.95,44.99,-4012.07,-9.28,-1183.91,-1325.24,-13.38,0,0,0
(주)코원플레이,056000,2017/12,2003/07/11,,    소프트웨어 개발 및 공급업,6,-4.06,-46.68,5.97,0,-80.41,553.06,-72,0,45.4,3.75,4.08,3.26,5.39,77,2052.4,0.87,1.44,4.36,13.06,10.01,388.8,0.94,27.94,36.45,0.02,0,0.73,101.39,1.08,1.18,638.86,638.86,161.05,42.51,11.83,294.11,4.5,55.47,50.4,89.42,5123.86,22.23,5512.34,0,17.81,53.86,46.14,21.07
(주)코원플레이,056000,2018/12,2003/07/11,,    소프트웨어 개발 및 공급업,6,-31.47,-2.95,-2.54,0,32.97,0,-5.86,0,48.77,-3.17,-2.97,-2.75,-3.07,-45,1406.58,0.87,0.97,1.72,0,14.18,0,0,0,25.74,0.04,0.07,1.52,182.08,1.75,1.75,662.26,662.26,136.39,41.5,11.35,286.63,-288.7,56.92,48.89,89.8,999.54,4.47,808.69,0,5.07,148.27,-48.27,-62.45
(주)코원플레이,056000,2019/12,2003/07/11,,    소프트웨어 개발 및 공급업,6,-24.29,-11.47,-13.42,0,-17.16,-35.34,13.49,0,45.35,-21.57,2.09,-15.27,-17.18,-229,1064.88,0.71,0.8,1.59,0,12.78,0,0,0,28.57,0.04,0.08,1.1,132.1,1.28,1.28,597.96,597.96,237.16,52.19,13.87,246.05,11.43,42.51,62.67,87.82,-1750.44,-8.84,-1709.64,0,-11.73,0,0,0
(주)코원플레이,056000,2020/12,2003/07/11,,    소프트웨어 개발 및 공급업,6,-17.23,152.31,45.06,0,108.76,-20.01,254.96,0,48.41,-22.53,7.15,-7.98,-13.06,-191,873.92,0.35,0.58,1.86,10.62,9.63,0,0,34.38,37.9,0.01,0.05,0.3,78.16,0.44,0.46,179.61,170.12,95.44,39.08,98.06,255.85,12.66,23.44,88.16,50.49,-1407.82,-2.82,-658.67,-2066.52,-11.4,0,0,0
(주)코윈테크,282880,2019/12,2019/08/05,,    특수 목적용 기계 제조업,5,18.57,184.62,388.76,64.12,100.92,90.41,232.72,-89.18,29.69,18.63,26.9,21.85,27.29,2174,130146.2,1.17,1.47,4.6,87.84,4.11,124.24,2.94,4.16,88.86,0.01,0,1.3,5,1.57,1.6,759.82,758.09,139.55,67.2,11.35,2264.7,129.67,25.18,77.39,89.81,32072.33,27.9,133.8,8393.52,35.2,38.54,61.46,52.91
(주)코윈테크,282880,2020/12,2019/08/05,,    특수 목적용 기계 제조업,5,-55.84,8.82,-5.19,-93.48,20.7,47.71,-2.55,4048.08,18.75,2.75,-0.36,0.92,1.1,123,4348.17,0.34,0.4,1.25,9.35,1.43,18,20.28,39.04,255.06,0,0,0.38,1.5,0.46,0.48,320.55,289.49,62.5,47.69,27.8,2116.11,-10.86,39.23,69.31,78.25,8575.81,6.86,35.39,1208.43,21.32,93.41,6.59,12.9
(주)코이즈,121850,2012/12,2012/09/27,,    플라스틱제품 제조업,5,29.03,39.81,108.77,24.75,9.4,13.82,84.56,22.86,39.82,19.71,23.77,17.57,27.56,1331,7779.93,0.89,1.4,1.58,47.16,5.45,28.37,12.87,7.74,67.03,0.02,0.04,1.36,1.86,2.05,2.14,328.59,316.48,198.47,33.74,35.22,1036.31,20.58,69.64,48.5,73.95,17822.22,38.85,101.71,210.29,50.8,36.6,63.4,38.79
(주)코이즈,121850,2013/12,2012/09/27,,    플라스틱제품 제조업,5,-32.01,28.01,-4.87,0,36.94,28.13,27.87,123.7,21.2,-2.1,2.51,-0.96,-1.51,-77,3642.35,0.46,0.72,0.88,17.96,3.27,21.31,17.13,20.32,111.47,0.01,0,0.73,1.02,0.94,0.99,381.21,356.62,155.04,35.74,81.95,985.84,2.59,93.8,48.45,54.96,8516.92,14.5,36,79.24,35.71,75.56,24.44,-5.87
(주)코이즈,121850,2014/12,2012/09/27,,    플라스틱제품 제조업,5,16.02,-0.43,0.61,0,9.28,6.88,-8.21,-0.94,18.6,0.98,1.09,0.46,0.84,44,4226.03,0.47,0.85,0.88,15.15,2.52,28.71,12.71,24.09,144.6,0.01,0,0.71,0.98,1.01,1.09,163.68,152.29,34.66,17.38,80.07,991.85,0.41,99.65,44.66,55.53,9125.39,15.61,36.87,97.62,32.98,62.75,37.25,2.97
(주)코이즈,121850,2015/12,2012/09/27,,    플라스틱제품 제조업,5,-17.2,-0.34,-8.64,0,-0.65,15.55,-20.02,3.42,15.8,-12.5,-3.13,-4.91,-9.22,-303,2362.29,0.39,0.74,0.66,12.39,2.26,21.89,16.68,29.45,161.63,0.01,0,0.56,0.78,0.97,1.06,111.24,101.23,47.66,3.62,96.43,611.77,-2.81,126.03,35.84,50.91,4403.14,7.56,17.4,44.42,19.22,101.18,-1.18,-65.06
(주)코이즈,121850,2016/12,2012/09/27,,    플라스틱제품 제조업,5,26.47,-9.08,0.02,0,-28.81,-11.66,-4.45,125.15,17.08,4.64,0.66,2.41,4.53,141,2916.17,0.52,0.98,0.82,9.48,3.91,15.39,23.72,38.5,93.43,0.01,0,0.74,1.16,1.42,1.67,106.11,83.61,26.38,2.17,78.56,597.33,0.64,111.3,37.67,56,9537.26,18,46.54,121.76,32.91,54.77,45.23,14.08
(주)코이즈,121850,2017/12,2012/09/27,,    플라스틱제품 제조업,5,-27.24,-17.81,-25.36,0,-6.88,-10.3,-30.24,-15.17,-15.55,-46.23,-17.1,-20.19,-37.61,-977,2001.6,0.44,0.81,0.67,5.39,4,14.4,25.35,67.71,91.27,0.01,0,0.58,1.05,1.24,1.62,71.7,53.21,38.24,-12.62,96.62,420.58,-18.23,133.76,31.97,50.86,-2584.47,-5.93,-13.54,-38.19,-12.26,0,0,0
(주)코이즈,121850,2018/12,2012/09/27,,    플라스틱제품 제조업,5,-19.28,-10.72,-40.72,0,-3.43,-9.1,-14.18,-14.46,-7.07,-58.58,-20.66,-24.18,-56.51,-969,1615.6,0.41,0.96,0.6,5.11,11.6,14.5,25.17,71.44,31.45,0.01,0.45,0.49,0.89,1.32,1.77,48.34,35.92,16.15,-32.85,196.12,249.31,-12.25,205.11,30.73,33.77,-2864.32,-7.37,-16.03,-52.38,-16.83,0,0,0
(주)코이즈,121850,2019/12,2012/09/27,,    플라스틱제품 제조업,5,90.17,-18.66,19.15,0,-16.04,-33.82,15.51,26.92,13.24,-2.42,-3.19,-2.22,-5.44,-60,2434.65,0.92,2.25,1.45,9.29,22,19.49,18.72,39.3,16.59,0.03,0.08,0.99,1.88,2.51,3.45,93.23,66.9,27.7,-3.17,102.14,203.03,-1.61,113.92,43.64,49.47,6170.28,19.51,39.55,136.95,19.07,70.36,29.64,-12.68
(주)코이즈,121850,2020/12,2012/09/27,,    플라스틱제품 제조업,5,8.18,2.45,-10.88,0,-9.64,-11.29,20.18,-29.37,13.59,-5.04,3.08,-5.51,-11.92,-116,2271.49,1.09,2.37,2.08,10.53,17.26,21.19,17.23,34.67,21.14,0.03,0.15,1.25,2.34,2.3,2.95,152.56,127.24,76.32,17.64,132.37,180.93,3.16,113.4,51.2,43.03,4826.69,14.9,34.27,138.99,13.79,97.83,2.17,-36.54
(주)코콤,015710,2011/12,1997/09/30,,    통신 및 방송 장비 제조업,5,12.37,-3.22,5.85,154.93,-27.3,-10.19,8.17,-3.12,26.97,4.16,4.14,3.67,5.31,210,4619.17,0.88,1.28,1.47,7.11,3.39,7.2,50.68,51.34,107.54,0.01,0.3,1.37,2.76,2.2,3.18,199.49,141.13,3.17,21.16,38.43,744.32,12.65,79.69,42.43,72.24,10998.53,12.18,46.92,11446.66,13.58,58.16,41.84,30.6
(주)코콤,015710,2012/12,1997/09/30,,    통신 및 방송 장비 제조업,5,2.83,12.6,4.34,2.04,1.32,13.88,10.85,2.63,25.97,4.12,6.23,3.58,5.15,215,4749.7,0.87,1.25,1.5,7.33,3.62,8.04,45.41,49.79,100.86,0.01,0.34,1.33,3.35,2.06,2.87,169.82,123.83,1.79,17.18,49.38,776.64,34.92,86.98,41.77,66.94,11203.39,11.02,45.06,15466.6,13.46,55.39,44.61,30.66
(주)코콤,015710,2013/12,1997/09/30,,    통신 및 방송 장비 제조업,5,14.35,9.56,3.69,-6.77,1.35,17.22,-1.12,10.08,24.02,3.36,4.82,3.01,4.62,200,5431.41,0.89,1.37,1.48,7.88,3.96,7,52.13,46.32,92.07,0.01,0.21,1.34,3.78,2.25,3.16,127.41,89,2.43,8.11,57.84,805.27,11.73,98.33,37.7,63.35,12313.98,11.05,48.59,16074.01,12.93,55.38,44.62,26
(주)코콤,015710,2014/12,1997/09/30,,    통신 및 방송 장비 제조업,5,8.74,-5.12,6.87,78.43,-1.03,-0.62,-12.56,-0.91,26.15,5.52,8.94,5.26,7.83,357,5906.19,0.95,1.42,1.5,8.21,4.38,8.96,40.76,44.44,83.26,0.01,0.27,1.67,4.11,2.63,3.87,291.47,191.88,26.99,22.82,40.13,860.6,17.8,91.44,34.75,71.36,17606.93,16.66,70.22,34151.07,17.01,38.75,61.25,32.45
(주)코콤,015710,2015/12,1997/09/30,,    통신 및 방송 장비 제조업,5,6.97,4.14,17.84,29.51,-0.51,-1.57,14.85,25.96,28.05,6.68,9.21,6.86,9.01,449,6317.84,1.03,1.35,1.62,7.81,5.51,14.23,25.66,46.72,66.3,0.01,0,2.1,4.43,2.81,4.38,300.8,188.08,31.64,25.58,23.83,1014.16,45.73,76.38,38.32,80.75,19829.12,18.01,79.58,74815.56,17.9,44.16,55.84,37.32
(주)코콤,015710,2016/12,1997/09/30,,    통신 및 방송 장비 제조업,5,2.83,7,5.82,-2.41,20.98,6.95,7.07,7.9,27.49,6.34,7.78,6.34,7.89,435,6496.8,1,1.24,1.62,6.93,5.03,11.64,31.37,52.66,72.6,0.01,3.09,1.93,4.13,2.61,4.18,272.08,169.33,9.03,24.25,25.2,1073.23,136.64,77.2,38.34,79.87,17825.32,15.13,72.56,304290.12,15.65,43.57,56.43,40.51
(주)코콤,015710,2017/12,1997/09/30,,    통신 및 방송 장비 제조업,5,25.64,9.43,8.75,48.51,-1.09,0.26,24.18,-20.54,25.04,7.49,10.31,8.7,10.92,646,8162.3,1.16,1.46,1.97,9.35,5.33,12.57,29.04,39.04,68.48,0.01,0.47,2.09,4.76,2.83,4.05,290.44,220.25,50.67,28.53,25.99,1167.17,192.51,71.17,43.51,79.37,22056.3,17.11,90.53,275703727.75,15.41,38.59,61.41,48.62
(주)코콤,015710,2018/12,1997/09/30,,    통신 및 방송 장비 제조업,5,14.34,14.53,10.56,29.38,3.99,0.59,32.63,7.95,27.33,8.48,12.55,10.04,12.88,836,9333.03,1.18,1.52,2.24,11.61,5.17,12.04,30.31,31.44,70.66,0.01,0.21,1.85,5.37,2.51,3.2,278.08,223.38,50.16,32.27,30.51,1290.44,254.28,64.75,50.39,76.62,29975.19,20.31,119.77,374689928,18.32,37.43,62.57,46.29
(주)코콤,015710,2019/12,1997/09/30,,    통신 및 방송 장비 제조업,5,-18.16,-0.13,4.24,-40.77,-1.08,0.36,-0.62,-24.45,28.33,6.14,9.19,5.57,7.11,495,7638.33,0.91,1.16,1.82,10.43,4.27,9.9,36.86,35,85.42,0.01,0.21,1.36,4.33,1.81,2.18,336.97,286.58,98.15,35.26,25.03,1345.16,192.48,62.34,50.14,79.98,26462.56,17.95,88.68,330782008.13,19.76,42.43,57.57,31.06
(주)코콤,015710,2020/12,1997/09/30,,    통신 및 방송 장비 제조업,5,-11.18,2.61,3.89,-11.44,20.67,8.08,-2.84,5.9,25.9,6.12,7.41,4.87,6.05,438,6784.2,0.8,0.99,1.56,10.45,4.91,10.55,34.6,34.92,74.38,0.01,0.21,1.27,3.51,1.63,1.93,357.89,299.56,141.35,34.21,23.49,1397.55,152.57,64.86,47.48,80.98,22341.34,14.77,76.19,279266785.25,18.79,47.02,52.98,32.58
(주)코텍,052330,2011/12,2001/07/10,,    영상 및 음향기기 제조업,5,6.25,2.17,14.01,32.04,-1.54,2.14,2.18,-8.21,25.67,13.29,13,12.77,16.43,1675,12597.22,0.96,1.24,2.73,6.42,3.46,14.43,25.3,56.89,105.41,0.01,0,1.14,3.56,1.48,1.93,443.21,346.19,8.39,50.16,22.07,2171.9,117.26,43.01,64.77,81.92,34791.43,20.61,77.98,2284.58,21.69,32.15,67.85,61.28
(주)코텍,052330,2012/12,2001/07/10,,    영상 및 음향기기 제조업,5,1.56,3.76,11.21,-18.79,-1.3,-1.15,6.43,38.52,26.33,10.63,13.47,10.07,11.86,1350,12700.27,0.95,1.12,2.76,5.71,3.64,16.43,22.22,63.94,100.19,0.01,0,1.22,3.67,1.44,1.93,653.3,467.19,45.06,56.27,13.89,2389.16,553.79,38.23,66.44,87.8,37575.21,21.45,85.61,4371.35,23.06,42.04,57.96,46.08
