,회사명,거래소코드,회계년도,상장일,상장폐지일,삭제여부,사유,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용)
6712,(주)클루넷,67130,Dec-11,2002-06-17,2012-06-08,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  영상ㆍ오디오 기록물 제작 및 배급업,4,0,0,0,0,0,0,0,0,11.77,-72.35,-70.14,-94.44,-263.65,-2754,3574.57,1.31,3.64,2.97,7150.37,3.89,7.48,48.82,0.05,93.86,0.02,0,1.17,2.33,2.33,101.06,101.03,16.66,179.17,0.59,196.19,122.49,56.12,35.82,-4651.2,-33.69,-342.22,-377.22,-25.81,0,0,0,13.26,-21.05
6753,(주)태경피엔에스,235090,Dec-16,2016-03-16,2018-05-09,삭제,(코넥스),  기타 기계 및 장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754,(주)태경피엔에스,235090,Dec-17,2016-03-16,2018-05-09,삭제,(코넥스),  기타 기계 및 장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789,(주)태창파로스,39850,Dec-11,2000-07-11,2015-05-19,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  도매 및 상품 중개업,4,18.78,-28.62,2.61,36.6,79.63,77.53,0,27.11,27.18,1.81,3.89,1.56,2.86,11,444.91,0.86,1.58,1.84,14.33,10.17,16.31,22.37,25.48,35.89,0.03,0.12,1.14,1.62,1.82,319.82,288.21,42.05,64.64,40.52,71.37,67.58,58.96,60.74,616.88,2.97,136.64,228.7,3.99,0,0,45.5,28.55,1.48
6790,(주)태창파로스,39850,Dec-12,2000-07-11,2015-05-19,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  도매 및 상품 중개업,4,0,0,0,0,0,0,0,0,13.27,-44.45,-7.63,-26.78,-47.82,-137,381.62,0.6,1.52,1.76,19.78,5.17,16.85,21.67,18.45,70.54,0.01,0.12,0.48,0.92,0.96,111.33,106.18,1.89,152.29,6.7,56.08,86.2,65.84,39.64,-1496.38,-6.37,-450.31,-702.55,-10.57,0,0,0,42.6,-21.87
6791,(주)태창파로스,39850,Dec-13,2000-07-11,2015-05-19,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  도매 및 상품 중개업,4,-25.4,-26.37,-26.11,-27.25,-24.94,-29.94,0,0.17,10.17,-67,-30.9,-53.16,-76.61,-317,237.28,0.79,1.14,1.12,14.74,5.57,12.4,29.44,24.76,65.48,0.02,0.13,1.39,2.71,3.32,113.47,88.13,1,41.55,3.4,68.89,101.01,28.64,70.65,-5383.45,-48.03,-2200.4,-3640.32,-50.98,0,0,0,36.6,-81.22
6792,(주)태창파로스,39850,Dec-14,2000-07-11,2015-05-19,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  도매 및 상품 중개업,4,-21.39,-47.3,-29.72,-30.85,-49.36,-33.68,0,-42.52,18.33,-59.55,-15.39,-52.15,-82.88,-204,342.09,0.88,1.39,1.22,14.71,9.61,12.21,29.9,24.82,38,0.03,0.08,1.41,3.11,3.94,58.72,47.36,0.95,93.29,-19.31,32.62,140.19,27.47,51.74,-3536.03,-45.62,-2742.59,-7291.39,-42.6,0,0,0,44.44,-13.82
6793,(주)터보테크,32420,Dec-11,1997-04-22,2015-01-27,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-14.85,23.98,1.71,-5.91,-5.69,-23.98,0,473.79,-10.85,-34.77,-4.21,-8,-23.27,-68,180.58,0.23,0.67,0.31,16.75,6.09,9.93,36.75,21.79,59.92,0.02,0.08,0.27,0.86,0.9,39.89,35.87,2.72,190.72,-36.08,52.37,221.13,23.94,34.4,7112.35,16.03,107.8,118.95,67.58,85.24,14.76,-51.45,1.05,-1.36
6794,(주)터보테크,32420,Dec-12,1997-04-22,2015-01-27,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,62.22,-6.22,69.31,68.61,95.22,66.38,0,-85.37,21.46,-68.65,-10.09,-19.67,-50.78,0,195.34,0.29,0.75,0.38,27.83,7.28,14.68,24.86,13.11,50.12,0.03,0.05,0.35,1.21,1.26,41.71,41.34,5.19,147.14,-33.02,53.26,188.76,23.62,40.46,246.84,0.33,4.18,4.85,1.45,1687.31,-1587.31,-4748.45,1.59,-2.91
6795,(주)터보테크,32420,Dec-13,1997-04-22,2015-01-27,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,28.12,-48.04,-38.17,-31.93,-62.93,-11.77,0,-19.92,45.39,-102.35,-0.02,-35.61,-109.69,-199,187.84,0.35,1.05,0.47,155.17,6.71,15.3,23.85,2.35,54.36,0.03,0.01,0.44,1.32,1.33,65.67,65.14,3.88,341.64,-16.01,18.72,306.41,30.62,22.64,-8529.1,-16.75,-157.72,-171.8,-38.99,0,0,0,2.77,-0.3
6796,(주)테라리소스,53320,Dec-11,2002-01-04,2014-02-07,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  도매 및 상품 중개업,4,0,0,0,0,0,0,0,0,3.83,-57.38,-2.77,-6.89,-7.28,-12,28.44,0.12,0.19,0.18,13.39,2.66,21.73,16.79,27.27,137.43,0.01,0,0.18,0.38,0.39,86.71,84.24,26.36,57.59,-4.83,158.39,107.89,31.54,63.46,-1191.58,-2.1,-14.57,0,-17.48,0,0,0,0.83,-1.43
6797,(주)테라리소스,53320,Dec-12,2002-01-04,2014-02-07,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  도매 및 상품 중개업,4,120.11,-6.28,-4.78,-26.14,-15.13,-72.51,0,-69.68,3.05,-62.61,-12.88,-19.05,-23.23,-34,62.22,0.3,0.46,0.4,45.22,9.33,83.78,4.36,8.07,39.12,0.02,0,0.55,1.32,1.35,42.95,41.6,1.77,44.07,-15.59,133.63,127.16,11.74,69.41,-6219.73,-14.84,-81.13,0,-41.45,0,0,0,1.89,-6.52
6808,(주)테라텍,151750,Dec-13,2013-07-01,2016-02-23,삭제,(코넥스),  기타 기계 및 장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6809,(주)테라텍,151750,Dec-14,2013-07-01,2016-02-23,삭제,(코넥스),  기타 기계 및 장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6903,(주)트라이써클,34010,Dec-11,2000-04-27,2013-02-21,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-8.4,-41.17,160.14,105.6,198.7,-11.14,0,-35.79,41.19,-45.57,-20.39,-24.66,-64.8,-418,943.57,0.54,1.49,0.67,33.55,20.28,0,0,10.88,18,0.03,0.02,0.83,2.75,3,39.24,36.57,2.49,145.99,-21.31,180.16,212.14,13.76,40.65,64.23,0.17,3.17,6.22,0.42,6778.99,-6678.99,-10809.51,5.56,-4.8
6904,(주)트레이스,52290,Dec-11,2001-05-31,2018-10-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-2.76,-1.3,21.41,53.63,97.66,91.65,0,93.91,21.86,-11.74,2,-5.01,-11.77,-195,1337.35,0.43,1,0.9,4.05,4.64,13.71,26.63,90.02,78.68,0.01,0,0.42,0.81,1.01,116.53,93.18,2.1,114.25,8.12,354.38,91.65,57.22,46.68,3442.5,5.7,23.55,5065.03,16.19,74.47,25.53,-72.53,1.15,0.28
6905,(주)트레이스,52290,Dec-12,2001-05-31,2018-10-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,44.26,8.1,51.54,28.4,15.5,11.09,0,117.94,26.11,-18.11,1.48,-8.06,-18.3,-320,1609.55,0.45,1.01,0.94,2.79,5.02,7.64,47.77,130.89,72.65,0.01,5.79,0.42,0.84,1.21,88.46,53.69,0.95,138.17,-6.46,339.5,120.25,49.51,41.99,3363.48,4.34,17.07,46.39,10.96,145.37,-45.37,-165.18,1.6,0.29
6906,(주)트레이스,52290,Dec-13,2001-05-31,2018-10-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,78.86,1.2,-3.09,-3.08,-20.92,-3.06,0,31.07,7.59,-23.02,-5.85,-16.55,-43.35,-644,2693.99,0.72,1.88,1.42,3.15,8.32,10.07,36.23,115.91,43.88,0.01,0.72,0.68,1.45,2.69,89.54,41.96,4.18,191.91,-5.79,249.61,147.36,49.52,34.26,-902.59,-1.2,-4.7,-12.95,-1.65,0,0,0,2.74,-1.51
6907,(주)트레이스,52290,Dec-14,2001-05-31,2018-10-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-42.51,-2.81,20.76,2.57,0.54,-15.98,0,-37.45,-25.41,-60.83,-20.36,-25.22,-74.35,-673,1163.35,0.41,1.22,0.75,1.96,6.12,4.86,75.16,185.9,59.69,0.01,0.31,0.42,0.92,1.74,79.67,48.15,5.4,197.79,-10.35,181.52,177,40.56,33.58,-5578.64,-7.24,-28.48,-72.07,-17.69,0,0,0,1.59,-4.05
6908,(주)트레이스,52290,Dec-15,2001-05-31,2018-10-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,11.82,-15.57,-8.76,-13,20.85,-19.21,0,-13.96,-8.5,-38.74,-12.06,-18.97,-47.83,-399,912.08,0.49,1.23,0.81,3.07,7.54,4.42,82.62,119.02,48.41,0.01,0.16,0.56,1.25,2.11,83.08,48.07,5.48,114.38,-7.67,165.01,133.63,37.67,46.65,-3947.19,-5.89,-23.92,-74.32,-11.19,0,0,0,1.95,-4.88
6909,(주)트레이스,52290,Dec-16,2001-05-31,2018-10-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-58.37,-20.91,-14.02,-2.61,21.25,16.26,0,-56.48,25.24,-44.77,-1.43,-9.94,-19,-160,339.15,0.22,0.42,0.38,1.92,2.15,3.82,95.66,189.78,170.14,0,3.95,0.26,0.54,0.75,109.38,92.13,2.93,72.18,3.86,170.37,94.75,44.97,58.08,650.25,1,5.03,18.19,4.43,374.18,-274.18,-1010.75,0.99,-0.72
6910,(주)트레이스,52290,Dec-17,2001-05-31,2018-10-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-76.28,-39.07,-29.08,-44.56,-55.64,-63.51,0,-67.35,-97.92,-1045.59,-28.08,-71.78,-133.08,-764,75.46,0.07,0.13,0.11,1.13,0.54,6.97,52.38,321.76,680.43,0,0,0.08,0.17,0.21,55.82,47.94,20.23,115.2,-23.43,62.76,151.5,29.6,46.47,-24777.41,-68.47,-316.54,-1764.08,-711.43,0,0,0,0.33,-9.14
6933,(주)티브로드도봉강북방송,35210,Dec-11,1999-08-27,2012-11-01,,,  방송업,4,-0.89,-4.74,-1.05,-10.45,10.67,-48.63,-1.42,0,0,13.37,16.03,11.67,23.08,737,5607.1,0.87,1.71,1.04,0,12.05,73.36,4.98,0,30.3,0.04,0,1.81,5.53,5.53,85.5,85.5,17.49,83.86,-1.92,660.16,163.01,11.34,54.39,21579.78,16.63,38.86,0,18,0,0,74.29,1.9,6.22
6934,(주)티브로드한빛방송,43890,Dec-11,2000-08-10,2012-11-01,,,  방송업,4,5.98,-0.11,6.06,23.8,28.16,57.59,34.84,0,0,19.58,27.77,20.4,26.44,0,25115.18,1.04,1.33,1.73,0,12.93,59.48,6.14,0,28.24,0.05,0,1.83,2.63,2.63,310.94,310.94,26.66,26.04,29.72,394.53,70.82,43.81,79.34,138569.29,37.02,109.59,0,39.31,2.98,97.02,49.81,2.62,85.76
6955,(주)티씨엠생명과학,228180,Dec-15,2015-10-22,2020-08-07,삭제,"2020년 7월 17일 포괄적 주식교환을 통해 (주)넥스트비티의 100% 자회사로 편입되었으며, 한국거래소에 상장폐지를 신청하여 비상장회사로 전환되었습니다.",  연구개발업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6956,(주)티씨엠생명과학,228180,Dec-16,2015-10-22,2020-08-07,삭제,,  연구개발업,4,0,0,0,0,0,0,0,0,30.13,24.33,-6.28,1.38,8.29,211,718.19,0.06,0.34,0.34,4.6,1.02,13.65,26.74,79.29,356.29,0,0,0.04,0.07,0.07,115.59,113.88,86.3,500.63,11.25,509.13,99.68,83.4,16.65,3174.95,10.35,86.4,1132.61,182.46,46.9,53.1,13.34,0.47,-1.78
6957,(주)티씨엠생명과학,228180,Dec-17,2015-10-22,2020-08-07,삭제,,  연구개발업,4,44.45,5.08,216.44,-9.97,0,-55.02,0,-17.62,55.08,-249.62,-9.43,-21.53,0,-3127,1037.43,0.09,0,0.24,7.29,1.69,14.99,24.35,50.06,216.55,0,0,0.06,0.14,0.14,42.45,41.3,17.05,0,-56.5,0,0,41.67,0,-2446.67,-8.86,-66.02,-759.61,-97.34,0,0,0,0.67,-1.7
6958,(주)티씨엠생명과학,228180,Dec-18,2015-10-22,2020-08-07,삭제,,  연구개발업,4,43.13,0.57,-11.73,-22.69,0,-38.03,0,71.16,61.21,-464.19,-16.38,-68.21,0,-8142,1484.91,0.15,0,0.24,8.52,1.72,18.01,20.27,42.83,212.59,0,0,0.09,0.39,0.4,20.64,19.09,5.37,0,-128.45,0,0,33.4,0,-12146.03,-56.89,-312.75,-2571.46,-337.6,0,0,0,0.93,-2.17
6959,(주)티씨엠생명과학,228180,Dec-19,2015-10-22,2020-08-07,삭제,,  연구개발업,4,3.86,8.72,15.65,-4.8,0,-45.6,0,34.52,49.8,36.21,-17.04,6.49,0,512,1499.32,0.18,0,0.24,5.98,1.79,12.83,28.45,61.05,203.44,0,0,0.12,0.68,0.77,26.77,21.82,12.07,282.92,-52.21,324.99,309.83,19.09,26.11,5483.17,26.98,129.87,1307.06,146.73,35.39,64.61,24.68,0.92,-2.08
6985,(주)티에스엠텍,66350,Dec-11,2003-01-21,2015-05-20,,,  기타 기계 및 장비 제조업,4,25.43,-10.66,-1.3,10.37,8.46,15.86,354.9,-9.87,14.87,3.01,7.21,2.69,11.3,952,31348.19,0.9,3.76,2.96,4.6,2.05,5.73,63.75,79.32,178,0.01,1.08,0.68,1.28,1.78,111.89,84.34,6.56,323.4,7.58,1735.64,121.11,71.4,23.62,46174.68,12.72,56.22,300.59,14.91,37.5,62.5,20.17,3.56,2.07
6986,(주)티에스엠텍,66350,Dec-12,2003-01-21,2015-05-20,,,  기타 기계 및 장비 제조업,4,4.73,-1.95,-3.14,-4.48,1.29,-5.01,-79.89,3.74,15.09,0.58,5.84,0.53,2.17,192,32513.02,0.91,3.76,3.17,4.99,1.95,5.72,63.8,73.15,187.52,0.01,0.82,0.67,1.28,1.73,109.34,79.94,1.38,299.28,6.07,1741.02,115.8,71,25.04,40129.3,11.57,49.83,239.55,12.37,51.13,48.87,4.67,3.99,1.72
6987,(주)티에스엠텍,66350,Dec-13,2003-01-21,2015-05-20,,,  기타 기계 및 장비 제조업,4,-37.22,13.1,14.89,-8.13,-25.78,-17.53,0,-11.56,7.07,-11.76,-4.95,-7.2,-31.66,-2371,19521.36,0.61,2.69,1.88,3.26,1.43,4.63,78.79,111.8,255.86,0,16.94,0.47,0.91,1.26,109.2,77.71,3.59,394.23,5.37,1235.9,179.25,63.73,20.23,6641.45,2.08,8.78,50.3,3.26,302.86,-202.86,-360.69,2.37,-1.48
6988,(주)티에스엠텍,66350,Dec-14,2003-01-21,2015-05-20,,,  기타 기계 및 장비 제조업,4,15.93,8.28,7.94,2.71,-28.87,-0.26,0,-8.32,3.5,-11.2,-5.84,-8.19,-47.95,-2503,21781.03,0.73,4.28,1.97,4.21,1.86,5.52,66.15,86.75,196,0,1.81,0.58,1.16,1.61,92.6,68.06,1.49,613.7,-4.94,846.06,272.01,61.89,14.01,11420.57,3.49,11.58,85.39,4.84,181.36,-81.36,-231.55,2.49,-1.97
6999,(주)티에스트릴리온,284610,Dec-17,2017-12-22,2020-12-30,삭제,합병으로 인한 코스닥 상장,  화학물질 및 화학제품 제조업; 의약품 제외,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,(주)티에스트릴리온,284610,Dec-18,2017-12-22,2020-12-30,삭제,,  화학물질 및 화학제품 제조업; 의약품 제외,4,0,0,0,0,0,0,0,0,64.35,3.49,12.08,9.05,25.98,69,1968.28,2.59,7.44,4.26,30.56,20.21,42.22,8.64,11.95,18.06,0.05,0.12,3.78,6.62,8.45,133.48,104.57,7.32,187.04,9.82,264.64,174.67,39.15,34.84,4952.64,17.31,30.36,0,6.68,30.13,69.87,52.28,4.39,32.24
7002,(주)티에스트릴리온,284610,Dec-19,2017-12-22,2020-12-30,삭제,,  화학물질 및 화학제품 제조업; 의약품 제외,4,-4.94,9.4,13.34,12.56,22.73,11.34,24.39,51.98,62.04,4.57,15.92,10.59,29.02,86,1871.08,2.32,6.35,3.79,23.05,19.75,39.82,9.17,15.83,18.48,0.04,0.33,3.28,5.95,8.03,114.21,80.44,19.71,163.25,4.82,324.8,161.31,38.73,37.99,9706.24,30.15,52.55,792.86,13.78,30.76,69.24,33.18,3.99,10.32
7152,(주)파인넥스,123260,Dec-11,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,2.23,55.38,66.08,97.38,158.43,142.71,-27.58,234.08,52.37,36.74,24.71,21.54,32.41,5731,12571.59,0.59,0.85,1.11,3.79,60.42,37.75,9.67,96.19,6.04,0.01,0.04,0.84,1.25,1.85,234.08,150.58,131.53,32.41,28.77,4248.27,65.91,50.22,75.52,51706.77,29.56,83.04,159.2,66.93,21.99,78.01,54.9,1.17,13.2
7153,(주)파인넥스,123260,Dec-12,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-59.18,8.49,19.24,1.13,-15.54,-16.82,0,-11.22,-61.95,-85.63,-13.57,-15.35,-21.42,-3461,3942.22,0.18,0.26,0.33,1.07,6.81,22.64,16.12,342.37,53.62,0,0,0.25,0.39,0.62,138.12,85.53,43.68,59.87,11.4,2731.63,93.83,41.31,62.55,-9584.38,-5.42,-12.74,-25.27,-30.39,0,0,0,0.38,-8.51
7154,(주)파인넥스,123260,Dec-13,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,69.96,-3.78,4.18,-0.69,-16.24,-7.6,0,-27.16,-38.72,-47.67,-15.2,-14.49,-23.36,-2966,6571.46,0.3,0.53,0.51,2.23,4.67,20.45,17.85,163.74,78.21,0,0,0.43,0.76,1.16,116.58,81.6,15.49,93.35,5.47,2260.52,119.04,38.43,51.72,-1056.35,-0.6,-1.37,-2.73,-1.97,0,0,0,0.63,-7.88
7155,(주)파인넥스,123260,Dec-14,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-3.6,-17.59,-6.65,-16.34,-21.5,-31.87,0,-21.42,-37.75,-56.15,-16.17,-17.98,-32.5,-3288,6319.81,0.32,0.65,0.49,2.86,3.63,13.4,27.25,127.83,100.66,0,0,0.42,0.91,1.34,62,40.54,15.83,113.67,-19.18,1772.62,146.8,31.3,46.8,1463.87,1,2.23,5.04,2.83,1208.09,-1108.09,-1981.52,0.68,-5.89
7156,(주)파인넥스,123260,Dec-15,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-38.24,-15.96,-21.71,-18.5,-8.16,-11.45,0,72.32,-4.69,-95.93,-3.92,-22.95,-39.79,-3340,3852.71,0.24,0.5,0.35,1.47,3.63,13.14,27.77,248.03,100.6,0,0,0.3,0.74,1.47,77.89,25.42,8.42,99.9,-9.65,1598.78,131.93,34,50.02,-931.75,-0.78,-1.7,-4.91,-2.92,0,0,0,0.5,-1.53
7157,(주)파인넥스,123260,Dec-16,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-56.02,-43.36,-48.68,-48.42,-68,-47.93,0,-73.15,-190.75,-346.77,-31.9,-53.6,-102.1,-5387,1685.15,0.15,0.4,0.23,0.81,2.94,6.59,55.38,452.63,124.2,0,0,0.17,0.45,1.03,43.06,28.11,1.59,469.41,-45.39,511.57,373.94,34.33,17.56,-25143.83,-40.69,-76.69,-236.32,-179.17,0,0,0,0.31,-10.94
7158,(주)파인넥스,123260,Dec-17,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,37.55,-24.6,-36.12,-1.93,68.29,63.48,0,-15.89,-27.76,-73.13,-12.39,-23.07,-38.44,-769,2317.89,0.32,1.17,0.58,2.85,3.54,8.9,41.01,128.23,103.07,0.01,0,0.29,0.69,0.91,114.6,94.13,7.89,172.16,7.29,352.69,116.42,57.23,36.74,4306.18,7.11,17.42,131.94,22.31,171.36,-71.36,-327.8,0.67,-2.99
7159,(주)파인넥스,123260,Dec-18,2011-12-05,2020-04-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-39.35,-31.58,16.59,-23.04,-42.57,-52.67,0,-95.3,-1.57,-246.87,-5.17,-53.9,-82.45,-1002,507.41,0.22,0.98,0.42,3.61,3.23,12.92,28.26,101.13,113.15,0.01,0,0.19,0.46,0.52,37.84,37.17,0.17,2630.01,-57.82,171.46,1769.13,35.2,3.66,-4532.64,-9.72,-26.8,-358.67,-38.72,0,0,0,0.56,-1.43
7222,(주)파티게임즈,194510,Dec-14,2014-11-21,2020-09-09,,,  출판업,4,0,0,0,0,0,0,0,0,0,3.74,1.45,2.09,2.96,250,5227.34,0.56,0.79,2.27,0,13.19,0,0,0,27.67,0.04,0.08,0.66,0.74,0.74,868.74,868.74,463.68,41.59,66.74,1375.25,34.81,75.42,70.63,6753.71,15.11,1038.55,3912.74,27.09,77.61,22.39,13.82,38.34,0.46
7223,(주)파티게임즈,194510,Dec-15,2014-11-21,2020-09-09,,,  출판업,4,-5.57,16.28,212.18,89.94,120.27,50.1,0,0,0,-61,-9.01,-22.16,-28.4,-1434,2103.55,0.36,0.47,1.04,0,11.55,0,0,0,31.59,0.03,0.09,0.52,0.56,0.56,1689.35,1689.35,907.98,22.09,56.07,1152.24,49.33,59.6,81.91,-2898.11,-3.41,-383.26,-1144.58,-12.31,0,0,0,33.48,-7.12
7224,(주)파티게임즈,194510,Dec-16,2014-11-21,2020-09-09,,,  출판업,4,33.57,-12.38,-6.31,-19.96,-29.31,-29.21,0,0,0,-69.01,-10.38,-28.39,-36.09,-1768,2521.59,0.41,0.53,0.95,0,8.8,0,0,0,41.49,0.02,0.11,0.59,0.73,0.73,219.08,219.08,61.75,36.61,28.65,809.92,64.61,52.71,73.2,-9754.11,-14.35,-1472.24,-3607.17,-31.02,0,0,0,44.33,-11.45
7225,(주)파티게임즈,194510,Dec-17,2014-11-21,2020-09-09,,,  출판업,4,-2.9,-62.99,254.57,234.41,72.11,216.32,0,0,0,-203.08,-0.85,-42,-91.87,-3085,1510.84,0.21,0.45,0.42,0,8.41,0,0,0,43.39,0.02,0.12,0.2,0.41,0.41,80.39,80.39,18.93,168.12,-12.16,698.53,134.45,49.86,37.3,-49370.69,-21.72,-20136.21,-1993969.53,-161.68,0,0,0,67.28,-0.62
7226,(주)파티게임즈,194510,Dec-18,2014-11-21,2020-09-09,,,  출판업,4,38.39,3228.25,-21.46,-21.73,-63.36,-22,0,0,0,35.51,1.2,7.41,25.38,604,1696.58,0.21,0.57,0.42,447.61,15.69,0,0,0.82,23.26,0.04,0,0.19,0.42,0.42,78.63,78.46,12.08,182.21,-13.51,253.24,142.01,49.68,35.43,45694.81,25.68,559.96,0,108.13,26.17,73.83,32.84,10.05,0.03
7227,(주)파티게임즈,194510,Dec-19,2014-11-21,2020-09-09,,,  출판업,4,57.74,17.03,-26.97,-18.6,43.9,-10.13,-91.72,-29.9,0,-0.29,3.28,-0.12,3.21,50,2722.03,0.41,1.19,0.86,415.09,19.31,0,0,0.88,18.9,0.05,0,0.37,0.79,0.8,99.7,99.53,29.2,194.47,-0.17,364.42,132.95,54.85,33.96,26135.85,18.05,273.66,0,39.21,71.61,28.39,-0.73,7.53,1.65
7228,(주)판타지오,187770,Dec-13,2013-12-12,2014-11-10,삭제,데이터이상,"  기타 전문, 과학 및 기술 서비스업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275,(주)평산,89480,Dec-11,2006-08-22,2012-04-13,,,  금속가공제품 제조업; 기계 및 가구 제외,4,-5.73,-12.17,-12.18,-29.04,-217.14,-51.94,0,-62.41,-6.9,-41.64,-13.63,-22.56,0,-4521,10745.09,0.54,0,0.86,4.4,3.92,19.73,18.5,82.89,93.09,0.01,0,0.44,1.47,2.22,26.02,18.69,2.78,0,-81.71,-461.24,0,28.74,0,-42149.36,-11.83,-17.99,-31.74,-18.13,0,0,0,0.9,-1.54
7306,(주)포스코케미칼,3670,Dec-11,2001-11-01,2019-05-29,삭제,유가증권시장상장,  비금속 광물제품 제조업,4,57.21,45.15,45.54,29.8,34.56,25.32,60.99,-8.44,14.44,7.69,27.65,20.96,32.21,15540,201215.55,2.73,4.14,11.51,14.94,8.97,13.96,26.15,24.43,40.69,0.03,0.1,2.59,3.57,4.7,264.1,209.83,40.63,49.72,46.69,1107.01,37.23,75.13,66.79,264867.77,53.78,271.56,670.13,22.28,45.34,54.66,34.5,14.04,204.14
7307,(주)포스코케미칼,3670,Dec-12,2001-11-01,2019-05-29,삭제,유가증권시장상장,  비금속 광물제품 제조업,4,9.01,16.33,39.32,9.72,20.42,-0.07,-17.73,3.04,11.77,5.82,18.84,14.59,20.96,12785,219341.66,2.51,3.56,8.84,16.78,8.84,14.61,24.98,21.75,41.29,0.03,0.09,2.59,3.5,4.43,302.72,238.57,57.52,35.69,45.82,1333.06,42.84,68.43,73.7,246780.31,45.67,250.98,556.98,19.05,49.85,50.15,30.54,11.95,161.13
