[제조]유동자산구성비율,[제조]순운전자본비율,[제조]총자본증가율,[제조]매출채권회전률,[제조]자본분배율,[제조]매입채무회전기간,[제조]비유동자산증가율,[제조]매출액순이익률,[제조]자기자본순이익률,year,label
41.19,12.47,15.73,6.32,58.51,19.58,11.33,17.87,25.04,2018,1
31.99,-15.16,-47.32,14.18,0.0,22.21,-47.9,-167.94,-163.9,2011,1
75.91,55.77,42.38,5.25,73.44,12.07,16.95,30.3,42.78,2013,1
27.47,-13.39,-17.38,4.81,0.0,32.8,2.8,-29.09,-122.85,2014,1
43.88,-0.6,6.22,1.27,27.41,75.14,-11.49,-12.14,-8.07,2015,1
47.76,-46.37,-14.35,23.79,-208.96,54.78,-8.82,-26.04,-163.9,2015,1
18.08,-46.37,-37.67,9.74,0.0,58.82,-45.74,-377.34,-163.9,2015,1
10.92,-23.0,47.63,27.09,23.78,23.74,75.27,-31.39,-15.92,2014,1
68.46,-46.37,-33.71,6.13,0.0,124.51,-43.12,-43.93,0.0,2012,1
68.72,7.81,-11.4,3.95,0.0,91.3,-3.05,-2.57,-5.36,2012,1
52.87,7.83,-0.92,4.98,30.93,22.57,-1.05,1.51,4.09,2014,1
51.99,-6.7,8.2,3.35,-208.85,67.98,17.02,-6.67,-16.87,2011,1
61.39,-6.33,70.04,6.4,36.95,68.76,24.35,0.98,7.39,2011,1
64.47,22.08,25.06,3.03,34.89,71.64,-1.03,13.13,20.59,2015,1
50.45,-32.43,104.69,4.94,0.0,42.53,161.57,-89.44,-163.9,2011,1
74.4,39.77,3.45,7.08,-144.36,33.84,-47.37,-114.87,-57.69,2013,1
34.87,-36.19,21.1,6.44,-710.1,44.16,-9.89,-48.9,-62.7,2018,1
42.34,-24.04,-21.47,5.1,0.0,32.91,-13.2,-34.49,-88.07,2017,1
75.66,-46.37,43.87,6.72,0.0,63.25,-52.65,-377.34,0.0,2011,1
47.13,-19.14,-20.14,5.09,0.0,72.86,-32.61,-34.38,-76.76,2011,1
32.6,5.72,-11.14,2.63,-291.99,18.36,11.16,-6.1,-6.05,2015,1
66.78,-17.95,20.08,1.9,0.0,147.47,3.71,-76.73,-163.9,2011,1
65.65,-46.37,-31.22,9.55,0.0,63.26,-31.27,-36.76,0.0,2013,1
79.9,21.29,111.27,4.86,33.79,83.94,24.57,10.9,6.13,2015,1
54.59,-46.37,-47.32,11.74,0.0,147.47,-58.53,-155.15,0.0,2011,1
19.04,-4.47,-46.13,7.74,0.0,94.89,-51.73,-377.34,-163.9,2016,1
49.16,-6.03,-47.32,8.32,0.0,36.02,-57.1,-152.23,-142.65,2011,1
49.73,6.99,-47.32,6.19,0.0,22.01,-58.53,-372.86,-163.9,2011,1
67.07,21.97,-47.32,3.1,0.0,72.97,-39.88,-96.31,-159.53,2011,1
28.31,-46.37,-42.36,3.89,0.0,96.7,-38.67,-69.45,-163.9,2013,1
74.07,17.31,10.21,1.46,61.1,93.18,0.97,9.57,7.19,2011,1
66.78,16.59,53.65,3.22,53.32,84.82,-15.17,5.75,26.29,2016,1
14.94,-13.44,2.19,6.56,77.82,0.0,5.76,0.16,0.38,2014,1
62.73,40.89,-13.44,5.62,11.35,0.0,-34.7,-18.5,-11.78,2015,1
18.14,-9.34,-7.9,4.41,0.0,66.37,88.52,-221.1,-92.22,2014,1
10.92,-46.37,-5.21,25.1,35.71,8.57,-3.5,-30.16,-74.69,2013,1
62.51,-9.96,6.18,3.73,-11.3,17.22,-4.95,-10.01,-54.5,2012,1
57.88,13.17,18.15,11.85,55.83,37.85,28.27,5.07,10.52,2013,1
37.45,-46.37,-47.32,59.98,0.0,147.47,-38.77,-63.17,0.0,2014,1
60.12,-28.45,-7.24,3.59,36.53,147.47,-2.93,-0.97,-11.29,2016,1
14.32,-46.37,-47.32,2.96,0.0,35.88,97.13,-377.34,-163.9,2012,1
48.21,-45.7,-46.18,1.66,0.0,117.47,45.58,-62.75,-137.09,2014,1
71.22,31.93,15.93,3.86,-704.84,41.59,-9.92,-40.47,-38.75,2015,1
92.89,81.09,2.1,2.14,81.48,27.83,-26.6,6.97,6.73,2018,1
63.04,30.28,-39.94,5.34,0.0,24.11,-34.42,-27.57,-48.77,2017,1
53.8,-12.6,-11.5,1.5,0.0,121.1,-12.16,-35.92,-72.17,2017,1
