회사명,거래소코드,회계년도,매출액증가율(IFRS연결),산업명,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)유수홀딩스,000700,2020/12,-8.55,  전문 서비스업,1956/03/03,,315.2,315.2,134.38,42.83,28.31,469.76,2.16,-4.4,58.7,5.6,47.83,62.73,16.46,-4.54,18.8,-2.6,-2.98,12.34,30.04,-4.24,0.66,0.93,2.54,40858.47,4.69,12.45,29.31,0.01,77.87,0.02,0,-4.54,34.96,0,3202,-61.77,139.51,-29.68,-67.52,0,12856.77,,-583.54,77.93,0.65,30.94,0.88,0.88,,,,,,179523.99,,,,36.03,2999.5,209543.14,53.62,43.48,56.52,35.06
(주)유한양행,000100,2019/12,-2.53,  의료용 물질 및 의약품 제조업,1962/11/01,,317.11,264.05,77.85,36.12,28.32,2530.12,4.32,4.04,999999999,2.95,60.62,52.76,29.1,0.85,2.47,1.39,0.58,1.71,2.43,0.76,0.69,0.9,1.44,6.79,4,14.75,24.75,53.72,91.27,0.01,0,-2.6,0.28,-30.4,3365,-4.6,-5.89,0.54,-24.89,-74.99,113759.08,,963.32,77.93,1.01,4.41,1.33,1.65,,,,,,308728.63,,,,14.58,99.65,521.2,20.86,67.79,32.21,11.86
(주)이노션,214320,2020/12,-4.18,  전문 서비스업,2015/07/17,,150.18,150.18,38.63,25.82,160.72,7692.52,5.8,32.59,999999999,2.69,59.23,77.28,47.99,9.13,6.9,5.72,5.41,4.09,8.28,14.25,0.59,1.56,2.52,0,4.6,4.94,73.9,0,79.33,0.18,0,-1.52,0.73,-13.79,3174,-7.81,-7.9,0.53,0,-8.49,61053.62,,5575.34,38.36,0.46,39.99,0.78,0.78,,,,,,522335.18,,,,25.55,1783.18,0,42.78,70.79,29.21,16.13
(주)이수페타시스,007660,2014/12,-5.72,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2003/10/07,,110.66,83.09,23.66,4.94,162.61,479.33,40.34,1.24,2.61,4.6,127.85,51.32,10.38,2.04,0.51,2.66,2.08,0.52,4.84,5.07,1.02,2.49,2.22,7.39,4.84,9.57,38.13,49.36,75.35,0.01,0.38,11.56,-0.81,-71.22,240,33.54,27.04,0,-4.52,-78.18,12231.3,,249.3,38.08,1.07,2.88,1.89,2.53,,,,,,152809.89,,,,29.3,82.73,254.42,30.27,56.31,43.69,1.67
(주)이수페타시스,007660,2017/12,-4.12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2003/10/07,,106.37,77.67,25.65,3.36,179.16,418.41,44.58,-1.03,-0.8,3.56,122.45,56.14,7.23,-1.51,-2.8,-1.3,-1.55,-2.88,-7.59,-4.33,1.03,2.86,2.51,7.35,4.93,10.06,36.27,49.63,74,0.01,0.45,-12.31,-12.63,-477.6,-355,5.24,0.65,-20.32,2.68,-172.61,12875.23,,-194.56,35.82,0.94,3.36,1.74,2.27,,,,,,134085.2,,,,27.74,106.6,278.96,25.24,79.54,20.46,-11.1
(주)이수페타시스,007660,2019/12,-8.23,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2003/10/07,,74.27,47.23,8.93,-18.68,448.13,184.22,56.32,-2.21,-6.56,4.78,252.54,53.93,5.14,-4.66,-17.72,-4.91,-5.2,-19.75,-71.84,-18.89,1.12,4.05,2.4,6.07,4.63,13.05,27.96,60.13,78.77,0.01,0,-17.58,-57.19,0,-2291,-23.02,-18.91,-16.41,-6.6,-419.42,12460.83,,-580.53,18.24,0.97,3.11,2.08,3.17,,,,,,103404.19,,,,24.81,81.3,279.27,20.11,118.36,-18.36,-88.1
(주)이수페타시스,007660,2020/12,-0.01,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2003/10/07,,76.02,44.09,7.85,-18.17,498.05,157.77,63.39,0.2,0.12,4.16,253.55,57.6,9.13,0.38,-2.63,0.62,0.49,-3.35,-19.14,2.78,1.28,7.29,2.88,5.84,5.73,15.97,22.85,62.48,63.67,0.01,0,-6.56,-14.36,0,-336,-9.24,-14.02,-0.19,15.14,0,12459.62,,47.58,16.72,0.98,3.75,2.29,3.77,,,,,,162785.66,,,,41.81,135.89,448.43,31.66,70.87,29.13,-8.3
(주)이수화학,005950,2013/12,-7.11,  화학물질 및 화학제품 제조업; 의약품 제외,1988/04/28,,124.85,98.4,28.69,10.32,219.89,512.32,52.05,0,-0.93,5.81,153.98,51.86,4.32,0,-2.92,0.43,-0.01,-4.69,-13.14,-0.02,1.61,4.75,3.27,15.84,15.54,21.95,16.63,23.04,23.49,0.03,0.11,0.23,-15.75,0,-3802,7.42,-3.71,4.19,18.53,0,135665.8,,-6.05,31.26,1.73,11.15,3.16,3.94,,,,,,50537.24,,,,3.91,27.63,116.46,2.44,136.08,-36.08,-119.62
(주)이수화학,005950,2014/12,-10.67,  화학물질 및 화학제품 제조업; 의약품 제외,1988/04/28,,118.94,79.02,12.8,8.33,192.64,437.36,49.73,-0.99,-1.94,5.95,139.62,52.29,2.1,-1.93,-4.67,-2.54,-3,-7.25,-16.06,-9.19,1.55,4.76,3.24,11.09,13.18,22.06,16.54,32.91,27.69,0.02,0.45,-15.29,-14.63,0,-3941,1.64,-16.04,-14.6,35.26,0,121192.28,,-2338.26,34.17,1.64,9.54,2.98,4.08,,,,,,19697.32,,,,1.8,10.52,39.15,1.06,346.7,-246.7,-438.77
(주)이수화학,005950,2015/12,-20.54,  화학물질 및 화학제품 제조업; 의약품 제외,1988/04/28,,110.26,82.64,7.53,4.82,193.19,387.59,43.85,0,-0.95,5.43,141.21,51.84,5.43,0,-3.71,0.49,0.01,-5.15,-13.77,0.01,1.39,4.06,2.89,9.04,11.23,18.57,19.66,40.37,32.51,0.02,0.59,-5.96,-11.38,0,-2954,-2.23,-5.08,-6.77,-30.42,0,96297.24,,3.53,34.11,1.42,7.6,2.66,3.77,,,,,,56815.32,,,,5.52,31.43,114.15,3.86,117.74,-17.74,-96.13
(주)이수화학,005950,2017/12,-0.51,  화학물질 및 화학제품 제조업; 의약품 제외,1988/04/28,,83.73,65.08,15.07,-9.56,190.43,368.62,46.94,1.49,1.09,4.61,147.47,49.23,7.15,2.06,-0.06,3.33,2.97,-0.09,1.21,9.04,1.44,4.38,2.97,12.5,11.72,16.5,22.13,29.21,31.14,0.03,0.13,-8.96,-4.16,-67.48,239,6.28,0.15,-16.77,-16.8,-50.3,98687.8,,2037.3,34.43,1.33,7.29,2.78,3.58,,,,,,112594.18,,,,11.26,58.06,190.42,7.47,72.15,27.85,-0.82
(주)이수화학,005950,2019/12,-0.99,  화학물질 및 화학제품 제조업; 의약품 제외,1988/04/28,,117.75,91.58,12.4,7.93,180.13,397.62,42.45,0.51,0.67,4.66,132.79,52.6,6.36,0.62,-1.25,1.19,0.94,-1.89,-2.4,2.41,1.51,3.87,3.11,12.46,13.17,33.97,10.74,29.3,27.71,0.02,0,14.15,-1.57,-207.92,-506,13.94,7.65,20.71,5.22,46.19,99240.21,,617.28,35.7,1.58,6.45,2.95,3.87,,,,,,111906.72,,,,10.48,54.84,173.45,7.38,74.77,25.23,-16.9
(주)이수화학,005950,2020/12,-13.38,  화학물질 및 화학제품 제조업; 의약품 제외,1988/04/28,,100.91,81.2,37.11,0.48,239.05,205.83,49.16,-1.58,-5.85,5.01,159.62,52.92,9.75,-2.81,-10.9,-3.4,-3.62,-14.05,-28.41,-11.05,1.29,3.94,2.73,11.67,14.66,21.51,16.97,31.26,24.9,0.03,0.21,-9.27,-17.61,0,-4419,-0.72,-9.89,-8.7,-19.75,0,66737.01,,-1872.24,29.49,1.28,5.26,2.44,3.09,,,,,,-13213.5,,,,-1.36,-5.43,-13.97,-1.01,0,0,0
(주)이스타코,015020,2014/12,-50.91,  부동산업,1988/12/23,,38.61,36.03,6.33,-16.83,44.85,226.64,13.52,-5.48,-17.9,4.58,129.52,10.58,13.47,-11.44,-13.2,-2.94,-3.32,-3.83,-6.1,-5.37,0.29,0.47,0.36,47.34,14.9,72.95,5,7.71,24.49,0.04,0,-23.61,-6.06,0,-79,-1.95,-6.22,-70.24,0,0,551.2,,-63.04,69.04,0.57,0.6,1.45,1.5,,,,,,4630.08,,,,6.56,11.92,0,19.6,133.42,-33.42,-67.32
(주)이스타코,015020,2016/12,-42.68,  부동산업,1988/12/23,,91.32,15.04,2.07,-5.06,177.72,200.41,49.23,-1.75,-3.01,4.63,129.79,53.27,17.97,-32.41,-69.57,-3.73,-3.82,-8.2,-17.31,-9.47,0.12,0.29,0.24,0.26,14.97,22.44,16.27,1394.72,24.38,0,0,1.64,-15.6,-793.13,-209,-1.02,-4.96,8.24,-0.91,0,320.22,,-103.78,36.01,0.11,0.36,0.23,1.79,,,,,,-8.77,,,,-0.01,-0.02,0,-0.06,0,0,0
(주)이스타코,015020,2018/12,-50.69,  부동산업,1988/12/23,,90.8,23.57,1,-3.78,133.53,172.38,41.47,-1.01,-0.58,7.7,146.39,37.31,12.8,-10.09,-19.66,-3.04,-3.18,-6.2,-10.62,-7.27,0.32,0.72,0.51,1.18,16.06,34.26,10.65,309.42,22.73,0,0,-8.85,-10.68,0,-107,-0.89,-5.84,-13.5,-2.87,-10676.2,619.99,,-62.53,42.82,0.39,0.7,0.82,2.71,,,,,,5741.6,,,,7.15,15.27,0,21.61,107.18,-7.18,-90.99
(주)이아이디,093230,2010/12,-40.75,  도매 및 상품 중개업,2007/11/01,,186.66,139.42,14.28,26.16,53.39,1863.53,26.26,-23.13,999999999,2.52,66.96,56.35,-1.32,-15.51,-13.78,-8.76,-9.76,-8.67,-12,-13.65,0.63,0.88,1.64,5.07,8.29,7.18,50.84,71.95,44.03,0.02,0.16,-0.65,-16.76,0,-1372,19.67,31.78,-16.56,34.07,0,9024.41,,-1399.94,65.19,0.72,2.13,1.02,1.28,,,,,,7669.92,,,,5.6,23.67,50.9,8.87,230.01,-130.01,-155.33
(주)이아이디,093230,2011/12,-53.48,  도매 및 상품 중개업,2007/11/01,,104.33,97.1,10.82,1.6,59.09,1237.18,30.96,-26.29,999999999,3.1,97.8,38.53,-25.59,-65.96,-66.63,-22.03,-22.97,-23.2,-35.94,-35.75,0.35,0.54,0.68,3.65,5.06,6.19,59,99.98,72.11,0.01,0.4,-31.27,-33.61,0,-3327,-19.83,-3.22,-53.01,-87.14,0,4198.53,,-2769.27,62.86,0.42,1.01,0.71,0.88,,,,,,-10726.22,,,,-11.4,-31.95,-78.02,-26.66,0,0,0
(주)이아이디,093230,2012/12,-60.41,  도매 및 상품 중개업,2007/11/01,,293.02,282.64,175.31,33.4,55.67,647.66,26.18,-17.54,999999999,2.61,76.73,50.71,-37.24,-59.98,-171.13,-12.4,-13.42,-38.27,-60.36,-21.19,0.22,0.35,0.39,9.42,3.22,4.35,83.87,38.73,113.42,0.01,0.12,-48.67,-47.65,0,-1365,-61.32,-58.85,-32.44,-65.46,0,664.85,,-398.8,64.24,0.31,0.65,0.52,0.56,,,,,,-8185.43,,,,-16.94,-59.74,-157.98,-51.39,0,0,0
(주)이아이디,093230,2016/12,-12.42,  도매 및 상품 중개업,2007/11/01,,104.11,104.11,66.67,1.08,36.54,191.86,22,-2.15,-14.9,5.85,99.13,27.4,1.42,-7.73,-39.07,-3.71,-4.74,-23.95,-42.25,-8.44,0.61,1.09,0.81,111.37,22.86,34.53,10.57,3.28,15.97,0.12,0.01,-50.98,-26.08,0,-165,-50.41,-54.22,-39.67,0,0,497.38,,-38.47,73.24,1.13,1.44,2.56,2.62,,,,,,-8475.54,,,,-21.91,-51.22,-2966.63,-23.51,0,0,0
(주)이엔플러스,074610,2011/12,-8.04,  기타 기계 및 장비 제조업,2003/12/23,,73.65,56.55,23.39,-11.05,73.52,40.5,22.89,-5.61,-7.15,11.24,119.92,30.89,3.35,-22.38,-38.29,-13.96,-14.28,-24.44,-38.76,-22.8,0.64,1.02,0.94,9.64,12.08,6.32,57.71,37.88,30.21,0.1,0.06,-15.52,-27.18,0,-95,-5.58,-12.2,-22.09,-1.65,0,244.48,,-54.71,57.63,0.92,1.17,1.98,2.48,,,,,,-454.98,,,,-2.3,-4,-36.61,-3.3,0,0,0
(주)이엔플러스,074610,2013/12,-0.82,  기타 기계 및 장비 제조업,2003/12/23,,66.53,51.28,20.82,-11.33,59.9,85.67,21.03,2.71,-9.03,6.72,123.87,22.53,16.17,2.51,-8.3,3.7,3.56,-11.77,-17.59,5.62,1.42,2.24,1.99,17.93,150.85,14.28,25.57,20.36,2.42,0,0.01,-21.47,-22.71,0,-86,-8,-8.48,-47.22,-59.73,0,1088.72,,27.34,62.54,2.25,2.27,4.94,6.83,,,,,,888.91,,,,9.08,13.35,3555632.44,5.63,189.77,-89.77,-147.38
(주)이엔플러스,074610,2018/12,-10.97,  기타 기계 및 장비 제조업,2003/12/23,,73.45,65.26,31.98,-15.04,137.16,233.94,43.91,-3.07,-1.82,11.04,138.47,41.61,9.33,-28.77,-20.96,-14.93,-15.99,-11.65,-29.34,-44.15,0.56,1.53,0.98,6.81,19.49,16.82,21.71,53.59,18.73,0.02,0.11,76.1,141.7,0,-281,50.33,89.75,59.96,-43.04,0,1817.52,,-522.97,42.17,0.55,1.64,1.29,1.59,,,,,,3932.62,,,,4.31,37.41,240.89,9.89,219.92,-119.92,-212
(주)이엔플러스,074610,2020/12,-32,  기타 기계 및 장비 제조업,2003/12/23,,72.07,56.11,16.67,-8.37,63.14,262.46,23.83,-1.78,-2.35,18.71,127.9,21.6,4.33,-30.36,-51.34,-7.57,-8.02,-13.56,-27.8,-16.44,0.26,0.54,0.38,4.7,5.34,19.29,18.92,77.74,68.4,0.01,0,-22.75,21.12,0,-362,3.03,-2.8,-55.73,-41.13,0,697.58,,-211.79,61.3,0.43,0.86,0.86,1.05,,,,,,-3964.24,,,,-4.38,-13.32,0,-14.44,0,0,0
(주)이원,017940,2013/12,-2.8,  도매 및 상품 중개업,1997/08/27,,127.34,84.44,3.3,8.8,197.19,3232.28,40.83,2.05,2.65,3.67,175.42,40.98,7.77,1.51,0.47,3.62,3.05,0.95,3.44,8.99,2.02,5.95,3.37,14.3,10.68,16.4,22.25,25.52,34.17,0.03,0.12,3.34,4.32,-57.19,6462,5.32,0.33,8,-1.05,-0.92,1050353.5,,15869.95,33.65,2.63,7.14,5.03,7.76,,,,,,250865.56,,,,6.91,25.24,896.1,3.48,35.47,64.53,13.49
(주)이원,017940,2014/12,-4.23,  도매 및 상품 중개업,1997/08/27,,101.6,69.24,5.55,0.6,193.41,3326.62,46.06,1.7,2.39,3.24,182.65,37.75,7.99,1.26,0.59,2.83,2.39,1.12,3.65,7.05,1.89,5.59,3.12,14.67,10.49,17.97,20.31,24.88,34.78,0.03,0.14,0.78,2.92,9.82,7096,2.19,6.29,-7.15,-12.22,-20.12,1005900.08,,12677.13,34.08,2.56,6.59,4.81,7.16,,,,,,249400.71,,,,6.82,24.45,878.92,3.61,35.88,64.12,16.39
(주)이원,017940,2015/12,-31.96,  도매 및 상품 중개업,1997/08/27,,125.86,97.28,13.87,7.61,183.96,3353.97,47,0.68,1.16,3.14,178.76,37.05,11,0.76,0,1.44,1,0,0.87,2.87,1.31,3.78,2.09,12.78,8.05,19.3,18.92,28.57,45.31,0.02,0.65,-4.06,0.82,-75.69,1725,-4.99,-2.97,-5.84,-32.89,-58.97,684412.58,,5201.6,35.22,1.85,4.55,3.5,4.83,,,,,,214386.37,,,,6.11,21.57,634.86,4.57,44.22,55.78,0.05
(주)이원,017940,2016/12,-14.89,  도매 및 상품 중개업,1997/08/27,,117.25,89.33,11.44,6.14,199.53,3232.89,46.93,0.24,-0.09,2.78,174.63,41.7,10.34,0.28,-0.95,0.74,0.31,-1.08,-2.35,0.92,1.13,3.3,1.87,12.35,7.42,16.59,22.01,29.56,49.17,0.02,0.31,0.98,-3.61,-366.07,-4591,-5.3,-6.49,13.67,19.24,-68.93,582492.8,,1616.31,33.39,1.58,4.08,2.88,3.75,,,,,,163002.36,,,,4.6,17.5,520.95,4.08,56.3,43.7,-23.28
(주)이원,017940,2019/12,-0.47,  도매 및 상품 중개업,1997/08/27,,128.03,86.33,7.02,8.6,198.76,3325.76,44.3,2.03,0.85,3.5,181.41,39.28,8.45,2.31,-1.14,3.49,2.97,-1.46,-3.63,8.44,1.29,3.66,2.14,11.4,9.05,14.48,25.21,32.01,40.34,0.02,0.17,0.83,-7.86,-155.28,-7466,-0.21,3.02,-2.37,32.03,658.66,671759.45,,15497.07,33.47,1.73,4.94,3.22,4.5,,,,,,233140.22,,,,6.49,25.61,540.65,5.06,34.87,65.13,-22.48
(주)이원,017940,2020/12,-14.77,  도매 및 상품 중개업,1997/08/27,,82.92,57.36,9.4,-7.5,200.09,3454.03,46.55,0.82,3.41,2.91,190.86,36.4,8.01,1.01,1.43,1.32,1.08,1.54,5.19,3.23,1.07,3.21,1.72,8.94,7.52,10.48,34.83,40.82,48.56,0.02,0.17,3.8,3.86,0,10427,1.93,8.72,-3.82,-8.99,-62.82,572529.77,,5762.52,33.32,1.43,4.17,2.84,4.15,,,,,,353375.88,,,,9.47,38.67,855.15,9,24.87,75.13,15.94
(주)인디에프,014990,2012/12,-12.57,"  의복, 의복 액세서리 및 모피제품 제조업",1989/06/20,,152.92,50.13,10.87,24.48,119.16,324.17,17.2,-2.03,-2.67,7.65,64.15,70.73,40,-3.16,-4.11,-2.68,-3.12,-4.06,-8.84,-6.8,0.99,2.15,3.22,2.11,6.77,4.61,79.1,173.23,53.94,0.01,0.23,-7.72,-8.76,0,-150,-21.69,-15.47,-4.09,-5.1,0,3654.48,,-115.5,45.63,0.85,15.07,1.42,4.39,,,,,,23057.11,,,,11.01,183.63,301.96,10.71,96.22,3.78,-38.38
(주)인디에프,014990,2013/12,-8.33,"  의복, 의복 액세서리 및 모피제품 제조업",1989/06/20,,158.55,48.14,11.7,27.05,120.87,305.41,14.94,-1.88,-4.62,5.8,59.06,73.26,41.57,-1.81,-3.11,-1.37,-1.75,-3.01,-6.63,-3.86,0.97,2.13,3.45,1.97,6.96,3.86,94.53,185.74,52.42,0.01,0.2,-5.05,-5.79,0,-104,-21.81,-13.25,-1.66,1.87,0,3350.15,,-60.69,45.27,0.82,17.65,1.34,4.26,,,,,,23045.53,,,,11.59,234.74,435.03,11.67,95.31,4.69,-26.68
(주)인디에프,014990,2014/12,-5.14,"  의복, 의복 액세서리 및 모피제품 제조업",1989/06/20,,167.04,52.23,15.42,29.09,121.53,275.63,14.23,-2.24,-9.67,4.96,60.98,72.47,40.18,-1.64,-4.34,-1.29,-1.62,-4.29,-9.49,-3.59,0.99,2.19,3.65,1.96,7.26,4.01,90.97,186.14,50.3,0.01,0.19,-9.48,-9.75,0,-138,-5.09,-6.83,-10.45,-11.62,0,3177.96,,-52.13,45.14,0.84,19.57,1.36,4.41,,,,,,16799.59,,,,9.34,180.29,350.58,8.97,117.4,-17.4,-48.36
(주)인디에프,014990,2015/12,-8.44,"  의복, 의복 액세서리 및 모피제품 제조업",1989/06/20,,153.55,38.29,5.35,24.79,121.46,256.13,13.99,-4.31,-8.52,4.75,64.03,71.09,42.4,-2.92,-3.43,-2.58,-2.89,-3.39,-7.51,-6.4,0.99,2.19,3.51,1.92,7.35,3.95,92.33,190.29,49.68,0.01,0.19,-7.1,-7.07,0,0,-0.37,-2.42,-8.88,-0.48,0,2909.83,,-85.02,45.15,0.85,18.44,1.38,4.87,,,,,,17239.75,,,,10.31,185.69,359.07,10.05,108.96,-8.96,-34.12
(주)인디에프,014990,2017/12,-0.9,"  의복, 의복 액세서리 및 모피제품 제조업",1989/06/20,,139.16,47.52,12.81,19.69,113.62,225.69,16.74,1.68,1.89,3.96,64.18,69.96,52.34,0.81,0.38,1.16,1.09,0.51,1.16,2.48,1.33,3.04,4.52,2.84,8.84,5.19,70.31,128.38,41.3,0.01,0.15,-11.04,1.33,0,13,-12.13,-7.68,-12.41,-13.89,0,3412,,27.78,46.81,1.1,23.46,1.89,5.63,,,,,,21123.38,,,,14.87,263.48,531.6,10.5,74.97,25.03,3.62
(주)인디에프,014990,2018/12,-1.73,"  의복, 의복 액세서리 및 모피제품 제조업",1989/06/20,,142.37,46.29,12.43,20.43,108.38,224.9,17.8,2.1,1.37,3.96,65.3,68.67,52.46,1.02,0.11,1.51,1.44,0.16,0.34,3.04,1.41,2.98,4.6,3.05,9.34,6.81,53.62,119.54,39.08,0.01,0.18,-2.8,-0.35,-70.41,4,-0.05,1.39,-4.59,-2.23,23.1,3352.93,,34.2,47.99,1.19,24.65,2.03,6.1,,,,,,19870.68,,,,14.39,247.97,510.29,10.06,76.84,23.16,1.14
(주)인디에프,014990,2020/12,-24.57,"  의복, 의복 액세서리 및 모피제품 제조업",1989/06/20,,95.2,31.36,12.6,-2.8,236.6,139.79,43.12,-8.25,-11.98,4.53,149.67,55.53,45.96,-13.09,-14.19,-13.36,-13.89,-15.05,-41.73,-38.52,1.06,2.94,2.4,2.89,9.26,8.15,44.78,126.18,39.4,0.01,0.25,-7.21,-34.28,0,-368,6.45,-6.41,-7.83,-4.34,0,2591.94,,-339.41,29.71,0.99,15.86,1.9,5.56,,,,,,5787.44,,,,4.17,60.3,102.63,3.79,254.43,-154.43,-374.45
(주)인스코비,006490,2015/12,-36.7,  우편 및 통신업,1985/01/17,,46.2,37.23,16.5,-24.43,91.69,68.78,29.95,-4.39,-22.43,14.12,151.48,20.98,42.51,-29.12,-150.45,-13,-13.1,-67.65,-100.36,-20.52,0.45,0.7,0.68,6.29,6.44,18.15,20.11,58.05,56.68,0.01,0,103.53,23.9,0,-353,-23.59,289.97,-27.34,-38.22,0,247.9,,-72.19,52.17,0.66,17.74,1.35,1.71,,,,,,-18488.77,,,,-38,-2320.57,-12350.14,-113.33,0,0,0
(주)인스코비,006490,2020/12,-23.19,  우편 및 통신업,1985/01/17,,98.33,77.27,43.17,-0.58,76.54,85.09,22.44,-0.54,7.13,12.67,116.31,34.12,56.43,-1.74,15.73,-1.1,-1.58,14.33,27.3,-2.92,0.91,1.68,1.44,15.1,16.81,11.93,30.59,24.17,21.71,0.07,0.05,50.31,70.11,0,95,97.14,66.16,26.92,167.13,0,572.97,,-9.96,56.65,1.35,23.03,2.49,2.98,,,,,,21898.42,,,,28.73,666.65,5796.71,37.87,31.55,68.45,41.54
(주)인팩,023810,2011/12,-12.49,  자동차 및 트레일러 제조업,2004/09/21,,116.85,90.69,7.21,6.77,128.42,1161.16,19.58,22.1,114.84,2.32,121.09,46.99,17.67,5.98,6.1,9.21,8.92,9.09,21.43,20.28,1.49,3.39,3.12,14.18,4.93,6.73,54.2,25.73,74.09,0.02,0.08,16.44,16.2,-13.11,1157,63.47,48.7,-6.45,16.74,-33.58,18512.97,,1107.38,43.78,1.55,4.28,2.85,3.57,,,,,,38345.27,,,,28.69,106.13,290.08,20.71,45.26,54.74,29.43
(주)인팩,023810,2014/12,-0.28,  자동차 및 트레일러 제조업,2004/09/21,,171.56,134,26.71,21.77,74.92,1861.4,11.88,30.11,2258.39,1.59,83.62,52.19,16.22,4.43,6.56,6.18,5.99,8.87,16.34,11.03,1.35,2.49,2.81,12.64,5,8.01,45.58,28.88,73.03,0.02,0.1,3.28,14.96,-17.09,1422,-0.69,1.47,4.99,18.49,-30.4,21838.07,,966.72,57.17,1.58,4.09,2.61,3.29,,,,,,46487.29,,,,28.34,88.29,297.77,21.29,41.41,58.59,30.81
(주)잇츠한불,226320,2016/12,-13.64,  화학물질 및 화학제품 제조업; 의약품 제외,2015/12/28,,1251.54,1180.38,148.44,87.34,8.57,3889.22,0,999999999,999999999,0,5.51,94.92,61.34,27.41,21.83,20.7,19.37,15.42,17.77,22.33,0.71,0.81,16.96,12.17,19.82,13.22,27.61,29.99,18.41,0.05,0.05,-4.94,7.24,-30.26,3357,9.56,46.34,-6.69,-17.13,-34.42,15301.39,,4194.81,92.11,0.65,29.13,0.74,0.78,,,,,,91278.67,,,,24.75,951.34,0,34.14,10.57,89.43,63.92
(주)잇츠한불,226320,2017/12,-8.08,  화학물질 및 화학제품 제조업; 의약품 제외,2015/12/28,,459.53,422.44,58.14,58.3,19.84,3987.96,7.11,44.04,999999999,5.15,30.54,74.51,63.21,18.46,17.1,10.83,9.74,9.02,7.08,11.21,0.53,0.61,3.03,9.15,11.1,12.73,28.66,39.9,32.89,0.02,0.13,52.47,28.7,-52.87,1851,365.45,665.52,19.69,69.88,-38.1,12015.63,,2218.23,83.44,0.55,9.06,0.64,0.69,,,,,,77206.64,,,,13.73,174.85,1637.1,31.42,26.45,73.55,54.41
(주)잇츠한불,226320,2018/12,-12.87,  화학물질 및 화학제품 제조업; 의약품 제외,2015/12/28,,752.33,674.59,50.1,63.25,12.81,3966.53,1.21,999999999,999999999,0,30.52,72.95,60.54,9.3,8.67,4.68,3.63,3.38,1.89,4.22,0.39,0.45,1.49,5.77,8.11,10.98,33.26,63.24,45.01,0.01,0.34,-4.77,-0.54,-70.04,468,9.17,1.07,-6.77,19.38,-56.11,9764.19,,908.06,88.64,0.45,4.58,0.53,0.58,,,,,,51611.48,,,,9.64,108.53,914.17,24.1,46.41,53.59,35.95
(주)잇츠한불,226320,2019/12,-4.51,  화학물질 및 화학제품 제조업; 의약품 제외,2015/12/28,,689.25,628.76,33.7,61.98,13.39,3757.71,6.51,10.28,999999999,5.12,31.18,72.5,55.68,5.35,3.64,3.19,2.03,1.38,-1.11,2.3,0.38,0.43,1.39,5.47,9.43,19.6,18.62,66.67,38.69,0.01,0,0.72,-5.26,-157.27,-268,-2.71,2.38,0.1,-15,-45.1,9323.52,,498.5,88.19,0.46,4.25,0.52,0.58,,,,,,44115.9,,,,8.18,100.04,867.89,21.58,59.63,40.37,16.86
