회사명,거래소코드,회계년도,매출액증가율(IFRS연결),산업명,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)잇츠한불,226320,2020/12,-28.41,  화학물질 및 화학제품 제조업; 의약품 제외,2015/12/28,,947.17,868.26,126.77,64.91,8.5,3613.47,2.92,3.66,999999999,4.11,29.77,72.57,54,2.57,-2.39,1.54,0.72,-0.67,-3.52,0.8,0.28,0.31,1.02,4.5,8.38,12.2,29.91,81.09,43.57,0.01,1.48,-5.8,-3.84,0,-807,-12.28,-6.02,-5.72,-10.5,-65.65,6675.01,,171.24,92.16,0.34,3.29,0.39,0.42,,,,,,29586.84,,,,5.82,71.48,688.67,20.21,76.37,23.63,-11.84
(주)제이에스코퍼레이션,194370,2016/12,-21.55,"  가죽, 가방 및 신발 제조업",2016/02/04,,334.48,256.49,47.18,49.62,27.96,11798.5,6.48,20.39,999999999,2.77,37.39,70.78,25.19,6.58,5.58,7.77,6.93,5.88,8.31,9.76,1.05,1.48,3.47,6.57,5.36,18.65,19.57,55.56,68.13,0.01,0,25.06,57.65,-46.25,829,60.75,15.26,29.6,33.47,-42.54,13653.98,,898.03,78.15,1.1,9.44,1.51,1.96,,,,,,77071.36,,,,38.76,337.52,1257.77,40.88,75.44,24.56,13.64
(주)제이에스코퍼레이션,194370,2018/12,-12.97,"  가죽, 가방 및 신발 제조업",2016/02/04,,378.18,258.51,36.04,48.26,22.04,11632.88,3.75,27.69,999999999,2.1,41.98,65.6,19.94,2.18,2.85,2.99,2.36,3.09,3.76,2.87,1.08,1.32,3.26,5.28,6.3,14.14,25.81,69.19,57.93,0.01,0,-0.52,-0.75,1.25,457,12.47,7.12,-4.1,1.82,-70.45,15419.92,,335.73,81.94,1.29,7.22,1.62,2.34,,,,,,70112.41,,,,37,232.86,640.35,34.1,80.51,19.49,8.36
(주)제일기획,030000,2014/12,-1.59,  전문 서비스업,1998/03/03,,168.34,168.34,35.01,33.54,108.89,3818.24,1,68.83,999999999,11.65,36.32,82.61,29.74,4.75,3.83,7.47,7.15,5.75,13.19,16.34,1.5,3.44,7.83,0,3.02,4.93,74.02,0,120.97,0.02,0,8.17,32.6,3.11,1034,-11.11,-11.08,13.34,0,-2.47,23176.52,,1101.97,47.87,1.12,24.9,1.86,1.86,,,,,,666093.91,,,,36.13,726.14,0,24.98,67.8,32.2,15.32
(주)제일기획,030000,2019/12,-1.62,  전문 서비스업,1998/03/03,,161.16,158.36,37.16,29.81,135.44,4114.26,7.51,36.49,999999999,6.04,50.47,78.56,34.05,6.01,4.08,9.72,9.3,6.3,15.09,22.25,1.55,3.7,8.02,97.1,3.03,6.21,58.8,3.76,120.51,0.02,0.01,3.71,7.25,6.43,1363,-3.67,30.35,-1.76,-22.71,13.65,29743.02,,1789.04,42.47,1.17,35.9,1.92,1.95,,,,,,966047.25,,,,42.88,1067.81,0,28.23,69.89,30.11,14.44
(주)제일기획,030000,2020/12,-19.69,  전문 서비스업,1998/03/03,,163.76,160.2,34.79,30.25,120.82,4379.05,7.56,34.98,999999999,3.46,49.25,77.69,40.19,7.46,5.76,9.43,9.12,7.04,16.11,20.78,1.22,2.79,5.59,80.13,2.63,5.17,70.66,4.55,138.97,0.01,0.01,-0.46,6.44,14.01,1554,-12.07,3.58,-1.56,23.23,-0.44,23886.41,,1781.25,45.29,0.97,31.26,1.56,1.6,,,,,,919364.34,,,,41,1120.16,0,33.46,69.75,30.25,17.22
(주)제주항공,089590,2020/12,-72.76,  항공 운송업,2015/11/06,,65.47,62.28,21.99,-13.56,438.98,112.63,53.95,-14.73,-17.52,3.8,400.42,25.71,-61.15,-89.07,-81.28,-25.41,-25.48,-23.25,-113.11,-123.93,0.29,1.39,0.4,24.02,20.94,732.72,0.5,15.2,17.43,0.03,0,-20.37,-33.31,0,-10125,-7.96,-14.19,-34.08,-12.43,0,14305.46,,-12741.18,18.55,0.43,1.38,1,1.04,,,,,,-20839.4,,,,-1.78,-11.42,0,-5.53,0,0,0
(주)종근당바이오,063160,2020/12,-9.17,  의료용 물질 및 의약품 제조업,2001/12/11,,191.66,63.48,3.17,14.91,67.98,1230.4,28.17,12.12,12.63,1.16,115.6,31.18,22.36,6.11,4.98,2.95,2.94,2.4,3.79,4.65,0.48,0.76,0.72,2.75,3.85,16.78,21.75,132.63,94.85,0,0,21.48,6.49,-49.39,1147,27.45,27.25,10.42,88.03,-50.64,22713.45,,1386.69,59.53,0.96,0.74,1.48,3.2,,,,,,53707.01,,,,18.95,29.95,115.71,43.1,63.04,36.96,11.56
(주)종근당홀딩스,001630,2013/12,-5.85,  의료용 물질 및 의약품 제조업,1976/06/30,,190.03,147.35,56.02,24.48,49.77,1634.59,13.07,13.56,104.36,5.47,72.39,51.66,50.81,14.71,75.57,17.09,16.73,85.97,163.97,28.93,1.14,1.97,2.36,8.78,5.06,16.99,21.48,41.59,72.1,0.01,0,-60.8,-58.47,1198.88,36365,-82.59,-60.71,-60.89,-66.3,4.76,48301.41,,7102.88,66.77,1.42,3.79,2.2,2.93,,,,,,575995.04,,,,207.55,1404.49,6140.42,102.74,17.97,82.03,73.55
(주)종근당홀딩스,001630,2014/12,-67.64,  의료용 물질 및 의약품 제조업,1976/06/30,,160.57,112.9,36.07,18.1,60.59,1735.84,15.62,28.33,999999999,2.6,83.54,47.98,32.21,16.94,7.33,10.98,10.59,4.59,6.17,16.44,0.63,0.97,1.24,4.82,3.75,8.73,41.82,75.77,97.32,0.01,0,9.06,6.19,-97.72,2820,26.13,17.37,1.28,33.87,-62.72,49820.91,,8440.08,62.27,0.8,3.66,1.26,1.7,,,,,,66263.88,,,,21.89,124.78,401.3,36.53,33.72,66.28,20.07
(주)주연테크,044380,2018/12,-27.25,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2006/11/15,,313.89,241.99,73.71,36.3,35.92,440.84,16.65,-5.14,999999999,5.79,63.52,53.27,21.29,-3.39,-11.43,-1.7,-2.6,-8.75,-10.61,-3.23,0.77,0.95,1.8,6.32,11.54,20.83,17.52,57.75,31.63,0.01,0,10.23,-8.23,0,-51,166.42,36.74,-5.8,11.91,0,448.6,,-15.22,73.57,1.08,5.2,1.33,1.68,,,,,,2604.07,,,,4.29,21.01,101.56,5.88,235.72,-135.72,-194.43
(주)주연테크,044380,2020/12,-11.14,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2006/11/15,,332.86,235.21,155.11,50.28,52.91,344.63,15.91,18.85,999999999,0.33,43.02,71.87,8.95,0.8,-4.76,1.21,0.84,-5,-5.86,1.25,1.05,1.56,3.29,5.28,9.45,12.7,28.74,69.14,38.62,0.01,0.49,-6.75,-3.36,0,-43,3.64,-26.13,3.93,4.7,0,1156.56,,9.3,65.4,1.19,8.41,1.54,2.18,,,,,,3610.36,,,,6.27,47.61,4289.42,5.76,117.78,-17.78,-82.58
(주)중앙건설,015110,2011/12,-68.01,  종합 건설업,1994/11/05,2012/12/11,370.94,319.86,9.43,46.12,939.77,120.65,74.65,-1.42,-1.45,9.72,383.28,63.14,-7.41,-36.6,-51.47,-8.56,-8.85,-12.44,-86.3,-61.37,0.24,1.68,0.81,2.46,29.91,2.55,143.17,148.12,12.2,0.06,0.03,-25.65,-60.25,0,-9152,-7.07,11.94,-37.84,-39.27,0,17782.31,,-6508.58,9.62,0.26,9.45,0.34,0.4,,,,,,-31280.11,,,,-7.57,-261.85,-1564005611,-26.69,0,0,0
(주)지에스,078930,2010/12,-81.92,  전문 서비스업,2004/08/05,,99.22,88.46,12.17,-0.15,50.38,1132.96,19.62,8.86,20.4,1.37,121.03,19.52,22.06,11.39,15.7,4.37,4.11,5.67,16.91,9.87,0.36,0.87,0.55,3.21,3.4,4.11,88.8,113.58,107.43,0.01,0.4,-64.46,31.65,63.24,8429,-88.92,-52.42,-82.61,-94.8,-49.95,65922.76,,7507.28,66.5,0.55,0.86,1.04,1.55,,,,,,1278043,,,,14.09,97.17,549.63,20.47,20.36,79.64,76.67
(주)지에스,078930,2013/12,-2.59,  전문 서비스업,2004/08/05,,130.38,114.65,34.08,4.28,70.2,1388.47,28.33,3.85,6.93,3.88,138.91,18.38,17.59,5.76,4.54,4.8,4.36,3.43,5.54,7.56,0.76,1.31,0.93,33.64,15.89,12.27,29.75,10.85,22.97,0.25,0.03,-0.6,3.65,-27.57,3778,-6.7,0.46,-5.03,-3.13,-19.31,101195.06,,5830.29,58.76,2.15,4.05,4.02,4.56,,,,,,1512789,,,,11.97,70.98,286.8,15.79,24.46,75.54,28.77
(주)지에스,078930,2020/12,-13.17,  전문 서비스업,2004/08/05,,85.97,76.54,18.58,-2.29,127.55,1764.25,43.62,2.98,2.84,2.9,195.6,14.04,17.86,5.96,-1.22,4.05,3.74,-0.76,-2.82,8.46,0.63,1.42,0.72,36.81,17.42,24.71,14.77,9.92,20.96,0.06,0.03,-1.06,-5.9,0,-2564,-0.34,-2.69,10.24,-18.38,-54.72,163085.33,,9720.88,43.95,2.01,1.83,4.71,5.4,,,,,,2473969,,,,10.11,29.98,75.76,16.02,30,70,-7.59
(주)지에스글로벌,001250,2013/12,-29.37,  도매 및 상품 중개업,1976/06/26,,119.28,92.9,20.64,9.96,172.84,447.69,30.81,2.91,6.81,1.23,104.78,61.6,3.19,0.57,0.82,1.65,1.49,2.12,7.82,5.18,2.6,9.07,6.26,22.92,9.49,11.07,32.96,15.92,38.45,0.05,0.05,-38.79,7.16,-6.48,847,-76.6,-46.04,-33.19,-16.36,-55.55,106561.18,,609.3,36.65,2.29,10.51,4.46,5.54,,,,,,67552.02,,,,9.65,86.92,2253.87,2.81,39.2,60.8,29
(주)지에스글로벌,001250,2015/12,-18.34,  도매 및 상품 중개업,1976/06/26,,128.48,101.32,11.97,15.13,294.98,358.23,43.02,4.24,-6.61,2.02,125.44,68.24,4.08,1.28,-2.07,3.6,3.49,-5.64,-20.64,12.72,2.73,9.96,8.34,17.23,6.55,12.2,29.93,21.19,55.68,0.02,0.09,-6.53,-19.47,0,-2076,-0.04,-11.82,-3.84,-21.49,23.65,100383.74,,1282.9,25.32,2.21,21.12,4.06,5.31,,,,,,20289.73,,,,2.53,19.57,798.9,0.9,160.86,-60.86,-230.31
(주)지에스글로벌,001250,2019/12,-4.17,  도매 및 상품 중개업,1976/06/26,,107.19,82.67,12.29,4.01,217.23,174.04,42.97,3.12,0.65,3.62,127.47,59.82,3.8,1.5,-0.43,4.69,4.59,-1.31,-4.61,14.89,3.06,9.93,7.63,22.36,9,14.61,24.99,16.33,40.57,0.03,0.06,-9.79,-6.15,-183.21,-207,-8.49,-9.5,-9.98,-9.95,3.83,47124.96,,706.1,31.52,2.64,10.68,5.11,6.63,,,,,,102604.84,,,,8.51,29.63,324.04,2.64,56.95,43.05,-16.24
(주)지에스글로벌,001250,2020/12,-27.62,  도매 및 상품 중개업,1976/06/26,,103.79,87.02,17.12,2.14,219.99,138.59,45.26,2.09,-3.93,3.25,132.44,58.61,4.34,1.15,-2.92,3.11,2.99,-7.6,-24.91,9.51,2.6,8.29,6.4,22.03,8.14,17.1,21.35,16.56,44.86,0.02,0.08,-20.61,-20.37,0,-974,-6.08,-18.23,-22.21,-45.03,-44.58,34107.51,,391.35,31.25,2.26,8.34,4.39,5.49,,,,,,34805.93,,,,3.64,10.7,126.73,1.24,176.59,-76.59,-235.99
(주)지에스리테일,007070,2020/12,-1.61,  소매업; 자동차 제외,2011/12/23,,54.88,43.67,2.19,-10.57,169.11,2992.85,41.13,3.68,20.28,2.33,234.5,12.86,20.66,2.85,1.74,4.37,3.55,2.17,7.52,9.68,1.25,3.4,1.42,47.64,49.68,24.17,15.1,7.66,7.35,0,0.01,1.74,6.01,26.52,2187,0.09,0,15.35,2.91,5.75,115095.05,,3280.09,37.16,3.42,3.86,10.28,13.11,,,,,,1470334.26,,,,20.48,64.97,0,16.59,36.87,63.13,10.51
(주)지투알,035000,2016/12,-14.88,  전문 서비스업,1999/08/11,,136.42,136.42,14.32,25.26,247.12,831.34,0.92,38.35,999999999,6.68,18.7,94.61,35.45,4.8,3.66,4.16,3.96,3.02,10.64,13.94,0.82,2.9,14.81,0,1.18,1.52,239.7,0,308.57,0.01,0,5.02,8.27,28.8,922,-2.29,-1.65,5.42,0,41.87,24624.19,,1182.36,28.81,0.5,105.56,0.87,0.87,,,,,,110579.12,,,,21.81,2894.87,0,27.11,70.44,29.56,13.51
(주)지투알,035000,2020/12,-30.71,  전문 서비스업,1999/08/11,,129.67,129.67,18.36,21.1,264.94,826.95,1.78,74.72,999999999,4.15,28.38,92.22,43.85,6.73,2.41,5.06,4.89,1.75,6.27,17.54,0.73,2.61,9.09,0,1.18,1.36,268.26,0,310.04,0.02,0,5.3,1.69,-40.75,558,-13.17,-0.44,5.81,0,15.45,22672.04,,1525.53,27.4,0.45,84.23,0.79,0.79,,,,,,125065.4,,,,23.58,3017.16,0,33.3,75.58,24.42,7.23
(주)진도,088790,2013/12,-4.93,  도매 및 상품 중개업,2006/03/28,,103.43,35.56,4.5,2.11,169.57,1357.61,41.55,1.3,1.11,5.98,98.54,63.44,40.91,4.12,0.14,3.47,3.35,0.11,0.31,9.25,0.81,2.24,2.27,1.88,5.36,9.98,36.59,194.41,68.09,0,0,-3.95,0.53,0,20.69,-1.34,-0.59,-5.78,-11.13,-36.4,15198.65,,626.45,37.1,0.64,3.12,1.27,3.93,,,,,,21514.4,,,,11.71,44.32,241382.2,14.1,64.84,35.16,0.97
(주)진도,088790,2014/12,-20.74,  도매 및 상품 중개업,2006/03/28,,128.79,48.88,7.85,14.09,106.63,1508.9,41.3,1.87,4.14,3.74,76.37,63.04,41.95,4.07,6.3,2.91,2.89,4.48,10.59,6.84,0.71,1.68,1.93,1.76,4.31,11.65,31.32,207.8,84.59,0,0,-14.81,11.14,3553.06,760.2,-8,-13.87,-15.35,-19.96,-21.72,12045.76,,490.39,48.4,0.6,2.6,1.12,3.12,,,,,,24697.62,,,,15.78,55.3,744801.58,20.42,47.85,52.15,30.86
(주)진도,088790,2018/12,-6.37,  도매 및 상품 중개업,2006/03/28,,189.24,55.21,14.35,30.4,53.48,1680.31,25.69,6.69,9.02,2.67,54.55,64.46,44.29,6.09,4.66,4.67,4.58,3.51,5.4,7.06,0.75,1.16,2.14,1.78,5.51,17.59,20.75,204.9,66.22,0,0,1.48,2.15,-41.08,449.6,-6.08,3.83,0.23,19.37,-36.17,9635.07,,586.88,65.16,0.76,3.82,1.16,3.33,,,,,,22835.12,,,,14.21,74.95,1141755992.5,19.02,54.93,45.07,24.51
(주)진도,088790,2019/12,-35.15,  도매 및 상품 중개업,2006/03/28,,204.75,46.99,12.08,31.34,44.96,1606.02,24.98,-2.55,-0.82,2.96,56.15,61.26,39.68,-3.75,-3.51,-1.88,-1.91,-1.79,-2.67,-2.85,0.51,0.76,1.37,1.1,5.68,20.47,17.83,332.44,64.3,0,0,-9.72,-4.42,-148.8,-219.5,3.15,-1.6,-14.2,-6.66,-139.94,6248,,-234.38,68.98,0.54,2.52,0.81,3.08,,,,,,11420.43,,,,7.87,36.34,571021647,14.67,93.47,6.53,-23.91
(주)진도,088790,2020/12,-30.05,  도매 및 상품 중개업,2006/03/28,,244.9,51.12,11.64,34.02,32.31,1557.96,18.35,-2.26,-0.03,2.51,56.24,57.49,43.38,-3.1,-3.32,-1.22,-1.24,-1.32,-1.84,-1.72,0.4,0.55,0.98,0.86,5.97,21.76,16.77,425.25,61.13,0,0,-11.46,-2.99,0,-145.6,44.53,-2.84,-16.91,-14.67,0,4370.26,,-135.69,75.58,0.46,1.42,0.67,3.04,,,,,,10120.94,,,,7.88,22.28,506047123,18.58,84.32,15.68,-17.89
(주)진양홀딩스,100250,2012/12,-0.04,  고무 및 플라스틱제품 제조업,2008/02/15,,178.12,161.63,7.41,10.93,43.89,993.81,5.05,4.64,999999999,15.21,108.04,24.91,15.7,6.83,3.99,4.92,3.55,2.07,1.47,5.12,0.52,0.75,0.67,22.87,6.17,8.59,42.49,15.96,59.2,0.03,0.05,-1.72,-0.93,-61.19,74,-1.13,-6.79,17.54,1.38,-5.61,4761.6,,325.21,69.5,1.45,1.18,2.27,2.52,,,,,,50974.05,,,,10.04,22.67,392.57,19.15,58.04,41.96,20.82
(주)진양홀딩스,100250,2015/12,-4.63,  고무 및 플라스틱제품 제조업,2008/02/15,,151.36,138.02,19.18,8.08,45.72,1041.08,6.5,9.1,999999999,8.8,111.03,23.8,19.24,8.99,2.1,5.97,4.38,1.02,2.91,6.29,0.49,0.7,0.64,21,6.26,9.11,40.08,17.38,58.34,0.03,0.06,0.5,-1.67,-41.82,156,-0.09,1.34,-2.09,-17.17,3.88,4667.58,,419.52,68.63,1.26,1.2,2.02,2.24,,,,,,45258.29,,,,8.43,21.02,390.16,17.35,68.52,31.48,12.08
(주)진양홀딩스,100250,2016/12,-0.46,  고무 및 플라스틱제품 제조업,2008/02/15,,150.59,138.26,14.23,8.51,40.76,1078.73,6.63,20.95,999999999,2.99,105.11,25.33,19.19,8.63,13.39,4.83,4.11,6.38,5.57,5.88,0.48,0.68,0.63,22.83,6.07,9.05,40.34,15.99,60.11,0.03,0.05,3.29,3.62,93.33,301,9.88,1.22,9.9,2.09,-4.45,4646.28,,400.84,71.04,1.17,1.14,1.94,2.12,,,,,,80032.84,,,,14.44,34.45,435.38,30.82,38.2,61.8,43.45
(주)진양홀딩스,100250,2018/12,-8.82,  고무 및 플라스틱제품 제조업,2008/02/15,,151.8,141.09,12.07,10.68,38.17,1073.02,11.27,8.49,999999999,2.41,94.93,31.3,13.54,3.85,1.92,2.57,1.77,0.89,0.36,2.45,0.46,0.64,0.65,22.56,6.17,7.7,47.4,16.18,59.14,0.04,0.05,-10.23,-1.78,-89.14,20,-45.46,-15.93,5.44,4.54,-40.71,4326.43,,166.43,72.37,0.99,1.3,1.6,1.72,,,,,,41591.6,,,,8.38,32.06,251.09,17.2,65.22,34.78,11.17
(주)진양홀딩스,100250,2019/12,-6.84,  고무 및 플라스틱제품 제조업,2008/02/15,,139.27,128.43,17.04,7.12,37.9,1101.49,12.69,6.84,999999999,3.11,103.06,25.26,15.94,5.71,10.16,3.56,2.55,4.53,4.98,3.52,0.45,0.62,0.62,21.39,6.3,8,45.61,17.06,57.95,0.03,0.05,3.58,2.65,1292.06,276,8.82,12.68,-16.39,-7.75,38.39,4030.47,,230.31,72.52,0.94,1.65,1.58,1.71,,,,,,65496.31,,,,12.74,47.1,394.73,29.07,41.46,58.54,34.94
(주)진양홀딩스,100250,2020/12,-6.1,  고무 및 플라스틱제품 제조업,2008/02/15,,137.35,124.8,25.32,6.91,40.97,1162.96,14.16,6.69,999999999,2.43,105.13,25.43,16.27,5.47,14.33,3.06,2.18,5.71,8.23,3.04,0.4,0.56,0.53,18.52,6.21,7.66,47.63,19.7,58.74,0.03,0.06,6.63,5.58,72.12,475,6.84,6.4,7.3,25.98,-10.05,3784.57,,207.18,70.94,0.91,1.44,1.57,1.72,,,,,,73103.53,,,,13.34,49.25,387.03,34.56,37.11,62.89,41.48
(주)체시스,033250,2013/06,-10.09,  자동차 및 트레일러 제조업,1999/08/11,,86.45,69.03,9.4,-5.92,193.2,389.08,32.17,1.22,1.08,5.94,182.36,37.8,8.7,2.12,-0.13,2.47,2.24,-0.13,-0.38,6.38,1.06,3.01,1.69,12.8,4.75,4.93,74.07,28.51,76.89,0.03,0.08,3.17,-2.71,0,-7,5.5,1.62,5.81,-11.74,-65.56,5933.06,,125.8,34.11,1.34,2.09,2.83,3.63,,,,,,23304.54,,,,24.63,53.37,106.78,23.68,70.62,29.38,-0.53
(주)체시스,033250,2014/06,-24.17,  자동차 및 트레일러 제조업,1999/08/11,,63.64,50.41,4.06,-16.89,253.54,303.68,47.44,-2.23,-3.52,4.78,249.05,29.55,2.34,-5.19,-9.99,-3.98,-4.22,-8.12,-25.96,-13.48,0.81,2.6,1.23,11.77,4.49,4.79,76.2,31,81.31,0.03,0.09,-5.89,-21.95,0,-450,9.56,6.59,-26.42,-24.09,0,4498.94,,-233.41,28.29,1.03,1.47,2.4,3.02,,,,,,14840.88,,,,16.66,30.32,65.13,19.88,97,3,-50.26
(주)체시스,033250,2015/06,-21.39,  자동차 및 트레일러 제조업,1999/08/11,,47.4,36.31,1.67,-28.06,244.94,301.79,49.79,-1.55,-1.07,4.54,257.74,25.28,4.29,-5.1,-7.89,-3.27,-3.41,-5.28,-18.44,-11.91,0.67,2.34,0.92,11.09,5.59,5.74,63.54,32.9,65.3,0.03,0.09,-3.04,-0.62,0,-279,4.21,2.84,-17.06,-6.66,0,3536.57,,-180.34,28.99,0.87,1.08,2.44,3.12,,,,,,15830.13,,,,18.33,32.05,74.38,26.98,80.31,19.69,-29.25
(주)체시스,033250,2016/06,-11.12,  자동차 및 트레일러 제조업,1999/08/11,,70,55.87,15.38,-14.23,168.87,282.24,40.16,1.02,0.72,4.27,179.59,33.21,11.13,3.32,-0.82,2.11,1.95,-0.48,-1.45,5.88,0.59,1.77,0.83,9.3,5.61,5.78,63.19,39.23,65.02,0.02,0.11,5.45,35.29,0,-20,-2.81,-5.73,38.51,19.52,0,2505.67,,83.15,37.19,0.74,0.96,2,2.55,,,,,,16484.6,,,,18.1,31.2,64.04,31.61,60.2,39.8,-2.6
(주)체시스,033250,2019/06,-16.65,  자동차 및 트레일러 제조업,1999/08/11,,48.76,31.91,2.02,-26.16,231.92,222.52,48.27,-0.85,-1.28,4.3,249.28,24.9,4.85,-2.7,-6.65,-1.62,-1.67,-4.12,-13.41,-5.44,0.62,2.02,0.84,7.11,5.13,4.47,81.67,51.34,71.15,0.02,0.13,-2.57,-6.18,0,-154,1.08,1.75,-13.63,-4.9,0,2317.45,,-62.52,30.13,0.78,0.97,2.34,3.48,,,,,,12999.17,,,,14.67,25.21,55.13,23.37,70.22,29.78,-28.44
(주)체시스,033250,2020/06,-9.8,  자동차 및 트레일러 제조업,1999/08/11,,50.9,34.69,5.45,-22.14,243.54,190.75,53.92,-1.89,-1.99,3.63,264.69,22.95,4.74,-5.82,-7.99,-3.37,-3.49,-4.79,-16.17,-11.78,0.6,2.02,0.79,7.5,5.31,5.69,64.2,48.66,68.74,0.02,0.14,-11.28,-14.28,0,-167,-6.88,-8.98,-18.21,-24.6,0,2090.44,,-121.68,29.11,0.83,0.91,2.5,3.75,,,,,,14094.43,,,,17.92,26.39,54.17,28.09,75.15,24.85,-28.45
(주)초록뱀헬스케어,118000,2014/12,-5.64,  도매 및 상품 중개업,2009/12/30,,95.67,85.61,7.58,-2.43,136.59,192.69,36.83,-12.95,-26.29,9.08,109.7,53.63,26.17,-51.58,-76.85,-28.48,-29.14,-43.42,-74.13,-49.81,0.56,0.97,1.1,8.15,2.59,21.65,16.86,44.76,141.13,0.01,0,-10.45,-48,0,0,-9.51,-25.85,9.15,-37.46,0,685.81,,-353.74,42.27,0.64,8.68,1.16,1.36,,,,,,-3169.74,,,,-16.11,-246.19,-1063.01,-26.95,0,0,0
(주)초록뱀헬스케어,118000,2015/12,-2.65,  도매 및 상품 중개업,2009/12/30,,94.53,65.25,3.97,-2.31,165.22,113.96,18.53,-14.87,-16.61,9.81,159.26,39.95,8.05,-65.51,-67.71,-41.23,-41.59,-42.98,-105.83,-103.47,0.63,1.58,1.21,7.29,3.07,14.81,24.64,50.05,118.7,0.01,0,-16.61,-24.24,0,0,66.95,8,-37.88,82.86,0,1054.86,,-691.09,37.7,0.65,6.66,1.34,1.64,,,,,,-1454.3,,,,-8.86,-67.66,-675.55,-12.7,0,0,0
(주)초록뱀헬스케어,118000,2016/12,-1.9,  도매 및 상품 중개업,2009/12/30,,132.42,122.11,2.49,13.58,114.68,145.82,30.17,-9.55,-18.95,10.25,95.58,55.48,-5.88,-51.17,-76.75,-24.66,-25.41,-38.1,-87.87,-58.59,0.5,1.14,0.99,6.86,5.17,15.16,24.07,53.21,70.66,0.01,0,75.83,117.22,0,-490,-54.57,30.37,144.16,-38.65,0,625.22,,-319.94,46.58,0.54,7.19,1,1.17,,,,,,-4225.52,,,,-14.65,-432.69,-10937.87,-37.62,0,0,0
(주)초록뱀헬스케어,118000,2018/12,-6.53,  도매 및 상품 중개업,2009/12/30,,127.68,114.53,82.83,19.15,231.91,151.38,49.43,-4.45,-7.48,7.61,38.73,88.33,5.69,-19.23,-35.13,-13.28,-13.5,-24.67,-65.25,-35.62,0.7,1.85,3.87,7.19,2.61,8.9,41,50.79,139.64,0.01,1.11,67.22,-0.71,0,0,-13.85,-32.59,107.88,39.73,0,1599.36,,-307.52,30.13,0.49,12.85,0.86,0.97,,,,,,-4547.32,,,,-7.4,-183.07,-11114.06,-13.19,0,0,0
(주)초록뱀헬스케어,118000,2020/12,-52.1,  도매 및 상품 중개업,2009/12/30,,58.58,53.02,25,-17.62,81.66,283.95,18.58,-0.66,5.54,15.18,136.39,24.92,9.16,-9.07,41.72,-1.4,-2.35,10.78,20.12,-4.36,0.26,0.48,0.42,7.5,3.59,6.05,60.33,48.66,101.65,0.01,0.2,98.11,112.3,0,269,-52.34,328.76,-24.4,-16.21,0,661.74,,-60.05,55.05,0.31,15.11,0.67,0.74,,,,,,18616.52,,,,13.46,1679.05,89309.3,69.22,17.02,82.98,60.28
(주)카카오,035720,2014/12,-6.03,  정보서비스업,2017/07/10,,350.92,350.03,198.35,20.62,12.37,8429,0.01,4316.58,999999999,6.8,79.97,28.84,0,35.37,30.03,10.65,10.3,8.75,10.03,11.69,0.29,0.33,0.44,494.98,6.32,45.23,8.07,0.74,57.8,0.02,0,320.83,355.51,127.86,3243,64.74,539.47,128.27,0,115.72,36788.3,,13010.63,88.99,0.68,3.15,0.87,0.87,,,,,,318121.02,,,,11.49,161.57,344.14,63.77,38.62,61.38,47.1
