,회사명,거래소코드,회계년도_x,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,매출액증가율(IFRS연결)
3309,(주)에너토크,19990,2016-12-01,2006-02-01,,  기타 기계 및 장비 제조업,5,0,-9.22
3314,(주)에듀언스,9010,2011-12-01,1993-12-29,2013-05-01,  교육 서비스업,4,0,1.46
3335,(주)에스마크,30270,2016-12-01,1997-01-17,2020-05-21,  섬유제품 제조업; 의복제외,4,0,-39.12
3339,(주)에스비에스콘텐츠허브,46140,2011-12-01,2003-02-05,,  정보서비스업,5,0,29.48
3340,(주)에스비에스콘텐츠허브,46140,2012-12-01,2003-02-05,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,-3.58
3355,(주)에스씨디,42110,2015-12-01,2000-07-13,,  전기장비 제조업,5,0,6.73
3390,(주)에스앤에스텍,101490,2020-12-01,2009-04-14,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,3.44
3401,(주)에스에스알,275630,2018-12-01,2018-08-06,,  출판업,5,0,27.1
3432,(주)에스에프씨,112240,2013-12-01,2011-11-30,2020-06-30,  고무 및 플라스틱제품 제조업,4,0,17.13
3459,(주)에스엘바이오닉스,214310,2015-12-01,2015-06-25,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,18.93
3467,(주)에스엠라이프디자인그룹,63440,2013-12-01,2002-05-30,,  인쇄 및 기록매체 복제업,5,0,-10.45
3475,(주)에스엠엔터테인먼트,41510,2011-12-01,2000-04-27,,  인쇄 및 기록매체 복제업,5,0,47.71
3476,(주)에스엠엔터테인먼트,41510,2012-12-01,2000-04-27,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,68.76
3485,(주)에스엠컬처앤콘텐츠,48550,2011-12-01,2001-01-18,,  사업지원 서비스업,5,0,-12.75
3529,(주)에스텍파마,41910,2013-12-01,2004-02-06,,  의료용 물질 및 의약품 제조업,5,0,-27.93
3567,(주)에스폴리텍,50760,2011-12-01,2002-05-16,,  고무 및 플라스틱제품 제조업,5,0,0
3600,(주)에이디칩스,54630,2011-12-01,2001-11-13,,  도매 및 상품 중개업,6,0,0.08
3601,(주)에이디칩스,54630,2012-12-01,2001-11-13,,  도매 및 상품 중개업,6,0,-31.87
3614,(주)에이디테크놀로지,200710,2018-12-01,2014-12-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,242.39
3618,(주)에이루트,96690,2012-12-01,2010-12-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-1.83
3622,(주)에이루트,96690,2016-12-01,2010-12-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,15.76
3642,(주)에이스침대,3800,2020-12-01,1996-05-03,,  가구 제조업,6,0,4.35
3665,(주)에이치비테크놀러지,78150,2018-12-01,2004-12-08,,  기타 기계 및 장비 제조업,5,0,-3.97
3683,(주)에이치앤비디자인,227100,2018-12-01,2018-11-15,,  전기장비 제조업,5,0,3.18
3701,(주)에이텍,45660,2011-12-01,2001-05-24,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,18.1
3711,(주)에이텍티앤,224110,2016-12-01,2015-08-25,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,170.81
3712,(주)에이텍티앤,224110,2017-12-01,2015-08-25,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,13.56
3716,(주)에이트원,230980,2017-12-01,2016-03-02,,  출판업,5,0,-0.99
3722,(주)에이티세미콘,89530,2013-12-01,2011-11-11,,"  기타 전문, 과학 및 기술 서비스업",5,0,-18.36
3727,(주)에이티세미콘,89530,2018-12-01,2011-11-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,15.84
3737,(주)에이프로,262260,2020-12-01,2020-07-16,,  전기장비 제조업,5,0,-27.27
3740,(주)에이프로젠헬스케어앤게임즈,109960,2013-12-01,2009-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-4.39
3743,(주)에이프로젠헬스케어앤게임즈,109960,2016-12-01,2009-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,38.74
3748,(주)에임하이글로벌,43580,2011-12-01,2001-08-02,2018-08-10,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,-2.94
3749,(주)에임하이글로벌,43580,2012-12-01,2001-08-02,2018-08-10,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,75.69
3755,(주)에치에프알,230240,2018-12-01,2015-12-16,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,1349846.59
3768,(주)에코프로,86520,2016-12-01,2007-07-20,,  전기장비 제조업,5,0,58.93
3774,(주)에코프로비엠,247540,2020-12-01,2019-03-05,,  전기장비 제조업,5,0,38.74
3778,(주)에프알텍,73540,2014-12-01,2007-05-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-41.92
3790,(주)에프앤리퍼블릭,64090,2015-12-01,2002-12-17,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-16.72
3796,(주)에프에스엔,214270,2016-12-01,2015-03-25,,  출판업,5,0,324744.36
3803,(주)에프에스티,36810,2013-12-01,2000-01-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,1.89
3827,(주)엑사이엔씨,54940,2011-12-01,2001-12-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,22.65
3828,(주)엑사이엔씨,54940,2012-12-01,2001-12-13,,  전문직별 공사업,5,0,-23.57
3837,(주)엑세스바이오인코퍼레이션,950130,2013-12-01,2013-05-30,,  의료용 물질 및 의약품 제조업,5,0,23.91
3845,(주)엑셈,205100,2015-12-01,2014-11-07,,  출판업,5,0,206467.37
3862,(주)엔에스,217820,2016-12-01,2015-12-07,,  기타 기계 및 장비 제조업,5,0,-2.72
3871,(주)엔에스브이,95300,2015-12-01,2009-04-17,2017-09-12,  기타 기계 및 장비 제조업,4,0,-31.3
3873,(주)엔에스엔,31860,2011-12-01,1997-01-07,,  정보서비스업,5,0,5.66
3888,(주)엔에이치엔벅스,104200,2016-12-01,2009-10-06,,  정보서비스업,5,0,19.99
3904,(주)엔젠바이오,354200,2020-12-01,2020-12-10,,"  기타 전문, 과학 및 기술 서비스업",5,0,67.8
3905,(주)엔지스테크널러지,208860,2016-12-01,2016-07-28,,  출판업,6,0,-41.81
3908,(주)엔지스테크널러지,208860,2019-12-01,2016-07-28,,  출판업,6,0,50.39
3910,(주)엔지켐생명과학,183490,2018-12-01,2018-02-21,,  의료용 물질 및 의약품 제조업,5,0,18.75
3924,(주)엔텔스,69410,2012-12-01,2007-06-20,,  출판업,5,0,17.42
3933,(주)엔투텍,227950,2018-12-01,2015-11-18,,  기타 기계 및 장비 제조업,5,0,191057.9
3936,(주)엔피케이,48830,2011-12-01,2000-10-12,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,9.14
3937,(주)엔피케이,48830,2012-12-01,2000-10-12,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-7.9
3957,(주)엘아이에스,138690,2012-12-01,2011-06-02,,  기타 기계 및 장비 제조업,6,0,-67.79
3966,(주)엘앤씨바이오,290650,2018-12-01,2018-11-01,,  의료용 물질 및 의약품 제조업,5,0,18.66
3995,(주)엘엠에스,73110,2011-12-01,2007-10-12,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,925166.2
4022,(주)엠게임,58630,2018-12-01,2008-12-19,,  출판업,5,0,-1.55
4025,(주)엠디에스테크,86960,2011-12-01,2006-09-26,,  출판업,5,0,0.11
4026,(주)엠디에스테크,86960,2012-12-01,2006-09-26,,  출판업,5,0,2.87
4038,(주)엠에스씨,9780,2011-12-01,1993-10-12,,  식료품 제조업,5,0,18
4067,(주)엠투엔,33310,2014-12-01,1997-11-10,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,-0.72
4068,(주)엠투엔,33310,2015-12-01,1997-11-10,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,30.78
4074,(주)엠플러스,259630,2017-12-01,2017-09-20,,  기타 기계 및 장비 제조업,5,0,720995.84
4076,(주)엠플러스,259630,2019-12-01,2017-09-20,,  기타 기계 및 장비 제조업,5,0,33.58
4078,(주)엠피대산,65150,2011-12-01,2007-07-18,,  도매 및 상품 중개업,5,0,4.82
4079,(주)엠피대산,65150,2012-12-01,2007-07-18,,  도매 및 상품 중개업,5,0,11.51
4089,(주)연우,115960,2016-12-01,2015-11-02,,  고무 및 플라스틱제품 제조업,5,0,17.81
4107,(주)영우디에스피,143540,2016-12-01,2014-10-29,,  기타 기계 및 장비 제조업,5,0,152.68
4118,(주)예림당,36000,2011-12-01,1999-11-30,,  출판업,5,0,6.92
4119,(주)예림당,36000,2012-12-01,1999-11-30,,  출판업,5,0,-11.17
4128,(주)예선테크,250930,2019-12-01,2016-09-29,,  고무 및 플라스틱제품 제조업,5,0,589229.75
4131,(주)예스티,122640,2016-12-01,2015-12-16,,  기타 기계 및 장비 제조업,5,0,-25.33
4157,(주)오르비텍,46120,2012-12-01,2010-06-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,0,17.76
4162,(주)오르비텍,46120,2017-12-01,2010-06-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,0,13.82
4180,(주)오리엔트정공,65500,2015-12-01,2002-09-19,,  자동차 및 트레일러 제조업,5,0,14.32
4186,(주)오리콤,10470,2011-12-01,2000-10-24,,  전문 서비스업,5,0,15.78
4187,(주)오리콤,10470,2012-12-01,2000-10-24,,  전문 서비스업,5,0,7.94
4256,(주)오하임아이엔티,309930,2020-12-01,2018-12-20,,  소매업; 자동차 제외,5,0,277955.77
4257,(주)옵투스제약,131030,2013-12-01,2010-12-03,,  의료용 물질 및 의약품 제조업,5,0,268395.89
4313,(주)와이엔텍,67900,2016-12-01,2005-12-23,,"  폐기물 수집, 운반, 처리 및 원료 재생업",5,0,19.1
4322,(주)와이오엠,66430,2015-12-01,2002-12-24,,  사업지원 서비스업,5,0,14.22
4328,(주)와이제이엠게임즈,193250,2014-12-01,2014-12-29,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-15.5
4335,(주)와이즈버즈,273060,2020-12-01,2017-08-07,,  전문 서비스업,5,0,122602.04
4364,(주)와이티엔,40300,2015-12-01,2001-09-04,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,10.41
4370,(주)와이팜,332570,2020-12-01,2020-07-31,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-70.22
4389,(주)우리넷,115440,2019-12-01,2010-01-27,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,65.2
4394,(주)우리로,46970,2015-12-01,2012-11-27,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,250.32
4408,(주)우정바이오,215380,2017-12-01,2015-05-18,,  연구개발업,5,0,289220.73
4422,(주)원바이오젠,307280,2020-12-01,2018-12-05,,  의료용 물질 및 의약품 제조업,5,0,-100
4436,(주)원익머트리얼즈,104830,2013-12-01,2011-12-28,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,18.1
4444,(주)원익아이피에스,240810,2017-12-01,2016-05-02,,  기타 기계 및 장비 제조업,5,0,158.45
4450,(주)원익큐브,14190,2013-12-01,1996-04-26,,  도매 및 상품 중개업,5,0,-11.12
4451,(주)원익큐브,14190,2014-12-01,1996-04-26,,  도매 및 상품 중개업,5,0,-6.66
4471,(주)원익피앤이,131390,2014-12-01,2011-09-27,,  전기장비 제조업,5,0,-14.85
4548,(주)웹스,196700,2015-12-01,2015-08-24,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-0.4
4554,(주)웹젠,69080,2011-12-01,2003-05-23,,  출판업,5,0,48.12
4555,(주)웹젠,69080,2012-12-01,2003-05-23,,  출판업,5,0,-4.26
4592,(주)위다스,56810,2011-12-01,2002-01-15,2013-09-10,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,-38.5
4615,(주)위메이드플레이,123420,2013-12-01,2010-11-10,,  출판업,5,0,476059.94
4616,(주)위메이드플레이,123420,2014-12-01,2010-11-10,,  출판업,5,0,202.62
4625,(주)위지윅스튜디오,299900,2019-12-01,2018-12-20,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,96.22
4631,(주)위지트,36090,2015-12-01,1999-12-10,,  기타 기계 및 장비 제조업,5,0,14.41
4637,(주)윈스,136540,2012-12-01,2011-05-02,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,48.87
4642,(주)윈스,136540,2017-12-01,2011-05-02,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,-2.14
4659,(주)윈하이텍,192390,2019-12-01,2014-07-25,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,-11.19
4702,(주)유라테크,48430,2012-12-01,2001-01-11,,  전기장비 제조업,5,0,36.35
4725,(주)유비쿼스,264450,2018-12-01,2017-03-31,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,24.99
4751,(주)유신,54930,2014-12-01,2002-01-15,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,0,-8.34
4776,(주)유아이디,69330,2019-12-01,2003-08-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,427.79
4779,(주)유에스티,263770,2018-12-01,2017-04-06,,  1차 금속 제조업,5,0,496026.15
4784,(주)유일엔시스,38720,2011-12-01,2001-01-18,2013-05-01,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,-6.68
4785,(주)유일엔시스,38720,2012-12-01,2001-01-18,2013-05-01,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,-40.88
4789,(주)유진로봇,56080,2014-12-01,2001-11-13,,  기타 기계 및 장비 제조업,5,0,41.67
4790,(주)유진로봇,56080,2015-12-01,2001-11-13,,  기타 기계 및 장비 제조업,5,0,14.76
4807,(주)유테크,178780,2016-12-01,2015-06-30,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-35.37
4816,(주)유틸렉스,263050,2018-12-01,2018-12-24,,  의료용 물질 및 의약품 제조업,5,0,201.95
4825,(주)율호,72770,2011-12-01,2007-07-25,,  출판업,5,0,-11.73
4826,(주)율호,72770,2012-12-01,2007-07-25,,  출판업,5,0,-29.65
4833,(주)율호,72770,2019-12-01,2007-07-25,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,15.12
4849,(주)이글루코퍼레이션,67920,2015-12-01,2010-08-04,,  출판업,5,0,-2.75
4865,(주)이노메트리,302430,2018-12-01,2018-12-12,,  기타 기계 및 장비 제조업,5,0,117.43
4878,(주)이노인스트루먼트,215790,2017-12-01,2015-05-08,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,685148.72
4894,(주)이녹스첨단소재,272290,2018-12-01,2017-07-10,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,51.79
4907,(주)이랜시스,264850,2019-12-01,2017-06-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,522884.88
4920,(주)이루온,65440,2011-12-01,2003-01-28,,  출판업,5,0,-1.63
4921,(주)이루온,65440,2012-12-01,2003-01-28,,  출판업,5,0,-8.13
4932,(주)이미지스테크놀로지,115610,2013-12-01,2010-02-26,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,123.28
4946,(주)이브이수성,84180,2017-12-01,2005-12-16,,  기타 기계 및 장비 제조업,5,0,-6.3
5079,(주)이큐셀,160600,2015-12-01,2015-06-26,,  기타 기계 및 장비 제조업,6,0,72.04
5084,(주)이크레더블,92130,2011-09-01,2008-10-24,,  정보서비스업,5,0,21.15
5086,(주)이크레더블,92130,2013-12-01,2008-10-24,,  정보서비스업,5,0,3.91
5114,(주)인산가,62580,2016-12-01,2015-12-21,2018-09-11,  식료품 제조업,4,0,249607.15
5117,(주)인산가,277410,2018-12-01,2017-09-29,,  식료품 제조업,5,0,-3.02
5145,(주)인콘,83640,2015-12-01,2005-12-27,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-6.56
5156,(주)인터로조,119610,2016-12-01,2010-07-28,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,23.77
5165,(주)인터플렉스,51370,2015-12-01,2003-01-22,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-17.63
5177,(주)인텍플러스,64290,2017-12-01,2011-01-05,,  기타 기계 및 장비 제조업,5,0,45.27
5191,(주)인트로메딕,150840,2018-12-01,2013-12-19,,"  의료, 정밀, 광학기기 및 시계 제조업",6,0,9.6
5199,(주)인트론바이오테크놀로지,48530,2016-12-01,2011-01-26,,  의료용 물질 및 의약품 제조업,5,0,-13.63
5206,(주)인포마크,175140,2017-12-01,2015-09-23,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-11.39
5213,(주)인포바인,115310,2014-12-01,2010-02-09,,  우편 및 통신업,5,0,5.16
5222,(주)인포피아,36220,2013-12-01,2007-06-05,2016-05-09,  의료용 물질 및 의약품 제조업,4,0,-10.04
5237,(주)일신바이오베이스,68330,2013-12-01,2007-12-26,,  기타 기계 및 장비 제조업,5,0,-20.35
5253,(주)일야,58450,2019-12-01,2002-01-17,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,5.02
5268,(주)일진파워,94820,2014-12-01,2007-11-06,,  기타 기계 및 장비 제조업,5,0,7.6
5304,(주)정다운,208140,2016-12-01,2014-12-17,,  식료품 제조업,5,0,-0.83
5323,(주)정원엔시스,45510,2015-12-01,2000-09-07,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,12.56
5338,(주)제넥신,95700,2020-12-01,2009-09-15,,  연구개발업,5,0,64.06
5360,(주)제닉,123330,2012-12-01,2011-08-03,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-18.49
5390,(주)제이브이엠,54950,2014-12-01,2006-06-07,,  기타 기계 및 장비 제조업,5,0,8.09
5402,(주)제이스텍,90470,2016-12-01,2007-01-10,,  기타 기계 및 장비 제조업,5,0,115.38
5419,(주)제이엘케이,322510,2019-12-01,2019-12-11,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,-36.75
5421,(주)제이와이피엔터테인먼트,35900,2011-06-01,2001-08-30,,"  기타 전문, 과학 및 기술 서비스업",5,0,0.79
5422,(주)제이와이피엔터테인먼트,35900,2012-12-01,2001-08-30,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,47.18
5433,(주)제이웨이,58420,2013-12-01,2002-01-10,,  영상ㆍ오디오 기록물 제작 및 배급업,6,0,3.8
5434,(주)제이웨이,58420,2014-12-01,2002-01-10,,  영상ㆍ오디오 기록물 제작 및 배급업,6,0,7.3
5450,(주)제이테크놀로지,35480,2012-12-01,1999-11-18,2019-12-12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,-1.04
5451,(주)제이테크놀로지,35480,2013-12-01,1999-11-18,2019-12-12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,5.1
5455,(주)제이테크놀로지,35480,2017-12-01,1999-11-18,2019-12-12,  스포츠 및 오락관련 서비스업,4,0,-66.8
5460,(주)제이티,89790,2014-12-01,2006-10-27,,  기타 기계 및 장비 제조업,5,0,106.71
5465,(주)제이티,89790,2019-12-01,2006-10-27,,  기타 기계 및 장비 제조업,5,0,21.31
5487,(주)제주반도체,80220,2011-12-01,2005-02-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,51.52
5488,(주)제주반도체,80220,2012-12-01,2005-02-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-65.1
5499,(주)젠큐릭스,229000,2020-12-01,2020-06-25,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,1050.65
5515,(주)젬백스링크,64800,2016-12-01,2002-08-22,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,107.8
5563,(주)중앙에너비스,440,2014-09-01,1993-03-24,,  도매 및 상품 중개업,5,0,17.3
5564,(주)중앙에너비스,440,2015-12-01,1993-03-24,,  도매 및 상품 중개업,5,0,-10.8
5568,(주)중앙에너비스,440,2019-12-01,1993-03-24,,  도매 및 상품 중개업,5,0,-13.7
5570,(주)지노믹트리,228760,2019-12-01,2019-03-27,,  의료용 물질 및 의약품 제조업,5,0,-27.22
5574,(주)지니뮤직,43610,2012-12-01,2000-07-20,,  정보서비스업,5,0,-0.12
5580,(주)지니뮤직,43610,2018-12-01,2000-07-20,,  정보서비스업,5,0,10.02
5583,(주)지니틱스,303030,2019-12-01,2018-08-30,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,549350.69
5586,(주)지디,155960,2014-12-01,2013-02-13,2018-10-12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,-18.96
5587,(주)지디,155960,2015-12-01,2013-02-13,2018-10-12,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,-33.56
5590,(주)지란지교시큐리티,208350,2016-12-01,2014-12-24,,  출판업,5,0,198534.83
5591,(주)지란지교시큐리티,208350,2017-12-01,2014-12-24,,  출판업,5,0,110.25
5598,(주)지씨셀,144510,2019-12-01,2016-06-23,,"  기타 전문, 과학 및 기술 서비스업",5,0,14.37
5600,(주)지아이바이오,35450,2011-12-01,1999-11-11,2013-08-07,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,0,5.05
5601,(주)지아이바이오,35450,2012-12-01,1999-11-11,2013-08-07,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,0,134.25
5628,(주)지엔씨에너지,119850,2017-12-01,2013-10-02,,  전기장비 제조업,5,0,-16.98
5654,(주)진로발효,18120,2016-12-01,1993-12-29,,  음료 제조업,5,0,-2.08
5723,(주)초록뱀이앤엠,131100,2012-12-01,2011-06-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,0,-7.44
5731,(주)초록뱀컴퍼니,52300,2011-12-01,2001-08-02,,  창고 및 운송관련 서비스업,5,0,-22.3
5732,(주)초록뱀컴퍼니,52300,2012-12-01,2001-08-02,,  창고 및 운송관련 서비스업,5,0,-17.8
5805,(주)케스피온,79190,2014-12-01,2005-11-29,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-20.19
5806,(주)케스피온,79190,2015-12-01,2005-11-29,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-0.7
5816,(주)케어젠,214370,2016-12-01,2015-11-17,,  의료용 물질 및 의약품 제조업,5,0,2.22
5823,(주)케이사인,192250,2014-12-01,2014-04-28,,  출판업,5,0,260830.4
5941,(주)케이엔씨글로벌,68150,2012-12-01,2003-07-21,2017-03-07,  섬유제품 제조업; 의복제외,4,0,88.75
5959,(주)케이엘넷,39420,2013-12-01,2002-03-12,,  우편 및 통신업,5,0,3.58
5992,(주)케이지모빌리언스,46440,2016-12-01,2004-12-14,,  출판업,5,0,-20.94
5999,(주)케이지이니시스,35600,2013-12-01,2002-11-22,,  출판업,5,0,89.48
6000,(주)케이지이니시스,35600,2014-12-01,2002-11-22,,  출판업,5,0,31.75
6028,(주)케이프,64820,2012-12-01,2007-05-29,,  기타 운송장비 제조업,5,0,-29.61
6038,(주)케이피에스,256940,2018-12-01,2017-09-06,,  기타 기계 및 장비 제조업,5,0,68.98
6061,(주)케이피티유,54410,2011-12-01,2002-04-25,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,-39.92
6062,(주)케이피티유,54410,2012-12-01,2002-04-25,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,6.18
6067,(주)케이피티유,54410,2017-12-01,2002-04-25,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,24.05
6072,(주)케일럼,258610,2018-12-01,2017-08-22,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,-2.06
6075,(주)켐온,217600,2017-12-01,2015-06-26,,  연구개발업,5,0,155391.66
6089,(주)켐트로스,220260,2017-12-01,2015-07-27,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,434445.13
6095,(주)코다코,46070,2013-12-01,2000-12-26,,  자동차 및 트레일러 제조업,5,0,10.5
6114,(주)코디,80530,2012-12-01,2010-01-05,,  기타 기계 및 장비 제조업,5,0,56.89
6124,(주)코디엠,224060,2016-12-01,2015-12-29,,  기타 기계 및 장비 제조업,5,0,-5.13
6137,(주)코리아나화장품,27050,2011-12-01,1999-12-10,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-5.18
6138,(주)코리아나화장품,27050,2012-12-01,1999-12-10,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-7.48
6155,(주)코리아에스이,101670,2017-12-01,2008-07-15,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,6.06
6206,(주)코센,9730,2014-12-01,1990-07-27,,  1차 금속 제조업,6,0,10.59
6207,(주)코센,9730,2015-12-01,1990-07-27,,  1차 금속 제조업,6,0,-4.58
6222,(주)코스나인,82660,2020-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,14.48
6233,(주)코스온,69110,2016-12-01,2003-10-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,0,34.15
6239,(주)코썬바이오,204990,2017-12-01,2016-12-09,,  식료품 제조업,6,0,-10.35
6252,(주)코아시아옵틱스,196450,2015-12-01,2014-06-02,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,64.02
6275,(주)코원플레이,56000,2017-12-01,2003-07-11,,  출판업,6,0,2.3
6279,(주)코윈테크,282880,2019-12-01,2019-08-05,,  기타 기계 및 장비 제조업,5,0,18.57
6308,(주)코텍,52330,2019-12-01,2001-07-10,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-17.7
6310,(주)코퍼스코리아,322780,2020-12-01,2019-05-31,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,216435.62
6313,(주)코프라,126600,2013-12-01,2010-11-12,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,3.28
6321,(주)쿠첸,225650,2016-12-01,2015-09-04,2019-09-16,  전기장비 제조업,4,0,157.73
6346,(주)큐리언트,115180,2016-12-01,2016-02-29,,  연구개발업,6,0,
6347,(주)큐리언트,115180,2017-12-01,2016-02-29,,  연구개발업,6,0,
6348,(주)큐리언트,115180,2018-12-01,2016-02-29,,  연구개발업,6,0,
6349,(주)큐리언트,115180,2019-12-01,2016-02-29,,  연구개발업,6,0,
6350,(주)큐리언트,115180,2020-12-01,2016-02-29,,  연구개발업,6,0,
6351,(주)큐브엔터테인먼트,182360,2015-12-01,2013-11-21,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,223888.53
6358,(주)큐에스아이,66310,2012-12-01,2006-11-24,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-1.66
6359,(주)큐에스아이,66310,2013-12-01,2006-11-24,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-4
6391,(주)클라우드에어,36170,2012-12-01,1999-12-21,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,222.78
6400,(주)클래시스,214150,2017-12-01,2015-04-03,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,348581.66
6404,(주)클루넷,67130,2011-12-01,2002-06-17,2012-06-08,  영상ㆍ오디오 기록물 제작 및 배급업,4,0,-24.58
