,회사명,거래소코드,종가(원),주가변동률,year
411,(주)넥슨게임즈,225570,13250.0,0.5554716981132075,2020
412,(주)넵튠,217270,1760.0,-0.13068181818181818,2016
413,(주)넵튠,217270,14400.0,0.8777777777777778,2017
414,(주)넵튠,217270,11650.0,-0.23605150214592274,2018
415,(주)넵튠,217270,4400.0,-1.6477272727272727,2019
416,(주)넵튠,217270,26800.0,0.835820895522388,2020
417,(주)노랑풍선,104620,8310.0,-2.309265944645006,2019
418,(주)노랑풍선,104620,24300.0,0.6580246913580247,2020
419,(주)노바렉스,194700,22100.0,-0.058823529411764705,2019
420,(주)노바렉스,194700,40500.0,0.454320987654321,2020
421,(주)노바텍,285490,10350.0,-0.6811594202898551,2019
422,(주)노바텍,285490,38800.0,0.7332474226804123,2020
423,(주)노블엠앤비,106520,16300.0,-0.19631901840490798,2013
424,(주)노블엠앤비,106520,8890.0,-0.8335208098987626,2014
425,(주)노블엠앤비,106520,7150.0,-0.24335664335664337,2015
426,(주)노블엠앤비,106520,3055.0,-1.3404255319148937,2016
427,(주)노블엠앤비,106520,1425.0,-1.143859649122807,2017
428,(주)노블엠앤비,106520,530.0,-1.6886792452830188,2018
429,(주)노블엠앤비,106520,824.0,0.3567961165048544,2019
