[제조]유동자산구성비율,[제조]순운전자본비율,[제조]매입채무회전기간,[제조]총자본증가율,[제조]매출채권회전률,[제조]매출액순이익률,[제조]노동소득분배율,[제조]자기자본순이익률,[제조]재고자산증가율,year,label
29.6,-23.43,52.38,-44.56,0.93,-377.34,0.0,-133.08,-67.35,2017,1
11.34,-1.92,4.98,-10.45,12.05,13.37,0.0,23.08,0.0,2011,1
43.81,29.72,6.14,23.8,12.93,19.58,2.98,26.44,0.0,2011,1
61.89,-4.94,66.15,2.71,1.86,-11.2,181.36,-47.95,-8.32,2014,1
35.2,-46.37,28.26,-23.04,3.23,-246.87,0.0,-82.45,-85.89,2018,1
28.74,-46.37,18.5,-29.04,3.92,-41.64,0.0,0.0,-62.41,2011,1
41.19,12.47,19.58,15.73,6.32,17.87,41.49,25.04,16.71,2018,1
31.99,-15.16,22.21,-47.32,14.18,-167.94,0.0,-163.9,0.0,2011,1
75.91,55.77,12.07,42.38,5.25,30.3,26.56,42.78,-27.91,2013,1
27.47,-13.39,32.8,-17.38,4.81,-29.09,0.0,-122.85,54.46,2014,1
43.88,-0.6,75.14,6.22,1.27,-12.14,72.59,-8.07,40.89,2015,1
47.76,-46.37,54.78,-14.35,23.79,-26.04,308.96,-163.9,-4.44,2015,1
18.08,-46.37,58.82,-37.67,9.74,-377.34,0.0,-163.9,-82.12,2015,1
10.92,-23.0,23.74,47.63,27.09,-31.39,76.22,-15.92,-61.5,2014,1
68.46,-46.37,124.51,-33.71,6.13,-43.93,0.0,0.0,0.0,2012,1
68.72,7.81,91.3,-11.4,3.95,-2.57,0.0,-5.36,-17.79,2012,1
52.87,7.83,22.57,-0.92,4.98,1.51,69.07,4.09,2.15,2014,1
51.99,-6.7,67.98,8.2,3.35,-6.67,308.85,-16.87,12.28,2011,1
61.39,-6.33,68.76,70.04,6.4,0.98,63.05,7.39,38.9,2011,1
64.47,22.08,71.64,25.06,3.03,13.13,65.11,20.59,134.33,2015,1
50.45,-32.43,42.53,104.69,4.94,-89.44,0.0,-163.9,30.87,2011,1
74.4,39.77,33.84,3.45,7.08,-114.87,244.36,-57.69,-50.32,2013,1
34.87,-36.19,44.16,21.1,6.44,-48.9,810.1,-62.7,-25.98,2018,1
42.34,-24.04,32.91,-21.47,5.1,-34.49,0.0,-88.07,-42.61,2017,1
75.66,-46.37,63.25,43.87,6.72,-377.34,0.0,0.0,-45.85,2011,1
47.13,-19.14,72.86,-20.14,5.09,-34.38,0.0,-76.76,-2.17,2011,1
32.6,5.72,18.36,-11.14,2.63,-6.1,391.99,-6.05,-76.22,2015,1
66.78,-17.95,147.47,20.08,1.9,-76.73,0.0,-163.9,0.0,2011,1
65.65,-46.37,63.26,-31.22,9.55,-36.76,0.0,0.0,-67.02,2013,1
79.9,21.29,83.94,111.27,4.86,10.9,66.21,6.13,0.0,2015,1
54.59,-46.37,147.47,-47.32,11.74,-155.15,0.0,0.0,-85.89,2011,1
19.04,-4.47,94.89,-46.13,7.74,-377.34,0.0,-163.9,-13.4,2016,1
49.16,-6.03,36.02,-47.32,8.32,-152.23,0.0,-142.65,-38.33,2011,1
49.73,6.99,22.01,-47.32,6.19,-372.86,0.0,-163.9,-28.43,2011,1
67.07,21.97,72.97,-47.32,3.1,-96.31,0.0,-159.53,-7.1,2011,1
28.31,-46.37,96.7,-42.36,3.89,-69.45,0.0,-163.9,-85.89,2013,1
74.07,17.31,93.18,10.21,1.46,9.57,38.9,7.19,132.73,2011,1
66.78,16.59,84.82,53.65,3.22,5.75,46.68,26.29,0.0,2016,1
14.94,-13.44,0.0,2.19,6.56,0.16,22.18,0.38,-54.86,2014,1
62.73,40.89,0.0,-13.44,5.62,-18.5,88.65,-11.78,157.95,2015,1
18.14,-9.34,66.37,-7.9,4.41,-221.1,0.0,-92.22,0.0,2014,1
10.92,-46.37,8.57,-5.21,25.1,-30.16,64.29,-74.69,-40.44,2013,1
62.51,-9.96,17.22,6.18,3.73,-10.01,111.3,-54.5,-31.66,2012,1
57.88,13.17,37.85,18.15,11.85,5.07,44.17,10.52,-10.35,2013,1
37.45,-46.37,147.47,-47.32,59.98,-63.17,0.0,0.0,-52.24,2014,1
60.12,-28.45,147.47,-7.24,3.59,-0.97,63.47,-11.29,-14.6,2016,1
14.32,-46.37,35.88,-47.32,2.96,-377.34,0.0,-163.9,0.0,2012,1
48.21,-45.7,117.47,-46.18,1.66,-62.75,0.0,-137.09,-52.79,2014,1
71.22,31.93,41.59,15.93,3.86,-40.47,804.84,-38.75,58.91,2015,1
92.89,81.09,27.83,2.1,2.14,6.97,18.52,6.73,11.81,2018,1
63.04,30.28,24.11,-39.94,5.34,-27.57,0.0,-48.77,-17.81,2017,1
53.8,-12.6,121.1,-11.5,1.5,-35.92,0.0,-72.17,39.28,2017,1
