[제조]유동자산구성비율,[제조]순운전자본회전률,[제조]매입채무회전기간,[제조]부채비율,[제조]매출채권회전률,[제조]비유동자산증가율,[제조]매출액순이익률,[제조]자기자본순이익률,[제조]자본분배율,year,label
47.76,0.84,54.78,4.21,23.79,-8.82,-26.04,-163.9,-208.96,2015,1
18.08,0.12,58.82,4.21,9.74,-45.74,-377.34,-163.9,0.0,2015,1
10.92,0.76,23.74,86.95,27.09,75.27,-31.39,-15.92,23.78,2014,1
68.46,0.65,124.51,4.21,6.13,-43.12,-43.93,0.0,0.0,2012,1
68.72,0.84,91.3,232.47,3.95,-3.05,-2.57,-5.36,0.0,2012,1
52.87,1.29,22.57,152.13,4.98,-1.05,1.51,4.09,30.93,2014,1
51.99,0.84,67.98,216.92,3.35,17.02,-6.67,-16.87,-208.85,2011,1
61.39,1.23,68.76,431.83,6.4,24.35,0.98,7.39,36.95,2011,1
64.47,0.88,71.64,82.52,3.03,-1.03,13.13,20.59,34.89,2015,1
50.45,0.86,42.53,739.19,4.94,161.57,-89.44,-163.9,0.0,2011,1
74.4,0.23,33.84,58.55,7.08,-47.37,-114.87,-57.69,-144.36,2013,1
34.87,0.37,44.16,363.11,6.44,-9.89,-48.9,-62.7,-710.1,2018,1
42.34,1.02,32.91,198.09,5.1,-13.2,-34.49,-88.07,0.0,2017,1
75.66,0.23,63.25,4.21,6.72,-52.65,-377.34,0.0,0.0,2011,1
47.13,0.93,72.86,201.31,5.09,-32.61,-34.38,-76.76,0.0,2011,1
32.6,0.86,18.36,62.19,2.63,11.16,-6.1,-6.05,-291.99,2015,1
66.78,0.34,147.47,739.19,1.9,3.71,-76.73,-163.9,0.0,2011,1
65.65,0.84,63.26,4.21,9.55,-31.27,-36.76,0.0,0.0,2013,1
79.9,0.16,83.94,159.21,4.86,24.57,10.9,6.13,33.79,2015,1
54.59,0.4,147.47,4.21,11.74,-58.53,-155.15,0.0,0.0,2011,1
19.04,0.93,94.89,270.58,7.74,-51.73,-377.34,-163.9,0.0,2016,1
49.16,0.62,36.02,184.16,8.32,-57.1,-152.23,-142.65,0.0,2011,1
49.73,0.53,22.01,77.93,6.19,-58.53,-372.86,-163.9,0.0,2011,1
67.07,0.79,72.97,160.91,3.1,-39.88,-96.31,-159.53,0.0,2011,1
28.31,0.59,96.7,739.19,3.89,-38.67,-69.45,-163.9,0.0,2013,1
74.07,0.22,93.18,156.02,1.46,0.97,9.57,7.19,61.1,2011,1
66.78,1.61,84.82,142.5,3.22,-15.17,5.75,26.29,53.32,2016,1
14.94,1.87,0.0,177.37,6.56,5.76,0.16,0.38,77.82,2014,1
62.73,0.62,0.0,29.8,5.62,-34.7,-18.5,-11.78,11.35,2015,1
18.14,0.65,66.37,40.7,4.41,88.52,-221.1,-92.22,0.0,2014,1
10.92,0.14,8.57,739.19,25.1,-3.5,-30.16,-74.69,35.71,2013,1
62.51,0.68,17.22,660.91,3.73,-4.95,-10.01,-54.5,-11.3,2012,1
57.88,0.58,37.85,187.33,11.85,28.27,5.07,10.52,55.83,2013,1
37.45,0.61,147.47,4.21,59.98,-38.77,-63.17,0.0,0.0,2014,1
60.12,0.5,147.47,739.19,3.59,-2.93,-0.97,-11.29,36.53,2016,1
14.32,0.26,35.88,563.41,2.96,97.13,-377.34,-163.9,0.0,2012,1
48.21,0.36,117.47,739.19,1.66,45.58,-62.75,-137.09,0.0,2014,1
71.22,0.45,41.59,124.98,3.86,-9.92,-40.47,-38.75,-704.84,2015,1
92.89,0.81,27.83,12.15,2.14,-26.6,6.97,6.73,81.48,2018,1
63.04,1.23,24.11,53.28,5.34,-34.42,-27.57,-48.77,0.0,2017,1
53.8,0.53,121.1,369.08,1.5,-12.16,-35.92,-72.17,0.0,2017,1
